"DEG_context","gene_id","seqid","start","end","midpoint","strand","seq_start","seq_end","chromosome","region_name","genome","chromosome_class","position_mb"
"Infection within diets","LOC126355083","NC_064922.1",408653203,408704199,408678701,"-",1,960491202,"3","3","chromosome","Named chromosome",408.678701
"Infection within diets","LOC126355126","NC_064922.1",59561628,59592859,59577243.5,"-",1,960491202,"3","3","chromosome","Named chromosome",59.5772435
"Infection within diets","LOC126355184","NC_064922.1",715284356,715629908,715457132,"+",1,960491202,"3","3","chromosome","Named chromosome",715.457132
"Infection within diets","LOC126355192","NC_064922.1",306143594,306285103,306214348.5,"+",1,960491202,"3","3","chromosome","Named chromosome",306.2143485
"Infection within diets","LOC126355203","NC_064922.1",627909038,627945465,627927251.5,"+",1,960491202,"3","3","chromosome","Named chromosome",627.9272515
"Infection within diets","LOC126355249","NC_064922.1",774055446,774140469,774097957.5,"+",1,960491202,"3","3","chromosome","Named chromosome",774.0979575
"Infection within diets","LOC126355303","NC_064922.1",191553895,191626458,191590176.5,"+",1,960491202,"3","3","chromosome","Named chromosome",191.5901765
"Infection within diets","LOC126355457","NC_064922.1",542113724,542331622,542222673,"+",1,960491202,"3","3","chromosome","Named chromosome",542.222673
"Infection within diets","LOC126355480","NC_064922.1",915314478,915335681,915325079.5,"-",1,960491202,"3","3","chromosome","Named chromosome",915.3250795
"Infection within diets","LOC126355485","NC_064920.1",537485154,537769838,537627496,"+",1,1209568729,"1","1","chromosome","Named chromosome",537.627496
"Infection within diets","LOC126355561","NC_064922.1",686227534,686493201,686360367.5,"+",1,960491202,"3","3","chromosome","Named chromosome",686.3603675
"Infection within diets","LOC126355684","NC_064920.1",540376847,540957263,540667055,"+",1,1209568729,"1","1","chromosome","Named chromosome",540.667055
"Infection within diets","LOC126355691","NC_064920.1",510523318,510565167,510544242.5,"-",1,1209568729,"1","1","chromosome","Named chromosome",510.5442425
"Infection within diets","LOC126355701","NC_064922.1",918173056,918218386,918195721,"-",1,960491202,"3","3","chromosome","Named chromosome",918.195721
"Infection within diets","LOC126355702","NC_064922.1",918490340,918573506,918531923,"-",1,960491202,"3","3","chromosome","Named chromosome",918.531923
"Infection within diets","LOC126355724","NC_064922.1",953810908,953949513,953880210.5,"-",1,960491202,"3","3","chromosome","Named chromosome",953.8802105
"Infection within diets","LOC126355798","NC_064922.1",926845842,926913919,926879880.5,"-",1,960491202,"3","3","chromosome","Named chromosome",926.8798805
"Infection within diets","LOC126355826","NC_064922.1",934985215,935338759,935161987,"-",1,960491202,"3","3","chromosome","Named chromosome",935.161987
"Infection within diets","LOC126355831","NC_064922.1",935601915,935604255,935603085,"-",1,960491202,"3","3","chromosome","Named chromosome",935.603085
"Infection within diets","LOC126355838","NC_064922.1",936510406,936512908,936511657,"+",1,960491202,"3","3","chromosome","Named chromosome",936.511657
"Infection within diets","LOC126355885","NC_064920.1",545279096,545459972,545369534,"-",1,1209568729,"1","1","chromosome","Named chromosome",545.369534
"Infection within diets","LOC126355933","NC_064922.1",955461039,955637558,955549298.5,"-",1,960491202,"3","3","chromosome","Named chromosome",955.5492985
"Infection within diets","LOC126355938","NC_064922.1",715135700,715145317,715140508.5,"-",1,960491202,"3","3","chromosome","Named chromosome",715.1405085
"Infection within diets","LOC126355939","NC_064922.1",695547237,695632458,695589847.5,"+",1,960491202,"3","3","chromosome","Named chromosome",695.5898475
"Infection within diets","LOC126355940","NC_064922.1",694944924,695183284,695064104,"+",1,960491202,"3","3","chromosome","Named chromosome",695.064104
"Infection within diets","LOC126355949","NC_064922.1",956174536,956268810,956221673,"-",1,960491202,"3","3","chromosome","Named chromosome",956.221673
"Infection within diets","LOC126355970","NC_064922.1",283508458,283516515,283512486.5,"+",1,960491202,"3","3","chromosome","Named chromosome",283.5124865
"Infection within diets","LOC126356028","NC_064922.1",628594891,628795451,628695171,"+",1,960491202,"3","3","chromosome","Named chromosome",628.695171
"Infection within diets","LOC126356050","NC_064922.1",855399964,855504038,855452001,"+",1,960491202,"3","3","chromosome","Named chromosome",855.452001
"Infection within diets","LOC126356066","NC_064922.1",565216176,565409304,565312740,"-",1,960491202,"3","3","chromosome","Named chromosome",565.31274
"Infection within diets","LOC126356122","NC_064920.1",551032880,551035803,551034341.5,"-",1,1209568729,"1","1","chromosome","Named chromosome",551.0343415
"Infection within diets","LOC126356135","NC_064920.1",551337308,551421843,551379575.5,"+",1,1209568729,"1","1","chromosome","Named chromosome",551.3795755
"Infection within diets","LOC126356152","NC_064920.1",552469847,552776732,552623289.5,"+",1,1209568729,"1","1","chromosome","Named chromosome",552.6232895
"Infection within diets","LOC126356204","NC_064922.1",257860860,257994396,257927628,"-",1,960491202,"3","3","chromosome","Named chromosome",257.927628
"Infection within diets","LOC126356215","NC_064922.1",568295781,568451920,568373850.5,"-",1,960491202,"3","3","chromosome","Named chromosome",568.3738505
"Infection within diets","LOC126356221","NC_064922.1",418390988,418833960,418612474,"+",1,960491202,"3","3","chromosome","Named chromosome",418.612474
"Infection within diets","LOC126356236","NC_064922.1",335740193,336139526,335939859.5,"+",1,960491202,"3","3","chromosome","Named chromosome",335.9398595
"Infection within diets","LOC126356248","NC_064922.1",325209487,325365943,325287715,"-",1,960491202,"3","3","chromosome","Named chromosome",325.287715
"Infection within diets","LOC126356271","NC_064922.1",248054625,248331077,248192851,"+",1,960491202,"3","3","chromosome","Named chromosome",248.192851
"Infection within diets","LOC126356285","NC_064922.1",190976860,191474794,191225827,"+",1,960491202,"3","3","chromosome","Named chromosome",191.225827
"Infection within diets","LOC126356328","NC_064922.1",439139362,439161910,439150636,"+",1,960491202,"3","3","chromosome","Named chromosome",439.150636
"Infection within diets","LOC126356362","NC_064922.1",523441161,523446369,523443765,"+",1,960491202,"3","3","chromosome","Named chromosome",523.443765
"Infection within diets","LOC126357744","NC_064920.1",591565375,592111715,591838545,"-",1,1209568729,"1","1","chromosome","Named chromosome",591.838545
"Infection within diets","LOC126358740","NC_064920.1",534054276,534282100,534168188,"-",1,1209568729,"1","1","chromosome","Named chromosome",534.168188
"Infection within diets","LOC126359055","NC_064920.1",617350648,617560328,617455488,"-",1,1209568729,"1","1","chromosome","Named chromosome",617.455488
"Infection within diets","LOC126359091","NC_064920.1",617565652,617703943,617634797.5,"+",1,1209568729,"1","1","chromosome","Named chromosome",617.6347975
"Infection within diets","LOC126359832","NC_064920.1",628742538,628867575,628805056.5,"-",1,1209568729,"1","1","chromosome","Named chromosome",628.8050565
"Infection within diets","LOC126360693","NC_064920.1",643728678,643860714,643794696,"-",1,1209568729,"1","1","chromosome","Named chromosome",643.794696
"Infection within diets","LOC126361021","NC_064920.1",645704908,645950575,645827741.5,"-",1,1209568729,"1","1","chromosome","Named chromosome",645.8277415
"Infection within diets","LOC126361173","NC_064920.1",652373896,653072585,652723240.5,"-",1,1209568729,"1","1","chromosome","Named chromosome",652.7232405
"Infection within diets","LOC126361845","NC_064920.1",658466359,658564792,658515575.5,"-",1,1209568729,"1","1","chromosome","Named chromosome",658.5155755
"Infection within diets","LOC126363354","NC_064920.1",681718864,682021997,681870430.5,"-",1,1209568729,"1","1","chromosome","Named chromosome",681.8704305
"Infection within diets","LOC126365745","NC_064923.1",117520061,117558922,117539491.5,"-",1,791150472,"4","4","chromosome","Named chromosome",117.5394915
"Infection within diets","LOC126365759","NC_064923.1",259547384,259560549,259553966.5,"+",1,791150472,"4","4","chromosome","Named chromosome",259.5539665
"Infection within diets","LOC126365760","NC_064923.1",259600710,259621238,259610974,"+",1,791150472,"4","4","chromosome","Named chromosome",259.610974
"Infection within diets","LOC126365778","NC_064920.1",705981376,705995590,705988483,"-",1,1209568729,"1","1","chromosome","Named chromosome",705.988483
"Infection within diets","LOC126365849","NC_064923.1",737697754,738062326,737880040,"+",1,791150472,"4","4","chromosome","Named chromosome",737.88004
"Infection within diets","LOC126365865","NC_064923.1",367827358,368537475,368182416.5,"+",1,791150472,"4","4","chromosome","Named chromosome",368.1824165
"Infection within diets","LOC126365913","NC_064923.1",24843352,24859564,24851458,"+",1,791150472,"4","4","chromosome","Named chromosome",24.851458
"Infection within diets","LOC126365914","NC_064923.1",160879173,161093060,160986116.5,"-",1,791150472,"4","4","chromosome","Named chromosome",160.9861165
"Infection within diets","LOC126365941","NC_064923.1",613770348,614128195,613949271.5,"-",1,791150472,"4","4","chromosome","Named chromosome",613.9492715
"Infection within diets","LOC126365959","NC_064920.1",714373756,714413895,714393825.5,"+",1,1209568729,"1","1","chromosome","Named chromosome",714.3938255
"Infection within diets","LOC126365964","NC_064920.1",714467823,714642937,714555380,"-",1,1209568729,"1","1","chromosome","Named chromosome",714.55538
"Infection within diets","LOC126365992","NC_064923.1",271792144,272721812,272256978,"+",1,791150472,"4","4","chromosome","Named chromosome",272.256978
"Infection within diets","LOC126266655","NC_064923.1",90159298,90235746,90197522,"-",1,791150472,"4","4","chromosome","Named chromosome",90.197522
"Infection within diets","LOC126266662","NC_064920.1",719658870,719778536,719718703,"+",1,1209568729,"1","1","chromosome","Named chromosome",719.718703
"Infection within diets","LOC126266665","NC_064923.1",581844158,582819905,582332031.5,"+",1,791150472,"4","4","chromosome","Named chromosome",582.3320315
"Infection within diets","LOC126266677","NC_064923.1",746935175,747825215,747380195,"+",1,791150472,"4","4","chromosome","Named chromosome",747.380195
"Infection within diets","LOC126266681","NC_064923.1",220048815,220179036,220113925.5,"-",1,791150472,"4","4","chromosome","Named chromosome",220.1139255
"Infection within diets","LOC126266713","NC_064923.1",462857570,463445196,463151383,"+",1,791150472,"4","4","chromosome","Named chromosome",463.151383
"Infection within diets","LOC126266714","NC_064923.1",755781785,756039846,755910815.5,"-",1,791150472,"4","4","chromosome","Named chromosome",755.9108155
"Infection within diets","LOC126266950","NC_064923.1",247027576,247041649,247034612.5,"-",1,791150472,"4","4","chromosome","Named chromosome",247.0346125
"Infection within diets","LOC126266959","NC_064923.1",315328766,315792201,315560483.5,"+",1,791150472,"4","4","chromosome","Named chromosome",315.5604835
"Infection within diets","LOC126267000","NC_064923.1",308792958,309349782,309071370,"-",1,791150472,"4","4","chromosome","Named chromosome",309.07137
"Infection within diets","LOC126267002","NC_064923.1",309678502,309706223,309692362.5,"-",1,791150472,"4","4","chromosome","Named chromosome",309.6923625
"Infection within diets","LOC126267060","NC_064923.1",483651714,484110413,483881063.5,"-",1,791150472,"4","4","chromosome","Named chromosome",483.8810635
"Infection within diets","LOC126267107","NC_064923.1",448660976,448768963,448714969.5,"+",1,791150472,"4","4","chromosome","Named chromosome",448.7149695
"Infection within diets","LOC126267165","NC_064923.1",573573237,573729658,573651447.5,"+",1,791150472,"4","4","chromosome","Named chromosome",573.6514475
"Infection within diets","LOC126267280","NC_064923.1",120136069,120139465,120137767,"-",1,791150472,"4","4","chromosome","Named chromosome",120.137767
"Infection within diets","LOC126267409","NC_064923.1",497838071,498049215,497943643,"-",1,791150472,"4","4","chromosome","Named chromosome",497.943643
"Infection within diets","LOC126267422","NC_064920.1",740397856,740461690,740429773,"+",1,1209568729,"1","1","chromosome","Named chromosome",740.429773
"Infection within diets","LOC126267432","NC_064920.1",741567641,742327892,741947766.5,"+",1,1209568729,"1","1","chromosome","Named chromosome",741.9477665
"Infection within diets","LOC126267477","NC_064923.1",586450101,586641182,586545641.5,"-",1,791150472,"4","4","chromosome","Named chromosome",586.5456415
"Infection within diets","LOC126267627","NC_064923.1",231863362,231865231,231864296.5,"+",1,791150472,"4","4","chromosome","Named chromosome",231.8642965
"Infection within diets","LOC126267652","NC_064923.1",198252081,198285674,198268877.5,"-",1,791150472,"4","4","chromosome","Named chromosome",198.2688775
"Infection within diets","LOC126267806","NC_064923.1",551481799,552866837,552174318,"+",1,791150472,"4","4","chromosome","Named chromosome",552.174318
"Infection within diets","LOC126267876","NC_064923.1",708109943,708187409,708148676,"-",1,791150472,"4","4","chromosome","Named chromosome",708.148676
"Infection within diets","LOC126267936","NC_064923.1",786273147,786500564,786386855.5,"+",1,791150472,"4","4","chromosome","Named chromosome",786.3868555
"Infection within diets","LOC126267985","NC_064923.1",222764619,222776688,222770653.5,"-",1,791150472,"4","4","chromosome","Named chromosome",222.7706535
"Infection within diets","LOC126267997","NC_064923.1",264627002,265007223,264817112.5,"+",1,791150472,"4","4","chromosome","Named chromosome",264.8171125
"Infection within diets","LOC126268028","NC_064923.1",521199630,521754336,521476983,"+",1,791150472,"4","4","chromosome","Named chromosome",521.476983
"Infection within diets","LOC126268030","NC_064923.1",521794768,522363356,522079062,"+",1,791150472,"4","4","chromosome","Named chromosome",522.079062
"Infection within diets","LOC126268031","NC_064923.1",523266520,523726861,523496690.5,"-",1,791150472,"4","4","chromosome","Named chromosome",523.4966905
"Infection within diets","LOC126268088","NC_064923.1",675403975,675412894,675408434.5,"+",1,791150472,"4","4","chromosome","Named chromosome",675.4084345
"Infection within diets","LOC126268126","NC_064923.1",219591166,219728677,219659921.5,"-",1,791150472,"4","4","chromosome","Named chromosome",219.6599215
"Infection within diets","LOC126268205","NC_064923.1",467137182,467772449,467454815.5,"-",1,791150472,"4","4","chromosome","Named chromosome",467.4548155
"Infection within diets","LOC126268521","NC_064923.1",401249179,401249489,401249334,"+",1,791150472,"4","4","chromosome","Named chromosome",401.249334
"Infection within diets","LOC126268712","NC_064920.1",779443165,779626911,779535038,"-",1,1209568729,"1","1","chromosome","Named chromosome",779.535038
"Infection within diets","LOC126269352","NC_064920.1",785394516,785522647,785458581.5,"+",1,1209568729,"1","1","chromosome","Named chromosome",785.4585815
"Infection within diets","LOC126269416","NC_064920.1",786542293,786545047,786543670,"+",1,1209568729,"1","1","chromosome","Named chromosome",786.54367
"Infection within diets","LOC126269996","NC_064920.1",798995221,799239688,799117454.5,"-",1,1209568729,"1","1","chromosome","Named chromosome",799.1174545
"Infection within diets","LOC126270553","NC_064920.1",806781301,806830618,806805959.5,"-",1,1209568729,"1","1","chromosome","Named chromosome",806.8059595
"Infection within diets","LOC126270657","NC_064920.1",807960336,807979716,807970026,"+",1,1209568729,"1","1","chromosome","Named chromosome",807.970026
"Infection within diets","LOC126271206","NC_064920.1",821824917,821927460,821876188.5,"+",1,1209568729,"1","1","chromosome","Named chromosome",821.8761885
"Infection within diets","LOC126271434","NC_064920.1",823026987,823041349,823034168,"-",1,1209568729,"1","1","chromosome","Named chromosome",823.034168
"Infection within diets","LOC126271532","NC_064920.1",824004458,824051699,824028078.5,"+",1,1209568729,"1","1","chromosome","Named chromosome",824.0280785
"Infection within diets","LOC126271618","NC_064920.1",824851372,824980632,824916002,"-",1,1209568729,"1","1","chromosome","Named chromosome",824.916002
"Infection within diets","LOC126271850","NC_064924.1",70933381,70968433,70950907,"+",1,676154743,"5","5","chromosome","Named chromosome",70.950907
"Infection within diets","LOC126271872","NC_064924.1",64392468,64558577,64475522.5,"-",1,676154743,"5","5","chromosome","Named chromosome",64.4755225
"Infection within diets","LOC126271917","NC_064924.1",378932403,378934114,378933258.5,"-",1,676154743,"5","5","chromosome","Named chromosome",378.9332585
"Infection within diets","LOC126271955","NC_064924.1",501964375,502137284,502050829.5,"+",1,676154743,"5","5","chromosome","Named chromosome",502.0508295
"Infection within diets","LOC126271983","NC_064924.1",636474852,636589720,636532286,"-",1,676154743,"5","5","chromosome","Named chromosome",636.532286
"Infection within diets","LOC126271984","NC_064924.1",636646042,636661755,636653898.5,"+",1,676154743,"5","5","chromosome","Named chromosome",636.6538985
"Infection within diets","LOC126272063","NC_064924.1",463113661,463239157,463176409,"-",1,676154743,"5","5","chromosome","Named chromosome",463.176409
"Infection within diets","LOC126272080","NC_064924.1",131353787,131504257,131429022,"+",1,676154743,"5","5","chromosome","Named chromosome",131.429022
"Infection within diets","LOC126272081","NC_064924.1",525821503,526209506,526015504.5,"-",1,676154743,"5","5","chromosome","Named chromosome",526.0155045
"Infection within diets","LOC126272096","NC_064924.1",471128190,471460834,471294512,"+",1,676154743,"5","5","chromosome","Named chromosome",471.294512
"Infection within diets","LOC126272116","NC_064924.1",345050424,345406226,345228325,"+",1,676154743,"5","5","chromosome","Named chromosome",345.228325
"Infection within diets","LOC126272136","NC_064924.1",177431018,178649928,178040473,"-",1,676154743,"5","5","chromosome","Named chromosome",178.040473
"Infection within diets","LOC126272139","NC_064924.1",642510786,643197499,642854142.5,"-",1,676154743,"5","5","chromosome","Named chromosome",642.8541425
"Infection within diets","LOC126272149","NC_064924.1",59256959,59282900,59269929.5,"+",1,676154743,"5","5","chromosome","Named chromosome",59.2699295
"Infection within diets","LOC126272159","NC_064924.1",69462932,69512283,69487607.5,"-",1,676154743,"5","5","chromosome","Named chromosome",69.4876075
"Infection within diets","LOC126272296","NC_064924.1",146076951,146131866,146104408.5,"+",1,676154743,"5","5","chromosome","Named chromosome",146.1044085
"Infection within diets","LOC126272310","NC_064924.1",189260891,190114520,189687705.5,"+",1,676154743,"5","5","chromosome","Named chromosome",189.6877055
"Infection within diets","LOC126272322","NC_064924.1",522942821,523039416,522991118.5,"+",1,676154743,"5","5","chromosome","Named chromosome",522.9911185
"Infection within diets","LOC126272336","NC_064924.1",82560918,82674628,82617773,"-",1,676154743,"5","5","chromosome","Named chromosome",82.617773
"Infection within diets","LOC126272362","NC_064924.1",108933463,108955972,108944717.5,"+",1,676154743,"5","5","chromosome","Named chromosome",108.9447175
"Infection within diets","LOC126272370","NC_064920.1",840154372,840244674,840199523,"-",1,1209568729,"1","1","chromosome","Named chromosome",840.199523
"Infection within diets","LOC126272382","NC_064924.1",377414172,377537076,377475624,"+",1,676154743,"5","5","chromosome","Named chromosome",377.475624
"Infection within diets","LOC126272386","NC_064920.1",841015799,841212657,841114228,"-",1,1209568729,"1","1","chromosome","Named chromosome",841.114228
"Infection within diets","LOC126272399","NC_064924.1",415882589,416362858,416122723.5,"-",1,676154743,"5","5","chromosome","Named chromosome",416.1227235
"Infection within diets","LOC126272458","NC_064924.1",150982791,151923538,151453164.5,"-",1,676154743,"5","5","chromosome","Named chromosome",151.4531645
"Infection within diets","LOC126272463","NC_064924.1",110983382,111134088,111058735,"+",1,676154743,"5","5","chromosome","Named chromosome",111.058735
"Infection within diets","LOC126272508","NC_064924.1",182240361,182697862,182469111.5,"+",1,676154743,"5","5","chromosome","Named chromosome",182.4691115
"Infection within diets","LOC126272510","NC_064924.1",182953475,183149791,183051633,"-",1,676154743,"5","5","chromosome","Named chromosome",183.051633
"Infection within diets","LOC126272566","NC_064920.1",845768183,845801032,845784607.5,"-",1,1209568729,"1","1","chromosome","Named chromosome",845.7846075
"Infection within diets","LOC126272576","NC_064924.1",214251142,215000169,214625655.5,"-",1,676154743,"5","5","chromosome","Named chromosome",214.6256555
"Infection within diets","LOC126272582","NC_064924.1",354459741,354914628,354687184.5,"-",1,676154743,"5","5","chromosome","Named chromosome",354.6871845
"Infection within diets","LOC126272584","NC_064924.1",51376671,51714246,51545458.5,"+",1,676154743,"5","5","chromosome","Named chromosome",51.5454585
"Infection within diets","LOC126272718","NC_064924.1",489668773,490842325,490255549,"-",1,676154743,"5","5","chromosome","Named chromosome",490.255549
"Infection within diets","LOC126272724","NC_064920.1",853201859,853329367,853265613,"-",1,1209568729,"1","1","chromosome","Named chromosome",853.265613
"Infection within diets","LOC126272743","NC_064924.1",168491788,168527379,168509583.5,"-",1,676154743,"5","5","chromosome","Named chromosome",168.5095835
"Infection within diets","LOC126272746","NC_064924.1",417088444,417682447,417385445.5,"+",1,676154743,"5","5","chromosome","Named chromosome",417.3854455
"Infection within diets","LOC126272750","NC_064920.1",857653795,857775518,857714656.5,"+",1,1209568729,"1","1","chromosome","Named chromosome",857.7146565
"Infection within diets","LOC126272836","NC_064924.1",376200810,376206661,376203735.5,"-",1,676154743,"5","5","chromosome","Named chromosome",376.2037355
"Infection within diets","LOC126272875","NC_064924.1",649283302,649928004,649605653,"+",1,676154743,"5","5","chromosome","Named chromosome",649.605653
"Infection within diets","LOC126272899","NC_064924.1",139407766,139544672,139476219,"+",1,676154743,"5","5","chromosome","Named chromosome",139.476219
"Infection within diets","LOC126272928","NC_064924.1",76426606,76484339,76455472.5,"+",1,676154743,"5","5","chromosome","Named chromosome",76.4554725
"Infection within diets","LOC126272992","NC_064924.1",209868623,209917602,209893112.5,"+",1,676154743,"5","5","chromosome","Named chromosome",209.8931125
"Infection within diets","LOC126273029","NC_064924.1",256896315,256899041,256897678,"+",1,676154743,"5","5","chromosome","Named chromosome",256.897678
"Infection within diets","LOC126273033","NC_064924.1",257186137,257189682,257187909.5,"+",1,676154743,"5","5","chromosome","Named chromosome",257.1879095
"Infection within diets","LOC126273067","NC_064920.1",866836788,867241282,867039035,"+",1,1209568729,"1","1","chromosome","Named chromosome",867.039035
"Infection within diets","LOC126273185","NC_064920.1",868909807,869143141,869026474,"+",1,1209568729,"1","1","chromosome","Named chromosome",869.026474
"Infection within diets","LOC126273193","NC_064924.1",242767689,243260861,243014275,"+",1,676154743,"5","5","chromosome","Named chromosome",243.014275
"Infection within diets","LOC126273272","NC_064920.1",873283880,873449803,873366841.5,"-",1,1209568729,"1","1","chromosome","Named chromosome",873.3668415
"Infection within diets","LOC126273334","NC_064924.1",345462285,345726965,345594625,"-",1,676154743,"5","5","chromosome","Named chromosome",345.594625
"Infection within diets","LOC126273343","NC_064924.1",364485863,364664883,364575373,"+",1,676154743,"5","5","chromosome","Named chromosome",364.575373
"Infection within diets","LOC126273423","NC_064920.1",879473746,879628351,879551048.5,"-",1,1209568729,"1","1","chromosome","Named chromosome",879.5510485
"Infection within diets","LOC126273784","NC_064920.1",892913394,893123398,893018396,"+",1,1209568729,"1","1","chromosome","Named chromosome",893.018396
"Infection within diets","LOC126275923","NC_064920.1",942629177,942638614,942633895.5,"+",1,1209568729,"1","1","chromosome","Named chromosome",942.6338955
"Infection within diets","LOC126276001","NC_064920.1",944819581,944977730,944898655.5,"+",1,1209568729,"1","1","chromosome","Named chromosome",944.8986555
"Infection within diets","LOC126276148","NC_064920.1",954542510,954717165,954629837.5,"+",1,1209568729,"1","1","chromosome","Named chromosome",954.6298375
"Infection within diets","LOC126276175","NC_064920.1",955116328,955120077,955118202.5,"-",1,1209568729,"1","1","chromosome","Named chromosome",955.1182025
"Infection within diets","LOC126277228","NC_064920.1",976463379,976680544,976571961.5,"-",1,1209568729,"1","1","chromosome","Named chromosome",976.5719615
"Infection within diets","LOC126277893","NC_064925.1",216636392,216657047,216646719.5,"+",1,594873984,"6","6","chromosome","Named chromosome",216.6467195
"Infection within diets","LOC126277907","NC_064925.1",221967941,222065376,222016658.5,"-",1,594873984,"6","6","chromosome","Named chromosome",222.0166585
"Infection within diets","LOC126278032","NC_064925.1",97780476,98722669,98251572.5,"+",1,594873984,"6","6","chromosome","Named chromosome",98.2515725
"Infection within diets","LOC126278041","NC_064925.1",78739736,78964106,78851921,"+",1,594873984,"6","6","chromosome","Named chromosome",78.851921
"Infection within diets","LOC126278050","NC_064925.1",498902163,499322976,499112569.5,"-",1,594873984,"6","6","chromosome","Named chromosome",499.1125695
"Infection within diets","LOC126278058","NC_064920.1",988503073,988519002,988511037.5,"-",1,1209568729,"1","1","chromosome","Named chromosome",988.5110375
"Infection within diets","LOC126278068","NC_064925.1",387182259,387337250,387259754.5,"+",1,594873984,"6","6","chromosome","Named chromosome",387.2597545
"Infection within diets","LOC126278163","NC_064925.1",257616902,257617934,257617418,"-",1,594873984,"6","6","chromosome","Named chromosome",257.617418
"Infection within diets","LOC126278174","NC_064925.1",102429307,103154875,102792091,"+",1,594873984,"6","6","chromosome","Named chromosome",102.792091
"Infection within diets","LOC126278180","NC_064925.1",139284697,139608570,139446633.5,"+",1,594873984,"6","6","chromosome","Named chromosome",139.4466335
"Infection within diets","LOC126278196","NC_064925.1",158054791,158111031,158082911,"+",1,594873984,"6","6","chromosome","Named chromosome",158.082911
"Infection within diets","LOC126278220","NC_064925.1",406242508,406317639,406280073.5,"+",1,594873984,"6","6","chromosome","Named chromosome",406.2800735
"Infection within diets","LOC126278260","NC_064925.1",342165210,342173381,342169295.5,"-",1,594873984,"6","6","chromosome","Named chromosome",342.1692955
"Infection within diets","LOC126278265","NC_064925.1",312505838,312534559,312520198.5,"-",1,594873984,"6","6","chromosome","Named chromosome",312.5201985
"Infection within diets","LOC126278279","NC_064925.1",205904931,206095295,206000113,"+",1,594873984,"6","6","chromosome","Named chromosome",206.000113
"Infection within diets","LOC126278345","NC_064925.1",237818235,237822058,237820146.5,"+",1,594873984,"6","6","chromosome","Named chromosome",237.8201465
"Infection within diets","LOC126278381","NC_064925.1",405647045,405735117,405691081,"+",1,594873984,"6","6","chromosome","Named chromosome",405.691081
"Infection within diets","LOC126278393","NC_064925.1",300437450,300907978,300672714,"+",1,594873984,"6","6","chromosome","Named chromosome",300.672714
"Infection within diets","LOC126278442","NC_064925.1",203976444,204258119,204117281.5,"-",1,594873984,"6","6","chromosome","Named chromosome",204.1172815
"Infection within diets","LOC126278507","NC_064925.1",488611268,489051190,488831229,"+",1,594873984,"6","6","chromosome","Named chromosome",488.831229
"Infection within diets","LOC126278514","NC_064925.1",402741229,402763490,402752359.5,"-",1,594873984,"6","6","chromosome","Named chromosome",402.7523595
"Infection within diets","LOC126278678","NC_064920.1",1007709414,1008401920,1008055667,"+",1,1209568729,"1","1","chromosome","Named chromosome",1008.055667
"Infection within diets","LOC126278704","NC_064925.1",402161638,402166354,402163996,"+",1,594873984,"6","6","chromosome","Named chromosome",402.163996
"Infection within diets","LOC126278758","NC_064920.1",1011207328,1011241634,1011224481,"+",1,1209568729,"1","1","chromosome","Named chromosome",1011.224481
"Infection within diets","LOC126278890","NC_064925.1",377794803,377922956,377858879.5,"-",1,594873984,"6","6","chromosome","Named chromosome",377.8588795
"Infection within diets","LOC126278893","NC_064925.1",384872788,386214104,385543446,"+",1,594873984,"6","6","chromosome","Named chromosome",385.543446
"Infection within diets","LOC126279028","NC_064920.1",1029019194,1029062184,1029040689,"+",1,1209568729,"1","1","chromosome","Named chromosome",1029.040689
"Infection within diets","LOC126279072","NC_064925.1",490881645,490954971,490918308,"+",1,594873984,"6","6","chromosome","Named chromosome",490.918308
"Infection within diets","LOC126279111","NC_064920.1",1031114644,1031239418,1031177031,"-",1,1209568729,"1","1","chromosome","Named chromosome",1031.177031
"Infection within diets","LOC126279406","NC_064920.1",1034448132,1034725800,1034586966,"+",1,1209568729,"1","1","chromosome","Named chromosome",1034.586966
"Infection within diets","LOC126279732","NC_064925.1",332794671,332794776,332794723.5,"-",1,594873984,"6","6","chromosome","Named chromosome",332.7947235
"Infection within diets","LOC126279835","NC_064920.1",1040610697,1040772173,1040691435,"+",1,1209568729,"1","1","chromosome","Named chromosome",1040.691435
"Infection within diets","LOC126279923","NC_064920.1",1041184592,1041505234,1041344913,"+",1,1209568729,"1","1","chromosome","Named chromosome",1041.344913
"Infection within diets","LOC126280853","NC_064920.1",1044669339,1044995860,1044832599.5,"+",1,1209568729,"1","1","chromosome","Named chromosome",1044.8325995
"Infection within diets","LOC126280991","NC_064920.1",1052591199,1052807417,1052699308,"-",1,1209568729,"1","1","chromosome","Named chromosome",1052.699308
"Infection within diets","LOC126281164","NC_064926.1",261743650,261767813,261755731.5,"+",1,574732873,"7","7","chromosome","Named chromosome",261.7557315
"Infection within diets","LOC126281298","NC_064926.1",514789367,514846480,514817923.5,"-",1,574732873,"7","7","chromosome","Named chromosome",514.8179235
"Infection within diets","LOC126281300","NC_064926.1",514743084,514753784,514748434,"+",1,574732873,"7","7","chromosome","Named chromosome",514.748434
"Infection within diets","LOC126281302","NC_064926.1",515110693,515137184,515123938.5,"+",1,574732873,"7","7","chromosome","Named chromosome",515.1239385
"Infection within diets","LOC126281335","NC_064926.1",208108484,208219480,208163982,"-",1,574732873,"7","7","chromosome","Named chromosome",208.163982
