source_sheet,umbrella,subcategory,gene_id,description_workbook,description_gff,gene_biotype,seqid,sequence_name,sequence_role,sequence_class,original_significant_contrasts,current_significant_contrasts,newly_significant_contrasts,no_longer_significant_contrasts,figure_scope
Protein-Anabolism,Nutrient Sensing & TOR/Insulin Signaling,TOR Pathway Regulators,LOC126319879,protein raptor homolog,protein raptor homolog,protein_coding,NW_026062071.1,ptg000691l,unplaced-scaffold,Unplaced scaffold,0,2,2,0,Unplaced scaffold
Protein-Anabolism,Nutrient Sensing & TOR/Insulin Signaling,TOR Pathway Regulators,LOC126325490,serine/threonine-protein kinase tor-like,serine/threonine-protein kinase tor-like,protein_coding,NW_026062282.1,ptg000925l,unplaced-scaffold,Unplaced scaffold,0,0,0,0,Unplaced scaffold
Protein-Anabolism,Nutrient Sensing & TOR/Insulin Signaling,TOR Pathway Regulators,LOC126334818,ribosomal protein S6 kinase alpha-5-like,ribosomal protein S6 kinase alpha-5-like,protein_coding,NC_064921.1,Chromosome2,assembled-molecule,Nuclear chromosome,0,3,3,0,Main chromosome
Protein-Anabolism,Protein Synthesis & Translation,Cofactor & Heme Biosynthesis,LOC126297581,"5-aminolevulinate synthase, erythroid-specific, mitochondrial (heme synthesis)","5-aminolevulinate synthase, erythroid-specific, mitochondrial",protein_coding,NC_064931.1,ChromosomeX,assembled-molecule,Nuclear chromosome,0,3,3,0,Main chromosome
Protein-Anabolism,Protein Synthesis & Translation,RNA Polymerases & Transcription Machinery,LOC126318616,DNA-directed RNA polymerase II subunit rpb2-like,DNA-directed RNA polymerase II subunit rpb2-like,protein_coding,NW_026062056.1,ptg000673l,unplaced-scaffold,Unplaced scaffold,0,0,0,0,Unplaced scaffold
Protein-Anabolism,Protein Synthesis & Translation,RNA Polymerases & Transcription Machinery,LOC126322623,DNA-directed RNA polymerase III subunit RPC1-like,DNA-directed RNA polymerase III subunit RPC1-like,protein_coding,NW_026062185.1,ptg000818l,unplaced-scaffold,Unplaced scaffold,0,2,2,0,Unplaced scaffold
Protein-Anabolism,Protein Synthesis & Translation,RNA Polymerases & Transcription Machinery,LOC126326048,RNA polymerase-associated protein RTF1 homolog,RNA polymerase-associated protein RTF1 homolog,protein_coding,NW_026062315.1,ptg000963l,unplaced-scaffold,Unplaced scaffold,0,1,1,0,Unplaced scaffold
Protein-Anabolism,Protein Synthesis & Translation,RNA Polymerases & Transcription Machinery,LOC126326066,RNA polymerase-associated protein CTR9 homolog,RNA polymerase-associated protein CTR9 homolog,protein_coding,NW_026062315.1,ptg000963l,unplaced-scaffold,Unplaced scaffold,0,1,1,0,Unplaced scaffold
Protein-Anabolism,Protein Synthesis & Translation,RNA Polymerases & Transcription Machinery,LOC126332392,DNA-directed RNA polymerase III subunit rpc2-like,DNA-directed RNA polymerase III subunit rpc2-like,protein_coding,NW_026062747.1,ptg001449l,unplaced-scaffold,Unplaced scaffold,0,0,0,0,Unplaced scaffold
Protein-Anabolism,Protein Synthesis & Translation,RNA Polymerases & Transcription Machinery,LOC126332393,DNA-directed RNA polymerase I subunit rpa1-like,DNA-directed RNA polymerase I subunit rpa1-like,protein_coding,NW_026062747.1,ptg001449l,unplaced-scaffold,Unplaced scaffold,0,0,0,0,Unplaced scaffold
Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,LOC126278019,"39S ribosomal protein L14, mitochondrial","39S ribosomal protein L14, mitochondrial",protein_coding,NC_064925.1,Chromosome6,assembled-molecule,Nuclear chromosome,0,1,1,0,Main chromosome
Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,LOC126293382,"39S ribosomal protein L32, mitochondrial","39S ribosomal protein L32, mitochondrial",protein_coding,NC_064929.1,Chromosome10,assembled-molecule,Nuclear chromosome,0,1,1,0,Main chromosome
Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,LOC126304702,60S ribosomal protein L34-like,60S ribosomal protein L34-like,protein_coding,NW_026061732.1,ptg000182l,unplaced-scaffold,Unplaced scaffold,0,1,1,0,Unplaced scaffold
Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,LOC126313321,60S ribosomal protein L8-like,60S ribosomal protein L8-like,protein_coding,NW_026061886.1,ptg000473l,unplaced-scaffold,Unplaced scaffold,0,0,0,0,Unplaced scaffold
Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,LOC126313359,60S acidic ribosomal protein P0-like,60S acidic ribosomal protein P0-like,protein_coding,NW_026061886.1,ptg000473l,unplaced-scaffold,Unplaced scaffold,0,0,0,0,Unplaced scaffold
Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,LOC126314456,60S ribosomal protein L9-like,60S ribosomal protein L9-like,protein_coding,NW_026061953.1,ptg000560l,unplaced-scaffold,Unplaced scaffold,0,0,0,0,Unplaced scaffold
Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,LOC126315212,40S ribosomal protein S6-like,40S ribosomal protein S6-like,protein_coding,NW_026061958.1,ptg000566l,unplaced-scaffold,Unplaced scaffold,0,0,0,0,Unplaced scaffold
Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,LOC126315227,60S ribosomal protein L11-like,60S ribosomal protein L11-like,protein_coding,NW_026061960.1,ptg000569l,unplaced-scaffold,Unplaced scaffold,0,0,0,0,Unplaced scaffold
Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,LOC126316952,40S ribosomal protein S15-like,40S ribosomal protein S15-like,protein_coding,NW_026062003.1,ptg000615l,unplaced-scaffold,Unplaced scaffold,0,0,0,0,Unplaced scaffold
Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,LOC126318218,30S ribosomal protein S9-like,30S ribosomal protein S9-like,protein_coding,NW_026062043.1,ptg000659l,unplaced-scaffold,Unplaced scaffold,0,0,0,0,Unplaced scaffold
Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,LOC126318343,60S ribosomal protein L5-like,60S ribosomal protein L5-like,protein_coding,NW_026062048.1,ptg000665l,unplaced-scaffold,Unplaced scaffold,0,2,2,0,Unplaced scaffold
Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,LOC126320365,40S ribosomal protein SA-like,40S ribosomal protein SA-like,protein_coding,NW_026062094.1,ptg000716l,unplaced-scaffold,Unplaced scaffold,0,0,0,0,Unplaced scaffold
Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,LOC126320549,60S acidic ribosomal protein P2-like,60S acidic ribosomal protein P2-like,protein_coding,NW_026062105.1,ptg000728l,unplaced-scaffold,Unplaced scaffold,0,2,2,0,Unplaced scaffold
Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,LOC126322380,40S ribosomal protein S18-like,40S ribosomal protein S18-like,protein_coding,NW_026062176.1,ptg000808l,unplaced-scaffold,Unplaced scaffold,0,0,0,0,Unplaced scaffold
Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,LOC126322397,60S ribosomal protein L19-like,60S ribosomal protein L19-like,protein_coding,NW_026062176.1,ptg000808l,unplaced-scaffold,Unplaced scaffold,0,0,0,0,Unplaced scaffold
Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,LOC126322686,50S ribosomal protein L17-like,50S ribosomal protein L17-like,protein_coding,NW_026062196.1,ptg000831l,unplaced-scaffold,Unplaced scaffold,0,0,0,0,Unplaced scaffold
Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,LOC126322727,30S ribosomal protein S5-like,30S ribosomal protein S5-like,protein_coding,NW_026062196.1,ptg000831l,unplaced-scaffold,Unplaced scaffold,0,0,0,0,Unplaced scaffold
Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,LOC126322728,60S ribosomal protein L18-like,60S ribosomal protein L18-like,protein_coding,NW_026062196.1,ptg000831l,unplaced-scaffold,Unplaced scaffold,0,0,0,0,Unplaced scaffold
Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,LOC126323761,60S ribosomal protein L14-like,60S ribosomal protein L14-like,protein_coding,NW_026062229.1,ptg000867l,unplaced-scaffold,Unplaced scaffold,0,0,0,0,Unplaced scaffold
Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,LOC126323922,60S ribosomal protein L7a-like,60S ribosomal protein L7a-like,protein_coding,NW_026062236.1,ptg000875l,unplaced-scaffold,Unplaced scaffold,0,1,1,0,Unplaced scaffold
Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,LOC126324057,60S ribosomal protein L13a-like,60S ribosomal protein L13a-like,protein_coding,NW_026062244.1,ptg000883l,unplaced-scaffold,Unplaced scaffold,0,0,0,0,Unplaced scaffold
Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,LOC126325369,"39S ribosomal protein L18, mitochondrial","39S ribosomal protein L18, mitochondrial",protein_coding,NC_064921.1,Chromosome2,assembled-molecule,Nuclear chromosome,0,1,1,0,Main chromosome
Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,LOC126325806,60S ribosomal protein L6-like,60S ribosomal protein L6-like,protein_coding,NW_026062299.1,ptg000946l,unplaced-scaffold,Unplaced scaffold,0,0,0,0,Unplaced scaffold
Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,LOC126325812,40S ribosomal protein S2-like,40S ribosomal protein S2-like,protein_coding,NW_026062299.1,ptg000946l,unplaced-scaffold,Unplaced scaffold,0,0,0,0,Unplaced scaffold
Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,LOC126326057,40S ribosomal protein S4-like,40S ribosomal protein S4-like,protein_coding,NW_026062315.1,ptg000963l,unplaced-scaffold,Unplaced scaffold,0,1,1,0,Unplaced scaffold
Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,LOC126334733,"39S ribosomal protein L12, mitochondrial-like","39S ribosomal protein L12, mitochondrial-like",protein_coding,NC_064921.1,Chromosome2,assembled-molecule,Nuclear chromosome,0,1,1,0,Main chromosome
Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,LOC126272860,translation initiation factor IF-2-like,translation initiation factor IF-2-like,protein_coding,NC_064924.1,Chromosome5,assembled-molecule,Nuclear chromosome,0,3,3,0,Main chromosome
Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,LOC126277947,translation initiation factor IF-2-like,translation initiation factor IF-2-like,protein_coding,NC_064925.1,Chromosome6,assembled-molecule,Nuclear chromosome,0,0,0,0,Main chromosome
Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,LOC126318441,elongation factor 1-gamma-A-like,elongation factor 1-gamma-A-like,protein_coding,NW_026062051.1,ptg000668l,unplaced-scaffold,Unplaced scaffold,0,0,0,0,Unplaced scaffold
Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,LOC126318456,eukaryotic translation initiation factor 4 gamma 3-like,eukaryotic translation initiation factor 4 gamma 3-like,protein_coding,NW_026062051.1,ptg000668l,unplaced-scaffold,Unplaced scaffold,0,0,0,0,Unplaced scaffold
Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,LOC126318651,elongation factor 1-beta-like,elongation factor 1-beta-like,protein_coding,NW_026062056.1,ptg000673l,unplaced-scaffold,Unplaced scaffold,0,0,0,0,Unplaced scaffold
Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,LOC126320390,translation initiation factor eIF-2B subunit beta-like,translation initiation factor eIF-2B subunit beta-like,protein_coding,NW_026062097.1,ptg000720l,unplaced-scaffold,Unplaced scaffold,0,0,0,0,Unplaced scaffold
Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,LOC126320478,eukaryotic translation initiation factor 2 subunit 2-like,eukaryotic translation initiation factor 2 subunit 2-like,protein_coding,NW_026062097.1,ptg000720l,unplaced-scaffold,Unplaced scaffold,0,0,0,0,Unplaced scaffold
Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,LOC126320556,eukaryotic translation initiation factor 3 subunit B-like,eukaryotic translation initiation factor 3 subunit B-like,protein_coding,NW_026062105.1,ptg000728l,unplaced-scaffold,Unplaced scaffold,0,1,1,0,Unplaced scaffold
Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,LOC126322401,eukaryotic translation initiation factor 3 subunit L-like,eukaryotic translation initiation factor 3 subunit L-like,protein_coding,NW_026062176.1,ptg000808l,unplaced-scaffold,Unplaced scaffold,0,0,0,0,Unplaced scaffold
Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,LOC126322545,eukaryotic translation initiation factor 1-like,eukaryotic translation initiation factor 1-like,protein_coding,NW_026062185.1,ptg000818l,unplaced-scaffold,Unplaced scaffold,0,0,0,0,Unplaced scaffold
Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,LOC126322697,eukaryotic translation initiation factor 4E type 2-like,eukaryotic translation initiation factor 4E type 2-like,protein_coding,NW_026062196.1,ptg000831l,unplaced-scaffold,Unplaced scaffold,0,2,2,0,Unplaced scaffold
Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,LOC126323753,eukaryotic translation initiation factor 5-like,eukaryotic translation initiation factor 5-like,protein_coding,NW_026062229.1,ptg000867l,unplaced-scaffold,Unplaced scaffold,0,0,0,0,Unplaced scaffold
Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,LOC126324027,eukaryotic translation initiation factor 3 subunit M-like,eukaryotic translation initiation factor 3 subunit M-like,protein_coding,NW_026062244.1,ptg000883l,unplaced-scaffold,Unplaced scaffold,0,0,0,0,Unplaced scaffold
Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,LOC126326116,translation initiation factor eIF-2B subunit delta-like,translation initiation factor eIF-2B subunit delta-like,protein_coding,NW_026062325.1,ptg000973l,unplaced-scaffold,Unplaced scaffold,0,0,0,0,Unplaced scaffold
Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,LOC126326525,eukaryotic translation initiation factor 3 subunit D-like,eukaryotic translation initiation factor 3 subunit D-like,protein_coding,NW_026062344.1,ptg000994l,unplaced-scaffold,Unplaced scaffold,0,2,2,0,Unplaced scaffold
Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,LOC126329065,elongation factor 1-alpha-like,elongation factor 1-alpha-like,protein_coding,NW_026062491.1,ptg001160l,unplaced-scaffold,Unplaced scaffold,0,0,0,0,Unplaced scaffold
Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,LOC126334929,eukaryotic translation initiation factor 4E-binding protein,eukaryotic translation initiation factor 4E-binding protein,protein_coding,NC_064921.1,Chromosome2,assembled-molecule,Nuclear chromosome,0,3,3,0,Main chromosome
Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,LOC126355534,translation initiation factor IF-2-like,translation initiation factor IF-2-like,protein_coding,NC_064922.1,Chromosome3,assembled-molecule,Nuclear chromosome,0,0,0,0,Main chromosome
Protein-Anabolism,Storage Hexamerins & Reserves,Hexamerin Storage Proteins,LOC126334873,hexamerin-like,hexamerin-like,protein_coding,NC_064921.1,Chromosome2,assembled-molecule,Nuclear chromosome,0,0,0,0,Main chromosome
Protein-Anabolism,Storage Hexamerins & Reserves,Hexamerin Storage Proteins,LOC126334879,hexamerin-like,hexamerin-like,protein_coding,NC_064921.1,Chromosome2,assembled-molecule,Nuclear chromosome,0,1,1,0,Main chromosome
Protein-Anabolism,Storage Hexamerins & Reserves,Hexamerin Storage Proteins,LOC126336409,hexamerin-like,hexamerin-like,protein_coding,NC_064921.1,Chromosome2,assembled-molecule,Nuclear chromosome,0,1,1,0,Main chromosome
Protein-Anabolism,Storage Hexamerins & Reserves,Hexamerin Storage Proteins,LOC126336417,hexamerin-like,hexamerin-like,protein_coding,NC_064921.1,Chromosome2,assembled-molecule,Nuclear chromosome,0,1,1,0,Main chromosome
Protein-Anabolism,Storage Hexamerins & Reserves,Vitellogenin Reserves,LOC126299533,vitellogenin-like,vitellogenin-like,protein_coding,NC_064931.1,ChromosomeX,assembled-molecule,Nuclear chromosome,0,1,1,0,Main chromosome
