gene_id,description_gff,source_sheet,umbrella,subcategory,seqid,homology_evidence,evidence_tier,nucleotide_groups,nucleotide_taxa,nucleotide_max_identity,nucleotide_max_query_coverage,protein_support,contrast_label,oriented_log2FC,padj,status,higher_expression_condition
LOC126320365,40S ribosomal protein SA-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062094.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Colletotrichum aenigma;Colletotrichum chrysophilum;Colletotrichum fructicola Nara gc5;Colletotrichum karsti;Colletotrichum siamense;Diaporthe citri,74.233,53,Mixed/ambiguous,Infected: diet 83 vs 50,-1.8561083109965717,0.7417249761042443,N.S.,Not significant
LOC126320365,40S ribosomal protein SA-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062094.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Colletotrichum aenigma;Colletotrichum chrysophilum;Colletotrichum fructicola Nara gc5;Colletotrichum karsti;Colletotrichum siamense;Diaporthe citri,74.233,53,Mixed/ambiguous,Diet 33: infected vs control,-2.536353337964892,0.5695899826612739,N.S.,Not significant
LOC126320365,40S ribosomal protein SA-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062094.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Colletotrichum aenigma;Colletotrichum chrysophilum;Colletotrichum fructicola Nara gc5;Colletotrichum karsti;Colletotrichum siamense;Diaporthe citri,74.233,53,Mixed/ambiguous,Diet 50: infected vs control,-1.6583495529526653,0.940458865496828,N.S.,Not significant
LOC126320365,40S ribosomal protein SA-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062094.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Colletotrichum aenigma;Colletotrichum chrysophilum;Colletotrichum fructicola Nara gc5;Colletotrichum karsti;Colletotrichum siamense;Diaporthe citri,74.233,53,Mixed/ambiguous,Diet 83: infected vs control,0.38196534977852753,,N.S.,Not significant
LOC126323761,60S ribosomal protein L14-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062229.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 50 vs 33,3.2087555644249943,0.28311630708221575,N.S.,Not significant
LOC126323761,60S ribosomal protein L14-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062229.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 33,1.8332819534258384,0.7125336396282044,N.S.,Not significant
LOC126323761,60S ribosomal protein L14-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062229.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 50,-1.3754736109991554,0.7595609806145641,N.S.,Not significant
LOC126323761,60S ribosomal protein L14-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062229.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 33: infected vs control,-3.4063355626880902,0.5086454646132298,N.S.,Not significant
LOC126323761,60S ribosomal protein L14-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062229.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 50: infected vs control,-2.3599284211098426,0.940458865496828,N.S.,Not significant
LOC126323761,60S ribosomal protein L14-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062229.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 83: infected vs control,0.4765053846308384,,N.S.,Not significant
LOC126323922,60S ribosomal protein L7a-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062236.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 50 vs 33,3.557833656916312,0.27707859197803436,N.S.,Not significant
LOC126323922,60S ribosomal protein L7a-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062236.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 33,7.372384539662168,0.01270792235558464,Upregulated,Infected diet 83
LOC126323922,60S ribosomal protein L7a-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062236.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 50,3.814550882745856,0.7406342947560963,N.S.,Not significant
LOC126323922,60S ribosomal protein L7a-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062236.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 33: infected vs control,-3.24094641244068,0.5086454646132298,N.S.,Not significant
LOC126323922,60S ribosomal protein L7a-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062236.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 50: infected vs control,-2.052385066386261,0.940458865496828,N.S.,Not significant
LOC126323922,60S ribosomal protein L7a-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062236.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 83: infected vs control,5.573329659376849,0.05995087099752226,N.S.,Not significant
LOC126325806,60S ribosomal protein L6-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062299.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 50 vs 33,5.347815911758869,0.255284126213889,N.S.,Not significant
LOC126325806,60S ribosomal protein L6-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062299.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 33,3.934693859816144,0.24168948475545649,N.S.,Not significant
LOC126325806,60S ribosomal protein L6-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062299.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 50,-1.4131220519427252,0.7590605665847378,N.S.,Not significant
LOC126325806,60S ribosomal protein L6-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062299.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 33: infected vs control,-5.149346981923264,0.5086454646132298,N.S.,Not significant
LOC126325806,60S ribosomal protein L6-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062299.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 50: infected vs control,-2.2537733776994116,0.940458865496828,N.S.,Not significant
LOC126325806,60S ribosomal protein L6-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062299.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 83: infected vs control,-0.30620853768711437,,N.S.,Not significant
LOC126322623,DNA-directed RNA polymerase III subunit RPC1-like,Protein-Anabolism,Protein Synthesis & Translation,RNA Polymerases & Transcription Machinery,NW_026062185.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Other Eukaryota,Rostrostelium ellipticum,68.728,38,Mixed/ambiguous,Infected: diet 50 vs 33,4.553881091826599,0.255284126213889,N.S.,Not significant
LOC126322623,DNA-directed RNA polymerase III subunit RPC1-like,Protein-Anabolism,Protein Synthesis & Translation,RNA Polymerases & Transcription Machinery,NW_026062185.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Other Eukaryota,Rostrostelium ellipticum,68.728,38,Mixed/ambiguous,Infected: diet 83 vs 33,8.577353216249582,0.00396925614463785,Upregulated,Infected diet 83
LOC126322623,DNA-directed RNA polymerase III subunit RPC1-like,Protein-Anabolism,Protein Synthesis & Translation,RNA Polymerases & Transcription Machinery,NW_026062185.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Other Eukaryota,Rostrostelium ellipticum,68.728,38,Mixed/ambiguous,Infected: diet 83 vs 50,4.023472124422983,0.7406342947560963,N.S.,Not significant
LOC126322623,DNA-directed RNA polymerase III subunit RPC1-like,Protein-Anabolism,Protein Synthesis & Translation,RNA Polymerases & Transcription Machinery,NW_026062185.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Other Eukaryota,Rostrostelium ellipticum,68.728,38,Mixed/ambiguous,Diet 33: infected vs control,-3.8007850993906462,0.5086454646132298,N.S.,Not significant
LOC126322623,DNA-directed RNA polymerase III subunit RPC1-like,Protein-Anabolism,Protein Synthesis & Translation,RNA Polymerases & Transcription Machinery,NW_026062185.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Other Eukaryota,Rostrostelium ellipticum,68.728,38,Mixed/ambiguous,Diet 50: infected vs control,-1.6913933715087293,0.940458865496828,N.S.,Not significant
LOC126322623,DNA-directed RNA polymerase III subunit RPC1-like,Protein-Anabolism,Protein Synthesis & Translation,RNA Polymerases & Transcription Machinery,NW_026062185.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Other Eukaryota,Rostrostelium ellipticum,68.728,38,Mixed/ambiguous,Diet 83: infected vs control,5.844499446589356,0.04756608579530007,Upregulated,Infected diet 83
LOC126332393,DNA-directed RNA polymerase I subunit rpa1-like,Protein-Anabolism,Protein Synthesis & Translation,RNA Polymerases & Transcription Machinery,NW_026062747.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 50 vs 33,3.8321999229614834,0.25614129644490813,N.S.,Not significant
LOC126332393,DNA-directed RNA polymerase I subunit rpa1-like,Protein-Anabolism,Protein Synthesis & Translation,RNA Polymerases & Transcription Machinery,NW_026062747.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 33,2.4597455665917094,0.5439161243961627,N.S.,Not significant
LOC126332393,DNA-directed RNA polymerase I subunit rpa1-like,Protein-Anabolism,Protein Synthesis & Translation,RNA Polymerases & Transcription Machinery,NW_026062747.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 50,-1.3724543563697738,0.7595609806145641,N.S.,Not significant
LOC126332393,DNA-directed RNA polymerase I subunit rpa1-like,Protein-Anabolism,Protein Synthesis & Translation,RNA Polymerases & Transcription Machinery,NW_026062747.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 33: infected vs control,-3.246778083825716,0.5086454646132298,N.S.,Not significant
LOC126332393,DNA-directed RNA polymerase I subunit rpa1-like,Protein-Anabolism,Protein Synthesis & Translation,RNA Polymerases & Transcription Machinery,NW_026062747.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 50: infected vs control,-1.6838061424491406,0.940458865496828,N.S.,Not significant
LOC126332393,DNA-directed RNA polymerase I subunit rpa1-like,Protein-Anabolism,Protein Synthesis & Translation,RNA Polymerases & Transcription Machinery,NW_026062747.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 83: infected vs control,0.26720655789361136,,N.S.,Not significant
LOC126318441,elongation factor 1-gamma-A-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062051.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,No informative hit;Non-metazoan candidate,Infected: diet 50 vs 33,3.111953516188364,0.3113339074133481,N.S.,Not significant
LOC126318441,elongation factor 1-gamma-A-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062051.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,No informative hit;Non-metazoan candidate,Infected: diet 83 vs 33,1.669317919020693,0.780996993186414,N.S.,Not significant
LOC126318441,elongation factor 1-gamma-A-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062051.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,No informative hit;Non-metazoan candidate,Infected: diet 83 vs 50,-1.4426355971676703,0.7611384497166683,N.S.,Not significant
LOC126318441,elongation factor 1-gamma-A-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062051.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,No informative hit;Non-metazoan candidate,Diet 33: infected vs control,-2.7657042976894206,0.543861282350129,N.S.,Not significant
LOC126318441,elongation factor 1-gamma-A-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062051.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,No informative hit;Non-metazoan candidate,Diet 50: infected vs control,-2.026693682108853,0.940458865496828,N.S.,Not significant
LOC126318441,elongation factor 1-gamma-A-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062051.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,No informative hit;Non-metazoan candidate,Diet 83: infected vs control,0.23711242857153847,0.9962174645400436,N.S.,Not significant
LOC126323753,eukaryotic translation initiation factor 5-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062229.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 50 vs 33,3.072368861092832,0.3300028598698634,N.S.,Not significant
LOC126323753,eukaryotic translation initiation factor 5-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062229.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 33,1.9336419082096552,0.7414397277624706,N.S.,Not significant
LOC126323753,eukaryotic translation initiation factor 5-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062229.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 50,-1.138726952883177,0.8031043125425944,N.S.,Not significant
LOC126323753,eukaryotic translation initiation factor 5-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062229.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 33: infected vs control,-2.2039355551433,0.6261482550122477,N.S.,Not significant
LOC126323753,eukaryotic translation initiation factor 5-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062229.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 50: infected vs control,-1.4742315222367337,0.940458865496828,N.S.,Not significant
LOC126323753,eukaryotic translation initiation factor 5-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062229.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 83: infected vs control,1.4339171253877945,,N.S.,Not significant
LOC126326116,translation initiation factor eIF-2B subunit delta-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062325.1,Concordant non-metazoan nucleotide and protein hits,Concordant nucleotide and protein flag,Other Eukaryota,Saprolegnia diclina VS20,65.394,27,Non-metazoan candidate,Infected: diet 50 vs 33,2.0620083494577663,0.4269746076365438,N.S.,Not significant
LOC126326116,translation initiation factor eIF-2B subunit delta-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062325.1,Concordant non-metazoan nucleotide and protein hits,Concordant nucleotide and protein flag,Other Eukaryota,Saprolegnia diclina VS20,65.394,27,Non-metazoan candidate,Infected: diet 83 vs 33,0.00103533825468957,1,N.S.,Not significant
LOC126326116,translation initiation factor eIF-2B subunit delta-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062325.1,Concordant non-metazoan nucleotide and protein hits,Concordant nucleotide and protein flag,Other Eukaryota,Saprolegnia diclina VS20,65.394,27,Non-metazoan candidate,Infected: diet 83 vs 50,-2.060973011203077,0.7406342947560963,N.S.,Not significant
LOC126326116,translation initiation factor eIF-2B subunit delta-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062325.1,Concordant non-metazoan nucleotide and protein hits,Concordant nucleotide and protein flag,Other Eukaryota,Saprolegnia diclina VS20,65.394,27,Non-metazoan candidate,Diet 33: infected vs control,-0.9047317640221664,0.8540133842726596,N.S.,Not significant
LOC126326116,translation initiation factor eIF-2B subunit delta-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062325.1,Concordant non-metazoan nucleotide and protein hits,Concordant nucleotide and protein flag,Other Eukaryota,Saprolegnia diclina VS20,65.394,27,Non-metazoan candidate,Diet 50: infected vs control,-1.047894433871288,0.940458865496828,N.S.,Not significant
LOC126326116,translation initiation factor eIF-2B subunit delta-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062325.1,Concordant non-metazoan nucleotide and protein hits,Concordant nucleotide and protein flag,Other Eukaryota,Saprolegnia diclina VS20,65.394,27,Non-metazoan candidate,Diet 83: infected vs control,0.02210091038898223,,N.S.,Not significant
LOC126329065,elongation factor 1-alpha-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062491.1,Concordant non-metazoan nucleotide and protein hits,Concordant nucleotide and protein flag,Other Eukaryota,Aphanomyces invadans;Pygsuia biforma;Tetrahymena pyriformis;Tetrahymena thermophila;Tetrahymena thermophila SB210,71.294,74,Non-metazoan candidate,Infected: diet 50 vs 33,4.282994795873266,0.25614129644490813,N.S.,Not significant
LOC126329065,elongation factor 1-alpha-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062491.1,Concordant non-metazoan nucleotide and protein hits,Concordant nucleotide and protein flag,Other Eukaryota,Aphanomyces invadans;Pygsuia biforma;Tetrahymena pyriformis;Tetrahymena thermophila;Tetrahymena thermophila SB210,71.294,74,Non-metazoan candidate,Infected: diet 83 vs 33,2.581100309463256,0.578226639160944,N.S.,Not significant
LOC126329065,elongation factor 1-alpha-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062491.1,Concordant non-metazoan nucleotide and protein hits,Concordant nucleotide and protein flag,Other Eukaryota,Aphanomyces invadans;Pygsuia biforma;Tetrahymena pyriformis;Tetrahymena thermophila;Tetrahymena thermophila SB210,71.294,74,Non-metazoan candidate,Infected: diet 83 vs 50,-1.7018944864100107,0.7531943776522871,N.S.,Not significant
LOC126329065,elongation factor 1-alpha-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062491.1,Concordant non-metazoan nucleotide and protein hits,Concordant nucleotide and protein flag,Other Eukaryota,Aphanomyces invadans;Pygsuia biforma;Tetrahymena pyriformis;Tetrahymena thermophila;Tetrahymena thermophila SB210,71.294,74,Non-metazoan candidate,Diet 33: infected vs control,-4.255849456302206,0.5086454646132298,N.S.,Not significant
LOC126329065,elongation factor 1-alpha-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062491.1,Concordant non-metazoan nucleotide and protein hits,Concordant nucleotide and protein flag,Other Eukaryota,Aphanomyces invadans;Pygsuia biforma;Tetrahymena pyriformis;Tetrahymena thermophila;Tetrahymena thermophila SB210,71.294,74,Non-metazoan candidate,Diet 50: infected vs control,-2.402716196962926,0.940458865496828,N.S.,Not significant
LOC126329065,elongation factor 1-alpha-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062491.1,Concordant non-metazoan nucleotide and protein hits,Concordant nucleotide and protein flag,Other Eukaryota,Aphanomyces invadans;Pygsuia biforma;Tetrahymena pyriformis;Tetrahymena thermophila;Tetrahymena thermophila SB210,71.294,74,Non-metazoan candidate,Diet 83: infected vs control,-0.1790352404821622,0.9962174645400436,N.S.,Not significant
