"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","database","background","foreground_genes_tested","background_genes_tested","expression_cluster","n_cluster_genes","pathway_theme","pathway_scope"
"ko04068","FoxO signaling pathway","0/22","11/560",0,0,-0.676762485684339,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04070","Phosphatidylinositol signaling system","0/22","9/560",0,0,-0.611042702496823,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04071","Sphingolipid signaling pathway","0/22","8/560",0,0,-0.575574521541329,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04072","Phospholipase D signaling pathway","0/22","7/560",0,0,-0.537913644891539,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04080","Neuroactive ligand-receptor interaction","0/22","13/560",0,0,-0.737062166720713,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04110","Cell cycle","0/22","18/560",0,0,-0.871289972395801,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Cellular process","Eukaryote/metazoan-compatible"
"ko04111","Cell cycle - yeast","0/22","12/560",0,0,-0.707500009947841,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Cellular process","Eukaryote/metazoan-compatible"
"ko04113","Meiosis - yeast","0/22","6/560",0,0,-0.497561592720258,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Cellular process","Eukaryote/metazoan-compatible"
"ko04114","Oocyte meiosis","0/22","9/560",0,0,-0.611042702496823,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Cellular process","Eukaryote/metazoan-compatible"
"ko04115","p53 signaling pathway","0/22","6/560",0,0,-0.497561592720258,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Cellular process","Eukaryote/metazoan-compatible"
"ko04120","Ubiquitin mediated proteolysis","0/22","5/560",0,0,-0.453800131219032,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Cellular process","Eukaryote/metazoan-compatible"
"ko04138","Autophagy - yeast","0/22","8/560",0,0,-0.575574521541329,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Cellular process","Eukaryote/metazoan-compatible"
"ko04140","Autophagy - animal","0/22","5/560",0,0,-0.453800131219032,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Cellular process","Eukaryote/metazoan-compatible"
"ko04141","Protein processing in endoplasmic reticulum","0/22","5/560",0,0,-0.453800131219032,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Cellular process","Eukaryote/metazoan-compatible"
"ko04144","Endocytosis","0/22","6/560",0,0,-0.497561592720258,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Cellular process","Eukaryote/metazoan-compatible"
"ko04145","Phagocytosis","0/22","5/560",0,0,-0.453800131219032,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Cellular process","Eukaryote/metazoan-compatible"
"ko04150","mTOR signaling pathway","0/22","7/560",0,0,-0.537913644891539,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Cellular process","Eukaryote/metazoan-compatible"
"ko04151","PI3K-Akt signaling pathway","0/22","13/560",0,0,-0.737062166720713,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Cellular process","Eukaryote/metazoan-compatible"
"ko04210","Apoptosis","0/22","14/560",0,0,-0.765585682613352,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04213","Longevity regulating pathway - multiple species","0/22","6/560",0,0,-0.497561592720258,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04214","Apoptosis - fly","0/22","8/560",0,0,-0.575574521541329,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04215","Apoptosis - multiple species","0/22","7/560",0,0,-0.537913644891539,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04218","Cellular senescence","0/22","11/560",0,0,-0.676762485684339,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04261","Adrenergic signaling in cardiomyocytes","0/22","8/560",0,0,-0.575574521541329,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04310","Wnt signaling pathway","0/22","6/560",0,0,-0.497561592720258,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Cellular process","Eukaryote/metazoan-compatible"
"ko04340","Hedgehog signaling pathway","0/22","16/560",0,0,-0.819948636473823,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Cellular process","Eukaryote/metazoan-compatible"
"ko04341","Hedgehog signaling pathway - fly","0/22","20/560",0,0,-0.92011947814118,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Cellular process","Eukaryote/metazoan-compatible"
"ko04350","TGF-beta signaling pathway","0/22","7/560",0,0,-0.537913644891539,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Cellular process","Eukaryote/metazoan-compatible"
"ko04360","Axon guidance","0/22","8/560",0,0,-0.575574521541329,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Cellular process","Eukaryote/metazoan-compatible"
"ko04371","Apelin signaling pathway","0/22","6/560",0,0,-0.497561592720258,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Cellular process","Eukaryote/metazoan-compatible"
"ko04390","Hippo signaling pathway","0/22","6/560",0,0,-0.497561592720258,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Cellular process","Eukaryote/metazoan-compatible"
"ko04510","Focal adhesion","0/22","8/560",0,0,-0.575574521541329,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Cellular process","Eukaryote/metazoan-compatible"
"ko04530","Tight junction","0/22","5/560",0,0,-0.453800131219032,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Cellular process","Eukaryote/metazoan-compatible"
"ko04540","Gap junction","0/22","5/560",0,0,-0.453800131219032,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Cellular process","Eukaryote/metazoan-compatible"
"ko04550","Signaling pathways regulating pluripotency of stem cells","0/22","5/560",0,0,-0.453800131219032,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Cellular process","Eukaryote/metazoan-compatible"
"ko04611","Platelet activation","0/22","7/560",0,0,-0.537913644891539,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04621","NOD-like receptor signaling pathway","0/22","5/560",0,0,-0.453800131219032,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04624","Toll and Imd signaling pathway","0/22","19/560",0,0,-0.895992293844468,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04630","JAK-STAT signaling pathway","0/22","5/560",0,0,-0.453800131219032,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04668","TNF signaling pathway","0/22","8/560",0,0,-0.575574521541329,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04713","Circadian entrainment","0/22","7/560",0,0,-0.537913644891539,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04721","Synaptic vesicle cycle","0/22","5/560",0,0,-0.453800131219032,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04722","Neurotrophin signaling pathway","0/22","9/560",0,0,-0.611042702496823,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04725","Cholinergic synapse","0/22","7/560",0,0,-0.537913644891539,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04726","Serotonergic synapse","0/22","5/560",0,0,-0.453800131219032,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04727","GABAergic synapse","0/22","7/560",0,0,-0.537913644891539,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04728","Dopaminergic synapse","0/22","7/560",0,0,-0.537913644891539,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04740","Olfactory transduction","0/22","5/560",0,0,-0.453800131219032,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04750","Inflammatory mediator regulation of TRP channels","0/22","5/560",0,0,-0.453800131219032,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04810","Regulation of actin cytoskeleton","0/22","6/560",0,0,-0.497561592720258,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04911","Insulin secretion","0/22","6/560",0,0,-0.497561592720258,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04912","GnRH signaling pathway","0/22","5/560",0,0,-0.453800131219032,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04914","Progesterone-mediated oocyte maturation","0/22","7/560",0,0,-0.537913644891539,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04915","Estrogen signaling pathway","0/22","7/560",0,0,-0.537913644891539,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04917","Prolactin signaling pathway","0/22","6/560",0,0,-0.497561592720258,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04919","Thyroid hormone signaling pathway","0/22","8/560",0,0,-0.575574521541329,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04920","Adipocytokine signaling pathway","0/22","5/560",0,0,-0.453800131219032,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04921","Oxytocin signaling pathway","0/22","5/560",0,0,-0.453800131219032,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04922","Glucagon signaling pathway","0/22","8/560",0,0,-0.575574521541329,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04923","Regulation of lipolysis in adipocytes","0/22","5/560",0,0,-0.453800131219032,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04924","Renin secretion","0/22","8/560",0,0,-0.575574521541329,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04925","Aldosterone synthesis and secretion","0/22","11/560",0,0,-0.676762485684339,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04926","Relaxin signaling pathway","0/22","5/560",0,0,-0.453800131219032,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04927","Cortisol synthesis and secretion","0/22","5/560",0,0,-0.453800131219032,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04930","Type II diabetes mellitus","0/22","5/560",0,0,-0.453800131219032,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04931","Insulin resistance","0/22","7/560",0,0,-0.537913644891539,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04932","Non-alcoholic fatty liver disease","0/22","6/560",0,0,-0.497561592720258,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04933","AGE-RAGE signaling pathway in diabetic complications","0/22","5/560",0,0,-0.453800131219032,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04934","Cushing syndrome","0/22","11/560",0,0,-0.676762485684339,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04961","Endocrine and other factor-regulated calcium reabsorption","0/22","5/560",0,0,-0.453800131219032,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04964","Proximal tubule bicarbonate reclamation","0/22","5/560",0,0,-0.453800131219032,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04970","Salivary secretion","0/22","10/560",0,0,-0.644680838011824,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04971","Gastric acid secretion","0/22","7/560",0,0,-0.537913644891539,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04973","Carbohydrate digestion and absorption","0/22","5/560",0,0,-0.453800131219032,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04974","Protein digestion and absorption","0/22","15/560",0,0,-0.793183159536832,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04976","Bile secretion","0/22","15/560",0,0,-0.793183159536832,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04977","Vitamin digestion and absorption","0/22","7/560",0,0,-0.537913644891539,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04978","Mineral absorption","0/22","8/560",0,0,-0.575574521541329,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko05010","Alzheimer disease","0/22","8/560",0,0,-0.575574521541329,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Reference disease pathway","Reference disease pathway"
"ko05031","Amphetamine addiction","0/22","5/560",0,0,-0.453800131219032,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Reference disease pathway","Reference disease pathway"
"ko05032","Morphine addiction","0/22","6/560",0,0,-0.497561592720258,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Reference disease pathway","Reference disease pathway"
"ko05034","Alcoholism","0/22","7/560",0,0,-0.537913644891539,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Reference disease pathway","Reference disease pathway"
"ko05133","Pertussis","0/22","8/560",0,0,-0.575574521541329,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05134","Legionellosis","0/22","6/560",0,0,-0.497561592720258,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05142","Chagas disease","0/22","5/560",0,0,-0.453800131219032,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05145","Toxoplasmosis","0/22","6/560",0,0,-0.497561592720258,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05146","Amoebiasis","0/22","8/560",0,0,-0.575574521541329,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05152","Tuberculosis","0/22","8/560",0,0,-0.575574521541329,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05161","Hepatitis B","0/22","6/560",0,0,-0.497561592720258,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05162","Measles","0/22","5/560",0,0,-0.453800131219032,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05164","Influenza A","0/22","5/560",0,0,-0.453800131219032,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05165","Human papillomavirus infection","0/22","14/560",0,0,-0.765585682613352,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05166","Human T-cell leukemia virus 1 infection","0/22","16/560",0,0,-0.819948636473823,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05167","Kaposi sarcoma-associated herpesvirus infection","0/22","5/560",0,0,-0.453800131219032,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05168","Herpes simplex virus 1 infection","0/22","5/560",0,0,-0.453800131219032,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05169","Epstein-Barr virus infection","0/22","8/560",0,0,-0.575574521541329,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05200","Pathways in cancer","0/22","39/560",0,0,-1.30809579139373,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Reference disease pathway","Reference disease pathway"
"ko05202","Transcriptional misregulation in cancer","0/22","10/560",0,0,-0.644680838011824,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Genetic information processing","Reference disease pathway"
"ko05203","Viral carcinogenesis","0/22","8/560",0,0,-0.575574521541329,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Reference disease pathway","Reference disease pathway"
"ko05205","Proteoglycans in cancer","0/22","9/560",0,0,-0.611042702496823,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Reference disease pathway","Reference disease pathway"
"ko05206","MicroRNAs in cancer","0/22","11/560",0,0,-0.676762485684339,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Genetic information processing","Reference disease pathway"
"ko05214","Glioma","0/22","5/560",0,0,-0.453800131219032,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Reference disease pathway","Reference disease pathway"
"ko05217","Basal cell carcinoma","0/22","5/560",0,0,-0.453800131219032,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Reference disease pathway","Reference disease pathway"
"ko05222","Small cell lung cancer","0/22","8/560",0,0,-0.575574521541329,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Reference disease pathway","Reference disease pathway"
"ko05224","Breast cancer","0/22","8/560",0,0,-0.575574521541329,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Reference disease pathway","Reference disease pathway"
"ko05226","Gastric cancer","0/22","8/560",0,0,-0.575574521541329,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Reference disease pathway","Reference disease pathway"
"ko05230","Central carbon metabolism in cancer","0/22","6/560",0,0,-0.497561592720258,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Carbohydrate and energy metabolism","Reference disease pathway"
"ko05231","Choline metabolism in cancer","0/22","11/560",0,0,-0.676762485684339,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Reference disease pathway","Reference disease pathway"
"ko05418","Fluid shear stress and atherosclerosis","0/22","17/560",0,0,-0.845961604833784,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Immune and stress signaling","Core metabolism or cross-domain"
"ko04340","Hedgehog signaling pathway","14/263","16/560",0.875,1.86311787072243,3.29333722990545,0.000833824839062528,0.160928193939068,0.160928193939068,"LOC126297745/LOC126295040/LOC126292145/LOC126291991/LOC126295191/LOC126294945/LOC126295425/LOC126294949/LOC126295133/LOC126294955/LOC126295087/LOC126295201/LOC126278128/LOC126281663",14,"KEGG_pathway","All fat body DEGs in heatmap",263,560,"DEG cluster 3+4",996,"Cellular process","Eukaryote/metazoan-compatible"
"ko04341","Hedgehog signaling pathway - fly","16/263","20/560",0.8,1.70342205323194,3.01189377834926,0.00228579560794486,0.195961521512756,0.195961521512756,"LOC126297745/LOC126295040/LOC126292145/LOC126291991/LOC126295191/LOC126294945/LOC126278442/LOC126295425/LOC126293373/LOC126294949/LOC126295133/LOC126294955/LOC126295087/LOC126295201/LOC126278128/LOC126281663",16,"KEGG_pathway","All fat body DEGs in heatmap",263,560,"DEG cluster 3+4",996,"Cellular process","Eukaryote/metazoan-compatible"
"ko05206","MicroRNAs in cancer","10/263","11/560",0.909090909090909,1.93570687867266,2.94683314497108,0.00304603401315165,0.195961521512756,0.195961521512756,"LOC126354017/LOC126293269/LOC126268133/LOC126281499/LOC126354018/LOC126334930/LOC126334818/LOC126293451/LOC126282193/LOC126282030",10,"KEGG_pathway","All fat body DEGs in heatmap",263,560,"DEG cluster 3+4",996,"Genetic information processing","Reference disease pathway"
"ko04010","MAPK signaling pathway","11/263","13/560",0.846153846153846,1.80169640245686,2.74975183956482,0.00574409499807179,0.233186495579647,0.233186495579647,"LOC126282035/LOC126276001/LOC126272139/LOC126272858/LOC126334818/LOC126272253/LOC126298370/LOC126336038/LOC126266679/LOC126282030/LOC126268138",11,"KEGG_pathway","All fat body DEGs in heatmap",263,560,"DEG cluster 3+4",996,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04020","Calcium signaling pathway","9/263","10/560",0.9,1.91634980988593,2.74906812870266,0.00604110092175252,0.233186495579647,0.233186495579647,"LOC126279309/LOC126268133/LOC126281662/LOC126336038/LOC126284350/LOC126284221/LOC126292259/LOC126339265/LOC126284371",9,"KEGG_pathway","All fat body DEGs in heatmap",263,560,"DEG cluster 3+4",996,"Immune and stress signaling","Eukaryote/metazoan-compatible"
