"gene_id","diet","direction","padj","log2FoldChange","Selection","Preferred_name","Description","GOs","KEGG_ko","KEGG_Pathway","PFAMs","curated_annotation_text","Functional_theme","DEG_diet_count","DEG_diets","DEG_direction_summary","min_padj","max_abs_lfc","DEG_class","vst_variance"
"LOC126285457","33","Higher in infected",1.98484521191936e-11,3.50134183088484,"Top DEG","-","Catalyzes the reduction of fatty acyl-CoA to fatty alcohols","-","ko:K13356","ko00073,ko04146,ko04212,map00073,map04146,map04212","NAD_binding_4,Sterile","- Catalyzes the reduction of fatty acyl-CoA to fatty alcohols - ko:K13356 ko00073,ko04146,ko04212,map00073,map04146,map04212 NAD_binding_4,Sterile","Nutrition/metabolism",3,"33, 50, 83","Higher in infected",1.98484521191936e-11,3.50134183088484,"DEG",NA
"LOC126335115","83","Higher in infected",2.97550059298405e-07,6.19479614741485,"Top DEG","-","Belongs to the type-B carboxylesterase lipase family","-","-","-","COesterase","- Belongs to the type-B carboxylesterase lipase family - - - COesterase","Nutrition/metabolism",3,"33, 50, 83","Higher in infected",3.48474794979391e-11,6.73569992372961,"DEG",NA
"LOC126335114",NA,NA,NA,NA,"Functional candidate","-","Belongs to the type-B carboxylesterase lipase family","-","-","-","COesterase","- Belongs to the type-B carboxylesterase lipase family - - - COesterase","Nutrition/metabolism",3,"33, 50, 83","Higher in infected",4.23078099599701e-10,3.78372507983233,"DEG",3.95405302351152
"LOC126282181",NA,NA,NA,NA,"Functional candidate","-","Belongs to the type-B carboxylesterase lipase family","GO:0003674,GO:0003824,GO:0016787,GO:0016788,GO:0052689","ko:K01063","ko00981,map00981","COesterase","- Belongs to the type-B carboxylesterase lipase family GO:0003674,GO:0003824,GO:0016787,GO:0016788,GO:0052689 ko:K01063 ko00981,map00981 COesterase","Nutrition/metabolism",3,"33, 50, 83","Higher in infected",5.36655403588544e-10,6.88924073364275,"DEG",4.22090325540594
"LOC126355303",NA,NA,NA,NA,"Functional candidate","-","Transporter activity. It is involved in the biological process described with transmembrane transport","GO:0003674,GO:0005215,GO:0005351,GO:0005355,GO:0005402,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008324,GO:0008643,GO:0008645,GO:0015075,GO:0015077,GO:0015078,GO:0015144,GO:0015145,GO:0015149,GO:0015291,GO:0015293,GO:0015294,GO:0015295,GO:0015318,GO:0015672,GO:0015749,GO:0022804,GO:0022857,GO:0022890,GO:0034219,GO:0034220,GO:0046323,GO:0051119,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0098655,GO:0098660,GO:0098662,GO:1902600,GO:1904659","ko:K08145","-","Sugar_tr","- Transporter activity. It is involved in the biological process described with transmembrane transport GO:0003674,GO:0005215,GO:0005351,GO:0005355,GO:0005402,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008324,GO:0008643,GO:0008645,GO:0015075,GO:0015077,GO:0015078,GO:0015144,GO:0015145,GO:0015149,GO:0015291,GO:0015293,GO:0015294,GO:0015295,GO:0015318,GO:0015672,GO:0015749,GO:0022804,GO:0022857,GO:0022890,GO:0034219,GO:0034220,GO:0046323,GO:0051119,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0098655,GO:0098660,GO:0098662,GO:1902600,GO:1904659 ko:K08145 - Sugar_tr","Nutrition/metabolism",3,"33, 50, 83","Higher in infected",8.97403214132855e-10,4.3709468199877,"DEG",2.44928134971526
"LOC126297421",NA,NA,NA,NA,"Functional candidate","-","Carboxylic ester hydrolase activity. It is involved in the biological process described with lipid metabolic process","-","-","-","-","- Carboxylic ester hydrolase activity. It is involved in the biological process described with lipid metabolic process - - - -","Nutrition/metabolism",2,"33, 50","Higher in infected",1.65953417432176e-09,4.89828803797466,"DEG",4.46024517844589
"LOC126272290",NA,NA,NA,NA,"Functional candidate","-","Hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides. It is involved in the biological process described with nitrogen compound metabolic process","-","ko:K01435","ko00780,ko01100,ko04977,map00780,map01100,map04977","CN_hydrolase","- Hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides. It is involved in the biological process described with nitrogen compound metabolic process - ko:K01435 ko00780,ko01100,ko04977,map00780,map01100,map04977 CN_hydrolase","Nutrition/metabolism",3,"33, 50, 83","Higher in infected",1.19591213031762e-08,3.90573552703558,"DEG",4.90256505428897
"LOC126284651",NA,NA,NA,NA,"Functional candidate","-","Phosphoric diester hydrolase activity. It is involved in the biological process described with lipid metabolic process","-","-","-","PI-PLC-X","- Phosphoric diester hydrolase activity. It is involved in the biological process described with lipid metabolic process - - - PI-PLC-X","Nutrition/metabolism",3,"33, 50, 83","Higher in infected",1.43224008033394e-08,4.74788554593735,"DEG",2.82418203776937
"LOC126267545",NA,NA,NA,NA,"Functional candidate","-","Trypsin-like serine protease","GO:0003674,GO:0003824,GO:0004175,GO:0004252,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0016787,GO:0017171,GO:0019538,GO:0043170,GO:0044238,GO:0070011,GO:0071704,GO:0140096,GO:1901564","ko:K20671","ko04624,map04624","Trypsin","- Trypsin-like serine protease GO:0003674,GO:0003824,GO:0004175,GO:0004252,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0016787,GO:0017171,GO:0019538,GO:0043170,GO:0044238,GO:0070011,GO:0071704,GO:0140096,GO:1901564 ko:K20671 ko04624,map04624 Trypsin","Nutrition/metabolism",2,"33, 50","Higher in infected",1.81763797262797e-08,7.42665846758478,"DEG",3.81458143106011
"LOC126354995","83","Higher in infected",5.73522657483941e-08,6.77769725944489,"Top DEG","-","carboxy-lyase activity. It is involved in the biological process described with carboxylic acid metabolic process","GO:0001505,GO:0003674,GO:0003824,GO:0004068,GO:0006082,GO:0006139,GO:0006206,GO:0006208,GO:0006212,GO:0006520,GO:0006725,GO:0006807,GO:0007610,GO:0007632,GO:0008150,GO:0008152,GO:0008652,GO:0009056,GO:0009058,GO:0009112,GO:0009314,GO:0009416,GO:0009628,GO:0009987,GO:0016053,GO:0016829,GO:0016830,GO:0016831,GO:0017144,GO:0019482,GO:0019483,GO:0019752,GO:0019860,GO:0032501,GO:0034641,GO:0042133,GO:0042136,GO:0042737,GO:0043436,GO:0043473,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044281,GO:0044283,GO:0046113,GO:0046394,GO:0046483,GO:0046700,GO:0048066,GO:0050896,GO:0055086,GO:0065007,GO:0065008,GO:0071704,GO:0072527,GO:0072529,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576","ko:K01580","ko00250,ko00410,ko00430,ko00650,ko01100,ko01110,ko01120,ko02024,ko04727,ko04940,map00250,map00410,map00430,map00650,map01100,map01110,map01120,map02024,map04727,map04940","Pyridoxal_deC","- carboxy-lyase activity. It is involved in the biological process described with carboxylic acid metabolic process GO:0001505,GO:0003674,GO:0003824,GO:0004068,GO:0006082,GO:0006139,GO:0006206,GO:0006208,GO:0006212,GO:0006520,GO:0006725,GO:0006807,GO:0007610,GO:0007632,GO:0008150,GO:0008152,GO:0008652,GO:0009056,GO:0009058,GO:0009112,GO:0009314,GO:0009416,GO:0009628,GO:0009987,GO:0016053,GO:0016829,GO:0016830,GO:0016831,GO:0017144,GO:0019482,GO:0019483,GO:0019752,GO:0019860,GO:0032501,GO:0034641,GO:0042133,GO:0042136,GO:0042737,GO:0043436,GO:0043473,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044281,GO:0044283,GO:0046113,GO:0046394,GO:0046483,GO:0046700,GO:0048066,GO:0050896,GO:0055086,GO:0065007,GO:0065008,GO:0071704,GO:0072527,GO:0072529,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576 ko:K01580 ko00250,ko00410,ko00430,ko00650,ko01100,ko01110,ko01120,ko02024,ko04727,ko04940,map00250,map00410,map00430,map00650,map01100,map01110,map01120,map02024,map04727,map04940 Pyridoxal_deC","Nutrition/metabolism",3,"33, 50, 83","Higher in infected",2.10790032067806e-08,6.77769725944489,"DEG",NA
"LOC126285413",NA,NA,NA,NA,"Functional candidate","-","transporter activity. It is involved in the biological process described with sodium ion transport","GO:0003674,GO:0005215,GO:0005310,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006820,GO:0006835,GO:0006842,GO:0006848,GO:0006855,GO:0007275,GO:0007568,GO:0008028,GO:0008150,GO:0008340,GO:0008509,GO:0008514,GO:0010259,GO:0010883,GO:0010889,GO:0015075,GO:0015137,GO:0015141,GO:0015142,GO:0015238,GO:0015318,GO:0015556,GO:0015711,GO:0015718,GO:0015740,GO:0015744,GO:0015746,GO:0015849,GO:0015893,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0032501,GO:0032502,GO:0032879,GO:0034220,GO:0035674,GO:0042221,GO:0042493,GO:0042891,GO:0042895,GO:0044425,GO:0044459,GO:0044464,GO:0046942,GO:0046943,GO:0048856,GO:0050789,GO:0050833,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0065007,GO:0065008,GO:0071422,GO:0071702,GO:0071944,GO:0098656,GO:1901475,GO:1903825,GO:1905039,GO:1905952","ko:K14445","-","Na_sulph_symp","- transporter activity. It is involved in the biological process described with sodium ion transport GO:0003674,GO:0005215,GO:0005310,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006820,GO:0006835,GO:0006842,GO:0006848,GO:0006855,GO:0007275,GO:0007568,GO:0008028,GO:0008150,GO:0008340,GO:0008509,GO:0008514,GO:0010259,GO:0010883,GO:0010889,GO:0015075,GO:0015137,GO:0015141,GO:0015142,GO:0015238,GO:0015318,GO:0015556,GO:0015711,GO:0015718,GO:0015740,GO:0015744,GO:0015746,GO:0015849,GO:0015893,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0032501,GO:0032502,GO:0032879,GO:0034220,GO:0035674,GO:0042221,GO:0042493,GO:0042891,GO:0042895,GO:0044425,GO:0044459,GO:0044464,GO:0046942,GO:0046943,GO:0048856,GO:0050789,GO:0050833,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0065007,GO:0065008,GO:0071422,GO:0071702,GO:0071944,GO:0098656,GO:1901475,GO:1903825,GO:1905039,GO:1905952 ko:K14445 - Na_sulph_symp","Nutrition/metabolism",3,"33, 50, 83","Higher in infected",5.5404123770492e-08,3.19637318744861,"DEG",2.45425376065142
"LOC126278232",NA,NA,NA,NA,"Functional candidate","-","Sugar proton symporter activity. It is involved in the biological process described with carbohydrate transport","GO:0002225,GO:0002682,GO:0002683,GO:0002684,GO:0002697,GO:0002699,GO:0002700,GO:0002702,GO:0002759,GO:0002760,GO:0002784,GO:0002831,GO:0002833,GO:0002920,GO:0002922,GO:0003674,GO:0005215,GO:0005338,GO:0005459,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0005795,GO:0005797,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0008592,GO:0009889,GO:0009891,GO:0009893,GO:0009966,GO:0009968,GO:0010556,GO:0010557,GO:0010559,GO:0010560,GO:0010604,GO:0010646,GO:0010648,GO:0012505,GO:0015165,GO:0015711,GO:0015780,GO:0015931,GO:0015932,GO:0019222,GO:0022857,GO:0023051,GO:0023057,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031347,GO:0031348,GO:0031399,GO:0031401,GO:0031984,GO:0031985,GO:0032101,GO:0032103,GO:0032268,GO:0032270,GO:0034220,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043900,GO:0043902,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0045088,GO:0045751,GO:0045824,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048585,GO:0050776,GO:0050777,GO:0050778,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051179,GO:0051234,GO:0051246,GO:0051247,GO:0055085,GO:0060049,GO:0060050,GO:0060255,GO:0065007,GO:0071702,GO:0071705,GO:0072334,GO:0080090,GO:0080134,GO:0090481,GO:0098656,GO:0098791,GO:1901264,GO:1901505,GO:1903018,GO:1903020,GO:2000112","-","-","Nuc_sug_transp","- Sugar proton symporter activity. It is involved in the biological process described with carbohydrate transport GO:0002225,GO:0002682,GO:0002683,GO:0002684,GO:0002697,GO:0002699,GO:0002700,GO:0002702,GO:0002759,GO:0002760,GO:0002784,GO:0002831,GO:0002833,GO:0002920,GO:0002922,GO:0003674,GO:0005215,GO:0005338,GO:0005459,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0005795,GO:0005797,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0008592,GO:0009889,GO:0009891,GO:0009893,GO:0009966,GO:0009968,GO:0010556,GO:0010557,GO:0010559,GO:0010560,GO:0010604,GO:0010646,GO:0010648,GO:0012505,GO:0015165,GO:0015711,GO:0015780,GO:0015931,GO:0015932,GO:0019222,GO:0022857,GO:0023051,GO:0023057,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031347,GO:0031348,GO:0031399,GO:0031401,GO:0031984,GO:0031985,GO:0032101,GO:0032103,GO:0032268,GO:0032270,GO:0034220,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043900,GO:0043902,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0045088,GO:0045751,GO:0045824,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048585,GO:0050776,GO:0050777,GO:0050778,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051179,GO:0051234,GO:0051246,GO:0051247,GO:0055085,GO:0060049,GO:0060050,GO:0060255,GO:0065007,GO:0071702,GO:0071705,GO:0072334,GO:0080090,GO:0080134,GO:0090481,GO:0098656,GO:0098791,GO:1901264,GO:1901505,GO:1903018,GO:1903020,GO:2000112 - - Nuc_sug_transp","Nutrition/metabolism",3,"33, 50, 83","Higher in infected",6.20049542562047e-08,2.08131614148395,"DEG",1.04200204342845
"LOC126349011","83","Higher in infected",6.78284988253931e-08,2.74961023509435,"Top DEG","-","Trypsin-like serine protease","-","-","-","Telomere_Sde2,Trypsin","- Trypsin-like serine protease - - - Telomere_Sde2,Trypsin","Nutrition/metabolism",3,"33, 50, 83","Higher in infected",6.78284988253931e-08,2.74961023509435,"DEG",NA
"LOC126339612",NA,NA,NA,NA,"Functional candidate","-","Vault protein inter-alpha-trypsin domain","-","-","-","-","- Vault protein inter-alpha-trypsin domain - - - -","Nutrition/metabolism",3,"33, 50, 83","Higher in infected",8.79920336118059e-08,3.58638203189747,"DEG",4.47670726134455
"LOC126272336",NA,NA,NA,NA,"Functional candidate","-","lipid binding","-","-","-","Grp7_allergen,JHBP","- lipid binding - - - Grp7_allergen,JHBP","Nutrition/metabolism",3,"33, 50, 83","Higher in infected",1.92857310610368e-07,2.01765411021511,"DEG",0.89917264697614
"LOC126354579","83","Higher in infected",3.13174103610302e-07,3.98849717257716,"Top DEG","-","Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family","-","ko:K08145","-","Sugar_tr","- Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family - ko:K08145 - Sugar_tr","Nutrition/metabolism",3,"33, 50, 83","Higher in infected",3.13174103610302e-07,3.98849717257716,"DEG",NA
"LOC126356100","50","Higher in control",2.66791460778016e-06,-1.09771649289524,"Top DEG","-","Glycerol-3-phosphate O-acyltransferase activity. It is involved in the biological process described with phospholipid biosynthetic process","GO:0003674,GO:0003824,GO:0004366,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005741,GO:0005783,GO:0006139,GO:0006629,GO:0006644,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0007009,GO:0008150,GO:0008152,GO:0008374,GO:0008610,GO:0008654,GO:0009058,GO:0009987,GO:0010256,GO:0012505,GO:0016020,GO:0016043,GO:0016070,GO:0016740,GO:0016746,GO:0016747,GO:0019637,GO:0019867,GO:0031090,GO:0031966,GO:0031967,GO:0031968,GO:0031975,GO:0034587,GO:0034641,GO:0034660,GO:0035324,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044421,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0045169,GO:0045171,GO:0045172,GO:0046483,GO:0061024,GO:0071704,GO:0071840,GO:0090304,GO:0090407,GO:0098588,GO:0098805,GO:1901360,GO:1901576","ko:K00629","ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110","Acyltransferase","- Glycerol-3-phosphate O-acyltransferase activity. It is involved in the biological process described with phospholipid biosynthetic process GO:0003674,GO:0003824,GO:0004366,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005741,GO:0005783,GO:0006139,GO:0006629,GO:0006644,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0007009,GO:0008150,GO:0008152,GO:0008374,GO:0008610,GO:0008654,GO:0009058,GO:0009987,GO:0010256,GO:0012505,GO:0016020,GO:0016043,GO:0016070,GO:0016740,GO:0016746,GO:0016747,GO:0019637,GO:0019867,GO:0031090,GO:0031966,GO:0031967,GO:0031968,GO:0031975,GO:0034587,GO:0034641,GO:0034660,GO:0035324,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044421,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0045169,GO:0045171,GO:0045172,GO:0046483,GO:0061024,GO:0071704,GO:0071840,GO:0090304,GO:0090407,GO:0098588,GO:0098805,GO:1901360,GO:1901576 ko:K00629 ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110 Acyltransferase","Nutrition/metabolism",1,"50","Higher in control",2.66791460778016e-06,1.09771649289524,"DEG",NA
"LOC126266596","33","Higher in control",4.49132446494274e-06,-2.34021339635013,"Top DEG","-","Transferase activity, transferring hexosyl groups. It is involved in the biological process described with carbohydrate metabolic process","-","ko:K00738","ko00510,ko00513,ko01100,map00510,map00513,map01100","Glyco_transf_54","- Transferase activity, transferring hexosyl groups. It is involved in the biological process described with carbohydrate metabolic process - ko:K00738 ko00510,ko00513,ko01100,map00510,map00513,map01100 Glyco_transf_54","Nutrition/metabolism",3,"33, 50, 83","Higher in control",4.49132446494274e-06,2.34785782759917,"DEG",NA
"LOC126281410",NA,NA,NA,NA,"Functional candidate","-","Glutathione S-transferase, N-terminal domain","-","ko:K00799","ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418","GST_C,GST_N,GST_N_3","- Glutathione S-transferase, N-terminal domain - ko:K00799 ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418 GST_C,GST_N,GST_N_3","Detoxification/stress",2,"50, 83","Higher in infected",3.81404001525441e-09,4.66689473151601,"DEG",2.71963425847328
"LOC126272144",NA,NA,NA,NA,"Functional candidate","-","cytochrome p450","-","ko:K14999","-","p450","- cytochrome p450 - ko:K14999 - p450","Detoxification/stress",1,"33","Higher in infected",1.83908614212458e-05,2.79290423490448,"DEG",1.08974730756032
"LOC126283788",NA,NA,NA,NA,"Functional candidate","-","gamma-glutamyltransferase activity. It is involved in the biological process described with glutathione metabolic process","-","ko:K18592","ko00430,ko00460,ko00480,ko00590,ko01100,map00430,map00460,map00480,map00590,map01100","G_glu_transpept","- gamma-glutamyltransferase activity. It is involved in the biological process described with glutathione metabolic process - ko:K18592 ko00430,ko00460,ko00480,ko00590,ko01100,map00430,map00460,map00480,map00590,map01100 G_glu_transpept","Detoxification/stress",2,"33, 50","Higher in infected",6.47683636798592e-05,2.23511889300307,"DEG",1.01863775868286
"LOC126270657",NA,NA,NA,NA,"Functional candidate","Cyp18a1","heme binding. It is involved in the biological process described with oxidation-reduction process","GO:0000003,GO:0002009,GO:0002064,GO:0002065,GO:0002066,GO:0002165,GO:0003006,GO:0003674,GO:0003824,GO:0004497,GO:0006629,GO:0006706,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007304,GO:0007444,GO:0007478,GO:0007480,GO:0007552,GO:0007560,GO:0008150,GO:0008152,GO:0008202,GO:0008395,GO:0009056,GO:0009653,GO:0009791,GO:0009886,GO:0009887,GO:0009888,GO:0009987,GO:0010817,GO:0016042,GO:0016491,GO:0019953,GO:0022412,GO:0022414,GO:0030154,GO:0030703,GO:0030707,GO:0030855,GO:0032501,GO:0032502,GO:0032504,GO:0034754,GO:0035074,GO:0035107,GO:0035114,GO:0035120,GO:0035209,GO:0035210,GO:0035218,GO:0035239,GO:0035295,GO:0042180,GO:0042182,GO:0042445,GO:0042447,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0044703,GO:0045455,GO:0046344,GO:0048468,GO:0048477,GO:0048513,GO:0048563,GO:0048569,GO:0048609,GO:0048646,GO:0048707,GO:0048729,GO:0048731,GO:0048736,GO:0048737,GO:0048856,GO:0048869,GO:0051704,GO:0055114,GO:0060429,GO:0060562,GO:0065007,GO:0065008,GO:0071704,GO:1901360,GO:1901361,GO:1901575","ko:K14985","ko00981,map00981","p450","Cyp18a1 heme binding. It is involved in the biological process described with oxidation-reduction process GO:0000003,GO:0002009,GO:0002064,GO:0002065,GO:0002066,GO:0002165,GO:0003006,GO:0003674,GO:0003824,GO:0004497,GO:0006629,GO:0006706,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007304,GO:0007444,GO:0007478,GO:0007480,GO:0007552,GO:0007560,GO:0008150,GO:0008152,GO:0008202,GO:0008395,GO:0009056,GO:0009653,GO:0009791,GO:0009886,GO:0009887,GO:0009888,GO:0009987,GO:0010817,GO:0016042,GO:0016491,GO:0019953,GO:0022412,GO:0022414,GO:0030154,GO:0030703,GO:0030707,GO:0030855,GO:0032501,GO:0032502,GO:0032504,GO:0034754,GO:0035074,GO:0035107,GO:0035114,GO:0035120,GO:0035209,GO:0035210,GO:0035218,GO:0035239,GO:0035295,GO:0042180,GO:0042182,GO:0042445,GO:0042447,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0044703,GO:0045455,GO:0046344,GO:0048468,GO:0048477,GO:0048513,GO:0048563,GO:0048569,GO:0048609,GO:0048646,GO:0048707,GO:0048729,GO:0048731,GO:0048736,GO:0048737,GO:0048856,GO:0048869,GO:0051704,GO:0055114,GO:0060429,GO:0060562,GO:0065007,GO:0065008,GO:0071704,GO:1901360,GO:1901361,GO:1901575 ko:K14985 ko00981,map00981 p450","Detoxification/stress",1,"50","Higher in infected",0.000282258395332652,2.83824498629089,"DEG",1.52987268299327
"LOC126299150",NA,NA,NA,NA,"Functional candidate","Cyp314a1","heme binding. It is involved in the biological process described with oxidation-reduction process","GO:0000003,GO:0001667,GO:0001700,GO:0002009,GO:0002064,GO:0002065,GO:0002066,GO:0002165,GO:0003006,GO:0003674,GO:0003824,GO:0004497,GO:0004501,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006629,GO:0006694,GO:0006928,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007295,GO:0007297,GO:0007298,GO:0007391,GO:0007399,GO:0007417,GO:0007494,GO:0008150,GO:0008152,GO:0008202,GO:0008258,GO:0008395,GO:0008610,GO:0009058,GO:0009653,GO:0009790,GO:0009791,GO:0009792,GO:0009888,GO:0009987,GO:0010631,GO:0010817,GO:0016331,GO:0016477,GO:0016491,GO:0016705,GO:0019953,GO:0022412,GO:0022414,GO:0030154,GO:0030707,GO:0030855,GO:0032501,GO:0032502,GO:0032504,GO:0034754,GO:0035074,GO:0035209,GO:0035295,GO:0040007,GO:0040011,GO:0042180,GO:0042181,GO:0042445,GO:0042446,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0044703,GO:0045455,GO:0045456,GO:0048468,GO:0048477,GO:0048565,GO:0048589,GO:0048598,GO:0048609,GO:0048729,GO:0048731,GO:0048856,GO:0048869,GO:0048870,GO:0051179,GO:0051674,GO:0051704,GO:0055114,GO:0055123,GO:0060429,GO:0065007,GO:0065008,GO:0071704,GO:0090130,GO:0090132,GO:1901360,GO:1901362,GO:1901576","ko:K10723","ko00981,map00981","p450","Cyp314a1 heme binding. It is involved in the biological process described with oxidation-reduction process GO:0000003,GO:0001667,GO:0001700,GO:0002009,GO:0002064,GO:0002065,GO:0002066,GO:0002165,GO:0003006,GO:0003674,GO:0003824,GO:0004497,GO:0004501,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006629,GO:0006694,GO:0006928,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007295,GO:0007297,GO:0007298,GO:0007391,GO:0007399,GO:0007417,GO:0007494,GO:0008150,GO:0008152,GO:0008202,GO:0008258,GO:0008395,GO:0008610,GO:0009058,GO:0009653,GO:0009790,GO:0009791,GO:0009792,GO:0009888,GO:0009987,GO:0010631,GO:0010817,GO:0016331,GO:0016477,GO:0016491,GO:0016705,GO:0019953,GO:0022412,GO:0022414,GO:0030154,GO:0030707,GO:0030855,GO:0032501,GO:0032502,GO:0032504,GO:0034754,GO:0035074,GO:0035209,GO:0035295,GO:0040007,GO:0040011,GO:0042180,GO:0042181,GO:0042445,GO:0042446,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0044703,GO:0045455,GO:0045456,GO:0048468,GO:0048477,GO:0048565,GO:0048589,GO:0048598,GO:0048609,GO:0048729,GO:0048731,GO:0048856,GO:0048869,GO:0048870,GO:0051179,GO:0051674,GO:0051704,GO:0055114,GO:0055123,GO:0060429,GO:0065007,GO:0065008,GO:0071704,GO:0090130,GO:0090132,GO:1901360,GO:1901362,GO:1901576 ko:K10723 ko00981,map00981 p450","Detoxification/stress",2,"33, 50","Higher in control",0.00035958008551602,2.39454505907055,"DEG",1.07830475548156
