"gene_id","Infection within diets","Head phase DEGs","Thorax phase DEGs","intersection"
"LOC126278545",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278546",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278549",TRUE,TRUE,TRUE,"Infection within diets + Head phase DEGs + Thorax phase DEGs"
"LOC126278551",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278553",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278555",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278557",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278559",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278566",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278568",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278575",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278578",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278581",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126278585",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278587",TRUE,FALSE,TRUE,"Infection within diets + Thorax phase DEGs"
"LOC126278589",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126278594",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278603",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126278604",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278605",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278608",TRUE,FALSE,TRUE,"Infection within diets + Thorax phase DEGs"
"LOC126278612",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278621",TRUE,FALSE,TRUE,"Infection within diets + Thorax phase DEGs"
"LOC126278622",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278623",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126278629",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278643",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278651",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278654",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126278662",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126278664",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278673",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278678",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278686",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126278687",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126278697",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278704",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278705",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126278707",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278708",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278710",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126278713",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278723",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278724",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278734",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278735",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278738",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278743",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278758",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278767",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278769",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278778",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278781",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278785",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126278800",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278813",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126278814",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278820",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278836",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278845",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278849",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278850",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278863",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126278867",TRUE,TRUE,FALSE,"Infection within diets + Head phase DEGs"
"LOC126278871",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278878",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126278882",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278885",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278890",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278893",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278905",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126278909",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278910",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126278916",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278935",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126278940",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278941",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278945",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126278946",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278947",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278948",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278949",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278951",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278961",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126278962",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278965",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278971",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278972",TRUE,TRUE,TRUE,"Infection within diets + Head phase DEGs + Thorax phase DEGs"
"LOC126278973",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126278974",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278975",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126278995",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126278997",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126279010",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126279011",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126279018",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126279025",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126279034",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126279038",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126279039",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126279042",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126279046",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126279052",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126279089",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126279090",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126279091",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126279102",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126279107",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126279109",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126279111",TRUE,FALSE,TRUE,"Infection within diets + Thorax phase DEGs"
"LOC126279120",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126279122",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126279135",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126279173",TRUE,TRUE,TRUE,"Infection within diets + Head phase DEGs + Thorax phase DEGs"
"LOC126279221",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126279247",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126279309",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126279406",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126279537",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126279569",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126279585",TRUE,TRUE,TRUE,"Infection within diets + Head phase DEGs + Thorax phase DEGs"
"LOC126279611",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126279638",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126279690",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126279746",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126279803",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126279939",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126280394",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126280462",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126280525",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126280573",TRUE,TRUE,FALSE,"Infection within diets + Head phase DEGs"
"LOC126280697",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126280729",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126280740",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126280853",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126280889",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126280991",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281023",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281065",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281081",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281097",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281113",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126281165",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281171",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281175",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281178",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281222",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126281231",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281236",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126281237",TRUE,FALSE,TRUE,"Infection within diets + Thorax phase DEGs"
"LOC126281238",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281245",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281248",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126281265",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281273",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126281275",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126281276",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126281277",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126281278",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126281280",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126281288",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126281292",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281296",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281297",TRUE,TRUE,FALSE,"Infection within diets + Head phase DEGs"
"LOC126281298",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281299",TRUE,FALSE,TRUE,"Infection within diets + Thorax phase DEGs"
"LOC126281300",TRUE,FALSE,TRUE,"Infection within diets + Thorax phase DEGs"
"LOC126281302",TRUE,FALSE,TRUE,"Infection within diets + Thorax phase DEGs"
"LOC126281303",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281305",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126281308",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281310",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281325",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126281335",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281351",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281357",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281360",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126281370",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126281376",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126281377",TRUE,TRUE,TRUE,"Infection within diets + Head phase DEGs + Thorax phase DEGs"
"LOC126281382",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281383",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281385",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281386",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126281387",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281388",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126281391",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281393",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281398",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281399",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281404",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281410",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281443",TRUE,TRUE,FALSE,"Infection within diets + Head phase DEGs"
"LOC126281446",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281447",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281454",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126281458",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281465",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126281473",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281481",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281483",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281484",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281486",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281487",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281499",TRUE,TRUE,FALSE,"Infection within diets + Head phase DEGs"
"LOC126281503",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281506",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281508",TRUE,TRUE,FALSE,"Infection within diets + Head phase DEGs"
"LOC126281509",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281510",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126281516",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281520",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281521",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281527",TRUE,TRUE,FALSE,"Infection within diets + Head phase DEGs"
"LOC126281528",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126281532",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281537",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281553",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281555",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126281556",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281562",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281565",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126281570",TRUE,TRUE,FALSE,"Infection within diets + Head phase DEGs"
"LOC126281571",TRUE,FALSE,TRUE,"Infection within diets + Thorax phase DEGs"
"LOC126281573",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281578",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126281581",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281584",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126281585",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281588",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126281589",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126281592",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126281598",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281608",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281615",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126281618",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281626",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281634",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281635",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281636",TRUE,FALSE,TRUE,"Infection within diets + Thorax phase DEGs"
"LOC126281639",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281641",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281648",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281663",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281664",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281672",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281676",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281679",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126281687",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126281690",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281691",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281694",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281695",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281697",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126281699",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281703",TRUE,FALSE,TRUE,"Infection within diets + Thorax phase DEGs"
"LOC126281712",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281715",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281716",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281718",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281721",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281729",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281771",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281778",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281781",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281802",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126281810",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281818",TRUE,TRUE,FALSE,"Infection within diets + Head phase DEGs"
"LOC126281827",TRUE,TRUE,TRUE,"Infection within diets + Head phase DEGs + Thorax phase DEGs"
"LOC126281830",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126281835",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281857",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281860",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281861",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281863",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281878",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281880",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126281896",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281897",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281899",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126281914",TRUE,FALSE,TRUE,"Infection within diets + Thorax phase DEGs"
"LOC126281915",TRUE,FALSE,TRUE,"Infection within diets + Thorax phase DEGs"
"LOC126281916",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281924",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281933",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126281934",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281935",TRUE,FALSE,TRUE,"Infection within diets + Thorax phase DEGs"
"LOC126281940",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126281954",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281958",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281965",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126281966",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126281974",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126281975",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281978",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281991",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281993",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126281994",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282003",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282005",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126282013",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282017",TRUE,FALSE,TRUE,"Infection within diets + Thorax phase DEGs"
"LOC126282019",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282020",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126282021",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126282023",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282030",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282031",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282034",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282035",TRUE,TRUE,TRUE,"Infection within diets + Head phase DEGs + Thorax phase DEGs"
"LOC126282036",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126282040",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282043",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282056",TRUE,TRUE,TRUE,"Infection within diets + Head phase DEGs + Thorax phase DEGs"
"LOC126282058",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126282071",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126282072",TRUE,TRUE,FALSE,"Infection within diets + Head phase DEGs"
"LOC126282073",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282076",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282077",TRUE,FALSE,TRUE,"Infection within diets + Thorax phase DEGs"
"LOC126282079",TRUE,FALSE,TRUE,"Infection within diets + Thorax phase DEGs"
"LOC126282091",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126282100",TRUE,FALSE,TRUE,"Infection within diets + Thorax phase DEGs"
"LOC126282112",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282115",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282116",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282119",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282122",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126282155",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282163",TRUE,FALSE,TRUE,"Infection within diets + Thorax phase DEGs"
"LOC126282165",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282167",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282173",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282181",TRUE,TRUE,TRUE,"Infection within diets + Head phase DEGs + Thorax phase DEGs"
"LOC126282184",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126282193",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282194",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126282207",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282210",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282243",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282247",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126282249",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126282250",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126282251",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126282257",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282259",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282264",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282268",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282269",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282270",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126282271",TRUE,TRUE,TRUE,"Infection within diets + Head phase DEGs + Thorax phase DEGs"
"LOC126282289",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282305",TRUE,FALSE,TRUE,"Infection within diets + Thorax phase DEGs"
"LOC126282316",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126282317",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126282322",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282327",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126282335",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282343",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282345",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282346",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282352",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282371",TRUE,FALSE,TRUE,"Infection within diets + Thorax phase DEGs"
"LOC126282375",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282396",TRUE,TRUE,FALSE,"Infection within diets + Head phase DEGs"
"LOC126282405",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126282419",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282422",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282431",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282434",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282450",TRUE,TRUE,FALSE,"Infection within diets + Head phase DEGs"
"LOC126282455",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282456",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282457",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282460",TRUE,FALSE,TRUE,"Infection within diets + Thorax phase DEGs"
"LOC126282474",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282477",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282517",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282528",TRUE,TRUE,FALSE,"Infection within diets + Head phase DEGs"
"LOC126282552",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126282638",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282679",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282836",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126282979",TRUE,FALSE,TRUE,"Infection within diets + Thorax phase DEGs"
"LOC126282995",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126283082",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126283162",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126283210",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126283310",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126283383",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126283409",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126283645",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126283788",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126283952",TRUE,FALSE,TRUE,"Infection within diets + Thorax phase DEGs"
"LOC126283953",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126283954",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126283957",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126283959",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126283960",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126283961",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126283962",TRUE,FALSE,FALSE,"Infection within diets"
