"gene_id","candidate_theme","Preferred_name","Description","PFAMs","DEG_sets","log2FC_by_diet","min_padj","max_abs_log2FC","KEGG_Pathway"
"LOC126267217","Immune / defense","PGRPLA","Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme.","Amidase_2","Diet 33; Diet 83; Diet 50","Diet 33=3.83; Diet 83=3.7; Diet 50=2.88",0.00225,3.83,"-"
"LOC126335471","Immune / defense","-","Belongs to the serpin family","-","Diet 50","Diet 50=1.81",0.0028,1.81,"-"
"LOC126284941","Immune / defense","-","C-type lectin (CTL) or carbohydrate-recognition domain (CRD)","Lectin_C","Diet 33; Diet 83; Diet 50","Diet 33=1.49; Diet 83=1.42; Diet 50=1.18",0.0029,1.49,"-"
"LOC126267061","Immune / defense","PGRPLA","Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme.","Amidase_2","Diet 33; Diet 50; Diet 83","Diet 33=3.94; Diet 50=3.39; Diet 83=3.65",0.00323,3.94,"-"
"LOC126284862","Immune / defense","-","transferase activity, transferring hexosyl groups. It is involved in the biological process described with metabolic process","-","Diet 50","Diet 50=-1.9",0.00503,1.9,"-"
"LOC126323183","Immune / defense","-","Attacin, C-terminal region","Attacin_C","Diet 83; Diet 33","Diet 83=4.65; Diet 33=3.27",0.00534,4.65,"-"
"LOC126298069","Immune / defense","-","carbohydrate binding","Gal_Lectin","Diet 50; Diet 83","Diet 50=-1.17; Diet 83=-1.01",0.00608,1.17,"-"
"LOC126354265","Immune / defense","-","Transferase activity, transferring glycosyl groups","Fringe","Diet 83","Diet 83=1.04",0.00616,1.04,"ko00512,ko01100,map00512,map01100"
"LOC126272566","Immune / defense","-","Di-glucose binding within endoplasmic reticulum","Malectin","Diet 50","Diet 50=-1.11",0.00634,1.11,"-"
"LOC126284452","Immune / defense","-","transferase activity, transferring hexosyl groups. It is involved in the biological process described with metabolic process","-","Diet 50","Diet 50=-1.21",0.00683,1.21,"-"
"LOC126285310","Immune / defense","-","transferase activity, transferring hexosyl groups. It is involved in the biological process described with metabolic process","-","Diet 50","Diet 50=-3.63",0.00736,3.63,"-"
"LOC126329244","Immune / defense","-","Calcium ion binding","CUB,EGF,EGF_CA,Ephrin_rec_like,F5_F8_type_C,HYR,Laminin_G_3,Ldl_recept_a,Lectin_C,Sushi,hEGF","Diet 50","Diet 50=-1.27",0.0082,1.27,"-"
"LOC126284322","Immune / defense","-","transferase activity, transferring hexosyl groups. It is involved in the biological process described with metabolic process","-","Diet 83","Diet 83=3.85",0.00845,3.85,"-"
"LOC126281690","Immune / defense","-","TNF receptor-associated factor","-","Diet 33; Diet 50","Diet 33=-1.56; Diet 50=-1.3",0.00974,1.56,"ko04064,ko04217,ko04620,ko04621,ko04622,ko04657,ko04668,ko05160,ko05165,ko05167,ko05168,ko05169,ko05200,ko05203,ko05222,map04064,map04217,map04620,map04621,map04622,map04657,map04668,map05160,map05165,map05167,map05168,map05169,map05200,map05203,map05222"
"LOC126334635","Immune / defense","-","Toll - interleukin 1 - resistance","LRR_8,TIR","Diet 50","Diet 50=1.04",0.0108,1.04,"-"
"LOC126299287","Immune / defense","-","SERine  Proteinase INhibitors","Serpin","Diet 50","Diet 50=1.04",0.0124,1.04,"ko05146,map05146"
"LOC126324229","Immune / defense","-","Transferase activity, transferring phosphorus-containing groups","-","Diet 50","Diet 50=-1.72",0.0165,1.72,"-"
"LOC126334753","Immune / defense","-","transferase activity, transferring phosphorus-containing groups","-","Diet 33; Diet 50","Diet 33=-5.05; Diet 50=-4.66",0.0197,5.05,"-"
"LOC126297845","Immune / defense","-","transferase activity, transferring acyl groups other than amino-acyl groups","Acyl_transf_3","Diet 50","Diet 50=-1.01",0.0201,1.01,"-"
"LOC126284462","Immune / defense","-","N-acetylmuramoyl-L-alanine amidase activity. It is involved in the biological process described with peptidoglycan catabolic process","-","Diet 50; Diet 33","Diet 50=1.69; Diet 33=1.52",0.0202,1.69,"-"
"LOC126355345","Immune / defense","-","mRNA, complete cds","CUB,Lectin_C","Diet 50","Diet 50=1.51",0.0202,1.51,"-"
"LOC126356371","Immune / defense","-","activity. It is involved in the biological process described with","ADH_zinc_N,Acyl_transf_1,KAsynt_C_assoc,KR,Ketoacyl-synt_C,PP-binding,PS-DH,Thioesterase,ketoacyl-synt","Diet 83; Diet 50","Diet 83=-1.48; Diet 50=-1.14",0.0214,1.48,"ko00061,ko01100,ko01212,ko04152,ko04910,map00061,map01100,map01212,map04152,map04910"
"LOC126284670","Immune / defense","-","transferase activity, transferring hexosyl groups. It is involved in the biological process described with metabolic process","-","Diet 83","Diet 83=-1.61",0.022,1.61,"-"
"LOC126284872","Immune / defense","-","Enoylreductase","ADH_zinc_N,Acyl_transf_1,KAsynt_C_assoc,KR,Ketoacyl-synt_C,PP-binding,PS-DH,Thioesterase,ketoacyl-synt","Diet 50","Diet 50=2.47",0.022,2.47,"ko00061,ko01100,ko01212,ko04152,ko04910,map00061,map01100,map01212,map04152,map04910"
"LOC126272362","Immune / defense","-","C-Type Lysozyme","Lys","Diet 50","Diet 50=1.22",0.0262,1.22,"-"
"LOC126284557","Immune / defense","-","toll-like receptor 7 signaling pathway","UNC-93","Diet 50","Diet 50=1.73",0.0285,1.73,"-"
"LOC126267148","Immune / defense","-","C-type lectin (CTL) or carbohydrate-recognition domain (CRD)","Lectin_C","Diet 50; Diet 83","Diet 50=-2.89; Diet 83=3.2",0.0288,3.2,"-"
"LOC126334779","Immune / defense","-","Defensin anti-microbial peptide","Defensin_2","Diet 50","Diet 50=-2.64",0.0289,2.64,"ko04624,map04624"
"LOC126334780","Immune / defense","-","Knottins","Defensin_2","Diet 50","Diet 50=-2.72",0.0315,2.72,"ko04624,map04624"
"LOC126355865","Immune / defense","CTLMA6","C-type lectin (CTL) or carbohydrate-recognition domain (CRD)","Lectin_C","Diet 50","Diet 50=-1.97",0.0377,1.97,"-"
"LOC126335465","Immune / defense","-","Belongs to the serpin family","-","Diet 33","Diet 33=-1.5",0.0394,1.5,"-"
"LOC126278546","Immune / defense","-","Transferase activity, transferring phosphorus-containing groups","-","Diet 50","Diet 50=-1.52",0.0418,1.52,"-"
"LOC126322960","Immune / defense","-","Lysozyme activity","Destabilase","Diet 50","Diet 50=-1.28",0.0427,1.28,"-"
"LOC126298462","Immune / defense","-","positive regulation of autophagosome assembly","-","Diet 50","Diet 50=1.3",0.0441,1.3,"-"
"LOC126323167","Immune / defense","-","Attacin, C-terminal region","Attacin_C","Diet 83; Diet 50","Diet 83=2.55; Diet 50=2.19",0.0492,2.55,"-"
"LOC126324213","Immune / defense","-","Transferase activity, transferring phosphorus-containing groups","-","Diet 33","Diet 33=-3.91",0.05,3.91,"-"
"LOC126336416","Storage / lipid transport","-","Hemocyanin, all-alpha domain","-","Diet 50; Diet 33; Diet 83","Diet 50=2.38; Diet 33=1.87; Diet 83=1.83",7.91e-09,2.38,"-"
"LOC126299332","Storage / lipid transport","-","Lipid transporter activity. It is involved in the biological process described with lipid transport","DUF1081,DUF1943,VWD,Vitellogenin_N","Diet 50; Diet 33; Diet 83","Diet 50=1.68; Diet 33=1.27; Diet 83=1.38",7.82e-08,1.68,"-"
"LOC126336415","Storage / lipid transport","-","Hemocyanin, all-alpha domain","-","Diet 83; Diet 50","Diet 83=2.32; Diet 50=1.83",0.000219,2.32,"-"
"LOC126336409","Storage / lipid transport","-","Hemocyanin, all-alpha domain","-","Diet 33","Diet 33=-2.51",0.00724,2.51,"-"
"LOC126298412","Storage / lipid transport","-","Lipid transporter activity. It is involved in the biological process described with lipid transport","DUF1943,Vitellogenin_N","Diet 50","Diet 50=-1.86",0.0134,1.86,"-"
"LOC126335724","Storage / lipid transport","-","Hemocyanin, all-alpha domain","-","Diet 50; Diet 83","Diet 50=-2.84; Diet 83=-2.94",0.0235,2.94,"-"
