gene_id	seqid	sequence_length	description	gene_biotype	mapping_support	n_contrasts	contrasts	min_padj	max_abs_log2FoldChange	competitive_host_retained_fraction	host_counts_not_retained
LOC126316772	NW_026061988.1	376478	brefeldin A-inhibited guanine nucleotide-exchange protein 2-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0339546106696041	5.96199675880248	1.0	0.0
LOC126316773	NW_026061988.1	376478	uncharacterized LOC126316773	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.031421479980354	6.853136977916458	1.0	0.0
LOC126316776	NW_026061988.1	376478	uncharacterized LOC126316776	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0275088540800155	6.266987776173889	1.0	0.0
LOC126316781	NW_026061988.1	376478	protein pirA-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.036694776429566	5.804791358064847	1.0	0.0
LOC126316786	NW_026061988.1	376478	nck-associated protein 1 homolog	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0371928674800214	6.222064373319886	1.0	0.0
LOC126316788	NW_026061988.1	376478	serine-rich adhesin for platelets-like	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0135716980851575	7.71355984920072	1.0	0.0
LOC126316795	NW_026061988.1	376478	uncharacterized LOC126316795	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0397463442871822	5.8883977700382895	1.0	0.0
LOC126316796	NW_026061988.1	376478	uncharacterized LOC126316796	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0316620464311642	6.332764579602586	1.0	0.0
LOC126316800	NW_026061988.1	376478	ER membrane protein complex subunit 2-A-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0351431772545874	5.683967507586729	1.0	0.0
LOC126316806	NW_026061988.1	376478	serine/threonine-protein kinase pakC-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0319954514525205	6.010610770650915	1.0	0.0
LOC126316808	NW_026061988.1	376478	importin-5-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0319954514525205	5.966975983051814	1.0	0.0
LOC126316821	NW_026061988.1	376478	dedicator of cytokinesis protein 11-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0415799488984808	5.266534524472011	1.0	0.0
LOC126316823	NW_026061988.1	376478	dedicator of cytokinesis protein 9-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0452354216269371	5.288889047508606	1.0	0.0
LOC126316825	NW_026061988.1	376478	DNA replication licensing factor MCM2-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0350509387122826	6.4353920371569595	1.0	0.0
LOC126316833	NW_026061988.1	376478	uncharacterized LOC126316833	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0464792464294665	5.256197935587408	1.0	0.0
LOC126316834	NW_026061988.1	376478	HBS1-like protein	protein_coding	Significant in both mappings	6	infected_diet33_vs50;infected_diet83_vs33;infection_average_all_diets;infection_diet33;interaction_diet33_vs50;interaction_diet83_vs33	3.8047481837692215e-26	22.47702214826259	1.0	0.0
LOC126316907	NW_026062003.1	342834	uncharacterized LOC126316907	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0436307355304067	5.578270176032044	1.0	0.0
LOC126316911	NW_026062003.1	342834	uncharacterized LOC126316911	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0464792464294665	5.412898234926131	1.0	0.0
LOC126316912	NW_026062003.1	342834	calcium/calmodulin-dependent protein kinase type 1-like	protein_coding	Significant in both mappings	6	infected_diet33_vs50;infected_diet83_vs33;infection_average_all_diets;infection_diet33;interaction_diet33_vs50;interaction_diet83_vs33	8.319153443716356e-23	22.638353362367155	1.0	0.0
LOC126316916	NW_026062003.1	342834	uncharacterized LOC126316916	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0326878505963037	6.31912211025721	1.0	0.0
LOC126316920	NW_026062003.1	342834	6-phosphogluconate dehydrogenase, decarboxylating-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0445534431079047	5.631496846623224	1.0	0.0
LOC126316928	NW_026062003.1	342834	uncharacterized LOC126316928	lncRNA	Significant in both mappings	1	infected_diet33_vs50	0.0453327570438599	5.320050405648917	1.0	0.0
LOC126316931	NW_026062003.1	342834	ankyrin repeat, PH and SEC7 domain containing protein secG-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0382255081061102	6.168332273352203	1.0	0.0
LOC126316935	NW_026062003.1	342834	coatomer subunit beta'-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0351431772545874	6.01628152579551	1.0	0.0
LOC126316939	NW_026062003.1	342834	ATP-binding cassette sub-family F member 2-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0319954514525205	6.24049056931902	1.0	0.0
LOC126316945	NW_026062003.1	342834	uncharacterized LOC126316945	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0320284294124798	6.218416533972654	1.0	0.0
LOC126316947	NW_026062003.1	342834	elongator complex protein 4-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0284149760204965	6.90198005427484	1.0	0.0
LOC126316951	NW_026062003.1	342834	conserved oligomeric Golgi complex subunit 4-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0275088540800155	6.560595240149754	1.0	0.0
LOC126316955	NW_026062003.1	342834	CTP synthase-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0356762860154557	6.151106292520611	1.0	0.0
LOC126316958	NW_026062003.1	342834	uncharacterized LOC126316958	lncRNA	Significant in both mappings	1	infected_diet33_vs50	0.0457345536887499	6.040963374741648	1.0	0.0
LOC126316961	NW_026062003.1	342834	uncharacterized LOC126316961	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0279982338777855	6.407938499728386	1.0	0.0
LOC126316966	NW_026062003.1	342834	uncharacterized LOC126316966	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0200807917326282	6.528689353691374	1.0	0.0
LOC126316975	NW_026062003.1	342834	transcription factor mef2A-like	protein_coding	Significant in both mappings	3	infected_diet33_vs50;infection_average_all_diets;infection_diet33	0.0356762860154557	5.912223779567104	1.0	0.0
LOC126316978	NW_026062003.1	342834	U1 small nuclear ribonucleoprotein C-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0492203575597666	5.298522014987305	1.0	0.0
LOC126316982	NW_026062003.1	342834	serine/threonine-protein kinase 4 homolog B-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0449035785767953	5.1722448573604085	1.0	0.0
LOC126316983	NW_026062003.1	342834	uncharacterized LOC126316983	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0293902526313933	6.910680356843834	1.0	0.0
LOC126316991	NW_026062003.1	342834	uncharacterized LOC126316991	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0202628312857215	6.380280335701846	1.0	0.0
LOC126316992	NW_026062003.1	342834	trichohyalin-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0476051845029717	5.227262869977707	1.0	0.0
LOC126316993	NW_026062003.1	342834	probable clathrin heavy chain 1	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0449706731353744	5.277567566672743	1.0002766251728907	-1.0
LOC126316998	NW_026062003.1	342834	nuclear pore complex protein Nup155-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0485065102272896	6.03919867670113	1.0	0.0
LOC126317001	NW_026062003.1	342834	uncharacterized LOC126317001	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0407875848929355	5.7041981212522	1.0	0.0
LOC126317013	NW_026062003.1	342834	putative protein TPRXL	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0351431772545874	5.954825698621273	1.0	0.0
LOC126317014	NW_026062003.1	342834	ras guanine nucleotide exchange factor K-like	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0199604290838632	6.556608196416131	1.0	0.0
LOC126317076	NW_026062009.1	188512	uncharacterized LOC126317076	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0460263815965844	4.942135583931381	1.0	0.0
LOC126317077	NW_026062009.1	188512	probable phospholipid-transporting ATPase IA	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0429096445544611	5.442929226262964	1.0	0.0
LOC126317078	NW_026062009.1	188512	uncharacterized LOC126317078	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.039515809460292	5.618018643953483	1.0	0.0
LOC126317081	NW_026062009.1	188512	uncharacterized LOC126317081	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0391950082177224	6.106006077150192	1.0	0.0
LOC126317083	NW_026062009.1	188512	uncharacterized LOC126317083	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0485065102272896	6.011468660499809	1.0	0.0
LOC126317089	NW_026062009.1	188512	peroxisomal multifunctional enzyme type 2-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0380271566047917	5.720162725936812	1.0	0.0
LOC126317091	NW_026062009.1	188512	uncharacterized LOC126317091	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0458828005210422	5.646112483769742	1.0	0.0
LOC126317096	NW_026062009.1	188512	uncharacterized LOC126317096	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0381796230546747	5.637443563219063	1.0	0.0
LOC126317099	NW_026062009.1	188512	uncharacterized LOC126317099	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0472723700109022	5.726167374172352	1.0	0.0
LOC126317103	NW_026062009.1	188512	uncharacterized LOC126317103	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.031421479980354	6.348519195702523	1.0	0.0
LOC126317104	NW_026062009.1	188512	type-3 glutamine synthetase-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0279982338777855	6.61388202892089	1.0	0.0
LOC126317105	NW_026062009.1	188512	uncharacterized LOC126317105	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0339546106696041	5.789977480458388	1.0	0.0
LOC126317107	NW_026062009.1	188512	uncharacterized LOC126317107	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0139267445372453	6.9411960846159335	1.0	0.0
LOC126317111	NW_026062009.1	188512	single-stranded DNA-binding protein-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0389216610784076	5.916246299487452	1.0	0.0
LOC126317117	NW_026062009.1	188512	putative rho GDP-dissociation inhibitor 1	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0279982338777855	6.915455535594996	1.0	0.0
LOC126317118	NW_026062009.1	188512	serine/threonine-protein phosphatase 4 catalytic subunit-like	protein_coding	Significant in both mappings	6	infected_diet33_vs50;infected_diet83_vs33;infection_average_all_diets;infection_diet33;interaction_diet33_vs50;interaction_diet83_vs33	3.06336485706359e-26	23.758392351415115	1.0	0.0
LOC126317121	NW_026062009.1	188512	uncharacterized LOC126317121	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0386598925724029	5.847629309193617	1.0	0.0
LOC126317122	NW_026062009.1	188512	proline--tRNA ligase 2-like	protein_coding	Host-only significant only; Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0428031834567124	5.613374807286756	1.0	0.0
LOC126317123	NW_026062009.1	188512	serine/threonine-protein kinase svkA-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0326878505963037	6.376497124011476	1.0	0.0
LOC126317124	NW_026062009.1	188512	CCR4-NOT transcription complex subunit 7-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0479647856969422	5.948670654669092	1.0	0.0
LOC126317441	NW_026062018.1	242317	leucine--tRNA ligase-like	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0195546944975661	6.848425360895638	1.0	0.0
LOC126317444	NW_026062018.1	242317	RAB11-binding protein RELCH-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0381228102945724	6.327446095426217	1.0	0.0
LOC126317445	NW_026062018.1	242317	serine/threonine-protein phosphatase 6 catalytic subunit-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0479346653336872	5.262677845497115	1.0	0.0
LOC126317447	NW_026062018.1	242317	nascent polypeptide-associated complex subunit alpha, muscle-specific form-like	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0279982338777855	6.651507663442946	1.000184331797235	-4.0
LOC126317450	NW_026062018.1	242317	heat shock 70 kDa protein-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0476051845029717	5.774526909188298	1.0	0.0
LOC126317453	NW_026062018.1	242317	exportin-2-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0410009863177951	5.84462037610882	1.0	0.0
LOC126317455	NW_026062018.1	242317	antizyme inhibitor 2-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0326878505963037	6.133843707840431	1.0	0.0
LOC126317467	NW_026062018.1	242317	small nuclear ribonucleoprotein-associated protein B-like	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0232415173185012	6.6272268465481075	1.0	0.0
LOC126317468	NW_026062018.1	242317	uncharacterized LOC126317468	lncRNA	Significant in both mappings	1	infected_diet33_vs50	0.0275088540800155	6.1717320685452925	1.0	0.0
LOC126317472	NW_026062018.1	242317	inositol polyphosphate 5-phosphatase OCRL-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0349259161162311	7.1778234601556585	1.0	0.0
LOC126317474	NW_026062018.1	242317	tRNA (guanine(26)-N(2))-dimethyltransferase-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0423963633961676	5.546579092569642	1.0	0.0
LOC126317476	NW_026062018.1	242317	uncharacterized LOC126317476	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.041749485800631	4.98592225383423	1.0	0.0
LOC126317483	NW_026062018.1	242317	cytosolic purine 5'-nucleotidase-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0485491720672687	5.093956611248812	1.0	0.0
LOC126317484	NW_026062018.1	242317	protein MEMO1 homolog	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0351788838301088	5.951828629960549	1.0	0.0
LOC126317486	NW_026062018.1	242317	ribosome maturation protein SBDS-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0333084731359573	5.319756370131349	1.0	0.0
LOC126317490	NW_026062018.1	242317	uncharacterized LOC126317490	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0275088540800155	6.741894931022818	1.0	0.0
LOC126317497	NW_026062018.1	242317	proteasome subunit alpha type-6-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0336504893087505	6.061338727160221	1.0	0.0
LOC126317501	NW_026062018.1	242317	uncharacterized LOC126317501	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0499692891317927	5.455535356579152	1.0	0.0
LOC126317502	NW_026062018.1	242317	5'-AMP-activated protein kinase subunit gamma-1-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0342210450333798	6.269760812577648	1.0	0.0
LOC126317508	NW_026062018.1	242317	uncharacterized LOC126317508	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0095532778703645	7.590053370287936	1.0	0.0
LOC126317516	NW_026062018.1	242317	uncharacterized protein DDB_G0271670-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0487625685177	5.28050124280644	1.0	0.0
LOC126317518	NW_026062018.1	242317	non-structural maintenance of chromosomes element 1 homolog	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0317447180116703	6.4721982022868	1.0	0.0
LOC126318193	NW_026062043.1	187750	uncharacterized LOC126318193	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0462775836482765	5.326223790648558	1.0	0.0
LOC126318194	NW_026062043.1	187750	uncharacterized LOC126318194	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0499793662930493	5.467742985674127	1.0	0.0
LOC126318197	NW_026062043.1	187750	uncharacterized LOC126318197	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0215695702008987	6.563444729191381	1.0	0.0
LOC126318198	NW_026062043.1	187750	uncharacterized LOC126318198	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0296092457295607	6.423624855443633	1.0	0.0
LOC126318199	NW_026062043.1	187750	RING finger protein 121-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0481433380043141	5.809992018917649	1.0	0.0
LOC126318208	NW_026062043.1	187750	phosphatidylinositol glycan anchor biosynthesis class U protein-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0445935454522398	5.4721053692155515	1.0	0.0
LOC126318217	NW_026062043.1	187750	uncharacterized LOC126318217	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0397463442871822	6.023776901943503	1.0	0.0
LOC126318218	NW_026062043.1	187750	30S ribosomal protein S9-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0342210450333798	5.8520894743947585	1.0	0.0
LOC126318220	NW_026062043.1	187750	uncharacterized LOC126318220	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0430624156070164	6.371953469319437	1.0	0.0
LOC126318224	NW_026062043.1	187750	uncharacterized LOC126318224	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0195546944975661	7.389611589218186	1.0	0.0
LOC126318230	NW_026062043.1	187750	E3 SUMO-protein ligase RanBP2-like	protein_coding	Host-only significant only; Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0410576049049219	6.495294047574953	1.0	0.0
LOC126318232	NW_026062043.1	187750	uncharacterized LOC126318232	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.036447267090227	6.1651955294308625	1.0	0.0
LOC126318238	NW_026062043.1	187750	probable splicing factor YJU2B	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0481433380043141	5.261889633570321	1.0	0.0
LOC126318239	NW_026062043.1	187750	probable myosin light chain kinase DDB_G0279831	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0310810498226754	6.66899446588959	1.0	0.0
LOC126318247	NW_026062043.1	187750	uncharacterized LOC126318247	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0446846352399626	5.75355988202467	1.0	0.0
LOC126318250	NW_026062043.1	187750	uncharacterized LOC126318250	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0446846352399626	5.813070600460977	1.0	0.0
LOC126318272	NW_026062048.1	353118	uncharacterized LOC126318272	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0339546106696041	5.984224937095762	1.0	0.0
LOC126318273	NW_026062048.1	353118	uncharacterized LOC126318273	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0189281452122082	6.78786689454163	1.0	0.0
LOC126318274	NW_026062048.1	353118	uncharacterized LOC126318274	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0493897409025642	5.7982727247161305	1.0	0.0
LOC126318275	NW_026062048.1	353118	uncharacterized LOC126318275	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0232004788453257	7.494497062803975	1.0	0.0
LOC126318278	NW_026062048.1	353118	uncharacterized LOC126318278	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0389216610784076	6.291933079635537	1.0	0.0
LOC126318279	NW_026062048.1	353118	uncharacterized LOC126318279	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.034723943745276	6.10376681530364	1.0	0.0
LOC126318290	NW_026062048.1	353118	uncharacterized LOC126318290	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0318801445930931	6.318310618150556	1.0	0.0
LOC126318294	NW_026062048.1	353118	F-actin-capping protein subunit beta-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0483534526722863	5.385395389077404	1.0	0.0
LOC126318298	NW_026062048.1	353118	uncharacterized LOC126318298	lncRNA	Significant in both mappings	1	infected_diet33_vs50	0.0385543752125032	5.86097850023202	1.0	0.0
LOC126318300	NW_026062048.1	353118	uncharacterized LOC126318300	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0275088540800155	7.337709158817801	1.0	0.0
LOC126318306	NW_026062048.1	353118	tetratricopeptide repeat protein 27 homolog	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0307505956253677	6.637777087011758	1.0	0.0
LOC126318308	NW_026062048.1	353118	malate synthase-like	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0243808454651399	6.248939689647643	1.0	0.0
LOC126318310	NW_026062048.1	353118	chaperone protein DnaK-like	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0326878505963037	6.196108312573497	1.0004739336492892	-1.0
LOC126318314	NW_026062048.1	353118	transcription elongation factor SPT6-like	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0135018062978742	7.259801218509987	1.0	0.0
LOC126318317	NW_026062048.1	353118	apoptosis-inducing factor 3-like	protein_coding	Significant in both mappings	6	infected_diet33_vs50;infected_diet83_vs33;infection_average_all_diets;infection_diet33;interaction_diet33_vs50;interaction_diet83_vs33	2.1803927411796503e-19	22.32779167977519	1.0	0.0
LOC126318325	NW_026062048.1	353118	uncharacterized LOC126318325	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.029261231787824	6.870593658422196	1.0	0.0
LOC126318332	NW_026062048.1	353118	pre-mRNA-processing factor 40 homolog A-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0342210450333798	5.931496847459546	1.0	0.0
LOC126318338	NW_026062048.1	353118	uncharacterized LOC126318338	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0493028809546405	5.271324645527707	1.0	0.0
LOC126318342	NW_026062048.1	353118	protein transport protein SEC23-like	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0186970643966862	7.759454932101498	1.0	0.0
LOC126318345	NW_026062048.1	353118	monoacylglycerol lipase ABHD2	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0348768773580783	5.673927446526209	1.0	0.0
LOC126318360	NW_026062048.1	353118	uncharacterized LOC126318360	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.031421479980354	6.788007498899315	1.0	0.0
LOC126318362	NW_026062048.1	353118	vegetative catalase-like	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0238786035759156	6.685131429325875	0.9997022036926744	1.0
LOC126318424	NW_026062051.1	147068	protein PYR1-3-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0438580948319292	5.734585876553514	1.0	0.0
LOC126318428	NW_026062051.1	147068	citrate synthase-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0455932722432584	6.003901214235145	1.0	0.0
LOC126318433	NW_026062051.1	147068	SEC14-like protein 2	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0462775836482765	5.580461617700566	1.0	0.0
LOC126318434	NW_026062051.1	147068	terminal nucleotidyltransferase 4B-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0370936375865962	5.269347797584459	1.0	0.0
LOC126318435	NW_026062051.1	147068	mitochondrial inner membrane protein OXA1L-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0308670153387051	6.032281833271171	1.0	0.0
LOC126318439	NW_026062051.1	147068	valine--tRNA ligase-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0326878505963037	6.021067673054451	1.0	0.0
LOC126318440	NW_026062051.1	147068	myosin heavy chain IB-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0449942085090109	5.576489628749849	1.0	0.0
LOC126318441	NW_026062051.1	147068	elongation factor 1-gamma-A-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.047955911908591	5.9989443865166985	1.0	0.0
LOC126318442	NW_026062051.1	147068	uncharacterized LOC126318442	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0453327570438599	5.542272677072533	1.0	0.0
LOC126318444	NW_026062051.1	147068	sarcoplasmic reticulum histidine-rich calcium-binding protein-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0445935454522398	5.433328586571344	1.0	0.0
LOC126318447	NW_026062051.1	147068	uncharacterized LOC126318447	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0326878505963037	6.15163517793223	1.0	0.0
LOC126318457	NW_026062051.1	147068	uncharacterized LOC126318457	lncRNA	Significant in both mappings	1	infected_diet33_vs50	0.0499406588890625	5.628106661432639	1.0	0.0
LOC126318459	NW_026062051.1	147068	uncharacterized LOC126318459	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0410009863177951	5.776847919737482	1.0	0.0
LOC126318594	NW_026062056.1	187012	protein SCAR-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0326878505963037	6.190869454683527	1.0	0.0
LOC126318597	NW_026062056.1	187012	uncharacterized LOC126318597	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0243808454651399	7.0663720746844865	1.0	0.0
LOC126318601	NW_026062056.1	187012	uncharacterized LOC126318601	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0461759331197143	5.8845295544277505	1.0	0.0
LOC126318610	NW_026062056.1	187012	uncharacterized LOC126318610	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0486309641157455	5.429591706551313	1.0	0.0
LOC126318611	NW_026062056.1	187012	uncharacterized LOC126318611	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0427349838785806	6.01855716186986	1.0	0.0
LOC126318615	NW_026062056.1	187012	uncharacterized LOC126318615	protein_coding	Significant in both mappings	6	infected_diet33_vs50;infected_diet83_vs33;infection_average_all_diets;infection_diet33;interaction_diet33_vs50;interaction_diet83_vs33	9.09236247882776e-25	22.88573495758447	1.0	0.0
LOC126318617	NW_026062056.1	187012	transforming growth factor beta-1-induced transcript 1 protein-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0389216610784076	5.700731405169612	0.9995073891625617	1.0
LOC126318621	NW_026062056.1	187012	uncharacterized LOC126318621	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0305144922116161	6.438525923453808	1.0	0.0
LOC126318622	NW_026062056.1	187012	serine/threonine-protein phosphatase 4 regulatory subunit 1-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0465939656186169	5.574654790533316	1.0	0.0
LOC126318626	NW_026062056.1	187012	protein timeless homolog	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0306055196148521	6.617940116272649	1.0	0.0
LOC126318629	NW_026062056.1	187012	uncharacterized LOC126318629	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0302552576962858	7.03399886839607	1.0	0.0
LOC126318636	NW_026062056.1	187012	uncharacterized LOC126318636	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0460912796036039	5.41436178556676	1.0	0.0
LOC126318638	NW_026062056.1	187012	4-hydroxybutyrate coenzyme A transferase-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0449035785767953	5.781435027922711	1.0	0.0
LOC126318639	NW_026062056.1	187012	uncharacterized LOC126318639	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0493897409025642	5.4384682752424585	1.0	0.0
LOC126318640	NW_026062056.1	187012	probable dimethyladenosine transferase	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0456162316203064	5.401462413606238	1.0	0.0
LOC126318641	NW_026062056.1	187012	uncharacterized LOC126318641	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0268778720515373	6.76372580785236	1.0	0.0
