Sequence Name	Sequence Description	GO in Extended Format (GO Category GO ID GO Term)
LOC126414073	odorant receptor 43a-like	P GO:0007608 sensory perception of smell
LOC126414230	uncharacterized protein LOC126414230	C GO:0016020 membrane
LOC126414230	uncharacterized protein LOC126414230	F GO:0004984 olfactory receptor activity
LOC126414230	uncharacterized protein LOC126414230	F GO:0005549 odorant binding
LOC126414230	uncharacterized protein LOC126414230	P GO:0007608 sensory perception of smell
LOC126414387	odorant receptor 43a-like	C GO:0016020 membrane
LOC126414387	odorant receptor 43a-like	F GO:0004984 olfactory receptor activity
LOC126414387	odorant receptor 43a-like	F GO:0005549 odorant binding
LOC126414387	odorant receptor 43a-like	P GO:0007608 sensory perception of smell
LOC126414545	uncharacterized protein LOC126414545	C GO:0016020 membrane
LOC126414545	uncharacterized protein LOC126414545	F GO:0004984 olfactory receptor activity
LOC126414545	uncharacterized protein LOC126414545	F GO:0005549 odorant binding
LOC126414545	uncharacterized protein LOC126414545	P GO:0007608 sensory perception of smell
LOC126414853	odorant receptor Or1-like	C GO:0016020 membrane
LOC126414853	odorant receptor Or1-like	F GO:0004984 olfactory receptor activity
LOC126414853	odorant receptor Or1-like	F GO:0005549 odorant binding
LOC126414853	odorant receptor Or1-like	P GO:0007608 sensory perception of smell
LOC126475337	uncharacterized protein LOC126475337	F GO:0005515 protein binding
LOC126475391	ubiquitin-conjugating enzyme E2 S	F GO:0005524 ATP binding
LOC126475391	ubiquitin-conjugating enzyme E2 S	F GO:0016740 transferase activity
LOC126415010	transient receptor potential cation channel subfamily A member 1-like	F GO:0005515 protein binding
LOC126457871	odorant receptor Or2-like	C GO:0016020 membrane
LOC126457871	odorant receptor Or2-like	F GO:0004984 olfactory receptor activity
LOC126457871	odorant receptor Or2-like	F GO:0005549 odorant binding
LOC126457871	odorant receptor Or2-like	P GO:0007608 sensory perception of smell
LOC126475420	unnamed protein product	F GO:0005524 ATP binding
LOC126475420	unnamed protein product	F GO:0004828 serine-tRNA ligase activity
LOC126475420	unnamed protein product	P GO:0006434 seryl-tRNA aminoacylation
LOC126475444	protein retinal degeneration B	F GO:0005548 phospholipid transporter activity
LOC126475444	protein retinal degeneration B	F GO:0046872 metal ion binding
LOC126475444	protein retinal degeneration B	P GO:0015914 phospholipid transport
LOC126475464	sodium/hydrogen exchanger 7 isoform X5	C GO:0016020 membrane
LOC126475464	sodium/hydrogen exchanger 7 isoform X5	F GO:0015385 sodium:proton antiporter activity
LOC126475464	sodium/hydrogen exchanger 7 isoform X5	P GO:0006814 sodium ion transport
LOC126475464	sodium/hydrogen exchanger 7 isoform X5	P GO:0006885 regulation of pH
LOC126415481	ionotropic receptor 21a	C GO:0016020 membrane
LOC126415481	ionotropic receptor 21a	F GO:0015276 ligand-gated monoatomic ion channel activity
LOC126475491	lazarillo protein	F GO:0031409 pigment binding
LOC126475570	glutaminase liver isoform, mitochondrial isoform X1	F GO:0004359 glutaminase activity
LOC126475570	glutaminase liver isoform, mitochondrial isoform X1	P GO:0006541 glutamine metabolic process
LOC126475632	adenylate kinase	F GO:0004017 adenylate kinase activity
LOC126475632	adenylate kinase	F GO:0005524 ATP binding
LOC126475632	adenylate kinase	P GO:0006172 ADP biosynthetic process
LOC126475648	WD repeat-containing protein 35 isoform X1	C GO:0110165 cellular anatomical entity
LOC126475691	protein disulfide-isomerase A6 homolog	F GO:0003756 protein disulfide isomerase activity
LOC126475707	ras-related GTP-binding protein C	F GO:0005525 GTP binding
LOC126475817	Pkg21D	F GO:0004692 cGMP-dependent protein kinase activity
LOC126475817	Pkg21D	F GO:0005524 ATP binding
LOC126416061	serine/threonine-protein kinase S6KL	F GO:0005524 ATP binding
LOC126416061	serine/threonine-protein kinase S6KL	P GO:0006468 protein phosphorylation
LOC126416061	serine/threonine-protein kinase S6KL	F GO:0004674 protein serine/threonine kinase activity
LOC126475870	cytochrome c oxidase subunit 6A, mitochondrial	C GO:0005751 obsolete mitochondrial respiratory chain complex IV
LOC126475922	organic cation transporter protein-like	C GO:0016020 membrane
LOC126475969	uncharacterized protein LOC126180933	F GO:0005515 protein binding
LOC126475985	protein abrupt-like isoform X2	F GO:0005515 protein binding
LOC126476053	trafficking kinesin-binding protein milt isoform X3	C GO:0005739 mitochondrion
LOC126476119	alpha-taxilin	F GO:0019905 syntaxin binding
LOC126476135	caspase-8 isoform X2	P GO:0006508 proteolysis
LOC126476135	caspase-8 isoform X2	F GO:0004197 cysteine-type endopeptidase activity
LOC126416272	peroxidase-like	F GO:0004601 peroxidase activity
LOC126416272	peroxidase-like	F GO:0020037 heme binding
LOC126416272	peroxidase-like	P GO:0006979 response to oxidative stress
LOC126476162	cytochrome P450 3A8-like	F GO:0004497 monooxygenase activity
LOC126476162	cytochrome P450 3A8-like	F GO:0005506 iron ion binding
LOC126476162	cytochrome P450 3A8-like	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC126476162	cytochrome P450 3A8-like	F GO:0020037 heme binding
LOC126476178	uncharacterized protein LOC126476178	F GO:0005515 protein binding
LOC126476194	CAD protein	F GO:0016810 hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds
LOC126476194	CAD protein	F GO:0005524 ATP binding
LOC126476194	CAD protein	F GO:0004070 aspartate carbamoyltransferase activity
LOC126476194	CAD protein	P GO:0006207 'de novo' pyrimidine nucleobase biosynthetic process
LOC126476194	CAD protein	F GO:0046872 metal ion binding
LOC126476194	CAD protein	P GO:0006541 glutamine metabolic process
LOC126476194	CAD protein	F GO:0004088 carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity
LOC126476194	CAD protein	F GO:0016597 amino acid binding
LOC126476210	pyridoxine/pyridoxamine 5'-phosphate oxidase-like	F GO:0004733 pyridoxamine phosphate oxidase activity
LOC126476210	pyridoxine/pyridoxamine 5'-phosphate oxidase-like	F GO:0010181 FMN binding
LOC126476210	pyridoxine/pyridoxamine 5'-phosphate oxidase-like	P GO:0008615 pyridoxine biosynthetic process
LOC126476324	calreticulin	F GO:0005509 calcium ion binding
LOC126476324	calreticulin	C GO:0005783 endoplasmic reticulum
LOC126476324	calreticulin	F GO:0051082 unfolded protein binding
LOC126476324	calreticulin	P GO:0006457 protein folding
LOC126476396	ATP-binding cassette sub-family D member 3	C GO:0016020 membrane
LOC126476396	ATP-binding cassette sub-family D member 3	F GO:0005524 ATP binding
LOC126476396	ATP-binding cassette sub-family D member 3	F GO:0016887 ATP hydrolysis activity
LOC126476396	ATP-binding cassette sub-family D member 3	F GO:0140359 ABC-type transporter activity
LOC126476396	ATP-binding cassette sub-family D member 3	P GO:0055085 transmembrane transport
LOC126476412	midnolin-like	F GO:0005515 protein binding
LOC126476428	cyclin-G-associated kinase isoform X1	F GO:0004672 protein kinase activity
LOC126476428	cyclin-G-associated kinase isoform X1	F GO:0005524 ATP binding
LOC126476428	cyclin-G-associated kinase isoform X1	P GO:0006468 protein phosphorylation
LOC126476459	guanine nucleotide-binding protein-like 3 homolog	F GO:0005525 GTP binding
LOC126457903	heat shock protein 70 B2-like	F GO:0005524 ATP binding
LOC126457903	heat shock protein 70 B2-like	F GO:0140662 ATP-dependent protein folding chaperone
LOC126476502	protein pellino-like isoform X1	F GO:0005515 protein binding
LOC126476598	fizzy-related protein homolog	F GO:0005515 protein binding
LOC126476641	Kazal peptide Pr13a-like	F GO:0005515 protein binding
LOC126476673	amphoterin-induced protein 3	F GO:0005515 protein binding
LOC126416680	sodium channel protein Nach-like	C GO:0016020 membrane
LOC126416680	sodium channel protein Nach-like	F GO:0005272 sodium channel activity
LOC126416680	sodium channel protein Nach-like	P GO:0006814 sodium ion transport
LOC126416832	dipeptidyl peptidase 1-like	F GO:0008234 cysteine-type peptidase activity
LOC126416832	dipeptidyl peptidase 1-like	P GO:0006508 proteolysis
LOC126416941	dipeptidyl peptidase 1-like	F GO:0008234 cysteine-type peptidase activity
LOC126416941	dipeptidyl peptidase 1-like	P GO:0006508 proteolysis
LOC126417038	dipeptidyl peptidase 1-like	F GO:0008234 cysteine-type peptidase activity
LOC126417038	dipeptidyl peptidase 1-like	P GO:0006508 proteolysis
LOC126417141	dipeptidyl peptidase 1-like	F GO:0008234 cysteine-type peptidase activity
LOC126417141	dipeptidyl peptidase 1-like	P GO:0006508 proteolysis
LOC126417261	dipeptidyl peptidase 1-like	F GO:0008234 cysteine-type peptidase activity
LOC126417261	dipeptidyl peptidase 1-like	P GO:0006508 proteolysis
LOC126457915	phospholysine phosphohistidine inorganic pyrophosphate phosphatase-like isoform X1	F GO:0016791 phosphatase activity
LOC126457915	phospholysine phosphohistidine inorganic pyrophosphate phosphatase-like isoform X1	P GO:0016311 dephosphorylation
LOC126476705	protein Peter pan	F GO:0019843 rRNA binding
LOC126476705	protein Peter pan	P GO:0006364 rRNA processing
LOC126476721	hypothetical protein CCH79_00014728	F GO:0003677 DNA binding
LOC126476721	hypothetical protein CCH79_00014728	F GO:0005524 ATP binding
LOC126476721	hypothetical protein CCH79_00014728	P GO:0032508 DNA duplex unwinding
LOC126476799	ER membrane protein complex subunit 2-like	F GO:0005515 protein binding
LOC126476861	double-strand-break repair protein rad21 homolog	C GO:0043229 intracellular organelle
LOC126476960	pre-mRNA-splicing factor SLU7	C GO:0005634 nucleus
LOC126476960	pre-mRNA-splicing factor SLU7	F GO:0003676 nucleic acid binding
LOC126476960	pre-mRNA-splicing factor SLU7	P GO:0006397 mRNA processing
LOC126476960	pre-mRNA-splicing factor SLU7	P GO:0008380 RNA splicing
LOC126476928	serine/threonine-protein kinase 10 isoform X1	F GO:0000166 nucleotide binding
LOC126476928	serine/threonine-protein kinase 10 isoform X1	F GO:0004672 protein kinase activity
LOC126417731	odorant receptor coreceptor-like	C GO:0016020 membrane
LOC126417731	odorant receptor coreceptor-like	F GO:0004984 olfactory receptor activity
LOC126417731	odorant receptor coreceptor-like	F GO:0005549 odorant binding
LOC126417731	odorant receptor coreceptor-like	P GO:0007608 sensory perception of smell
LOC126417890	odorant receptor 43a-like	C GO:0016020 membrane
LOC126417890	odorant receptor 43a-like	F GO:0004984 olfactory receptor activity
LOC126417890	odorant receptor 43a-like	F GO:0005549 odorant binding
LOC126417890	odorant receptor 43a-like	P GO:0007608 sensory perception of smell
LOC126457938	odorant receptor 43a-like	C GO:0016020 membrane
LOC126457938	odorant receptor 43a-like	F GO:0004984 olfactory receptor activity
LOC126457938	odorant receptor 43a-like	F GO:0005549 odorant binding
LOC126457938	odorant receptor 43a-like	P GO:0007608 sensory perception of smell
LOC126418050	uncharacterized protein LOC126418050	C GO:0016020 membrane
LOC126418050	uncharacterized protein LOC126418050	F GO:0004984 olfactory receptor activity
LOC126418050	uncharacterized protein LOC126418050	F GO:0005549 odorant binding
LOC126418050	uncharacterized protein LOC126418050	P GO:0007608 sensory perception of smell
LOC126418209	uncharacterized protein LOC126418209	C GO:0016020 membrane
LOC126418209	uncharacterized protein LOC126418209	F GO:0004984 olfactory receptor activity
LOC126418209	uncharacterized protein LOC126418209	F GO:0005549 odorant binding
LOC126418209	uncharacterized protein LOC126418209	P GO:0007608 sensory perception of smell
LOC126477028	protein-L-isoaspartate O-methyltransferase domain-containing protein 1-like	F GO:0004719 protein-L-isoaspartate (D-aspartate) O-methyltransferase activity
LOC126477028	protein-L-isoaspartate O-methyltransferase domain-containing protein 1-like	P GO:0036211 protein modification process
LOC126477064	lethal(3)malignant brain tumor-like protein 3	C GO:0005634 nucleus
LOC126477064	lethal(3)malignant brain tumor-like protein 3	F GO:0005515 protein binding
LOC126477064	lethal(3)malignant brain tumor-like protein 3	F GO:0008270 zinc ion binding
LOC126477064	lethal(3)malignant brain tumor-like protein 3	P GO:0006355 regulation of DNA-templated transcription
LOC126418484	protein sneaky	C GO:0016020 membrane
LOC126418565	cytochrome P450 4g15-like	F GO:0004497 monooxygenase activity
LOC126418565	cytochrome P450 4g15-like	F GO:0005506 iron ion binding
LOC126418565	cytochrome P450 4g15-like	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC126418565	cytochrome P450 4g15-like	F GO:0020037 heme binding
LOC126477192	vesicular acetylcholine transporter	F GO:0042910 xenobiotic transmembrane transporter activity
LOC126477192	vesicular acetylcholine transporter	P GO:0055085 transmembrane transport
LOC126477192	vesicular acetylcholine transporter	C GO:0016020 membrane
LOC126477192	vesicular acetylcholine transporter	P GO:0042908 xenobiotic transport
LOC126477208	high-affinity choline transporter 1	C GO:0016020 membrane
LOC126477208	high-affinity choline transporter 1	F GO:0022857 transmembrane transporter activity
LOC126477208	high-affinity choline transporter 1	P GO:0055085 transmembrane transport
LOC126477299	DNA-directed RNA polymerase III subunit RPC1	F GO:0003677 DNA binding
LOC126477299	DNA-directed RNA polymerase III subunit RPC1	F GO:0003899 DNA-directed 5'-3' RNA polymerase activity
LOC126477299	DNA-directed RNA polymerase III subunit RPC1	P GO:0006351 DNA-templated transcription
LOC126477335	palmitoyltransferase ZDHHC6 isoform X2	F GO:0005515 protein binding
LOC126477335	palmitoyltransferase ZDHHC6 isoform X2	F GO:0016409 palmitoyltransferase activity
LOC126418800	uncharacterized protein LOC126418800	F GO:0008270 zinc ion binding
LOC126477367	deoxyhypusine hydroxylase	F GO:0019135 deoxyhypusine monooxygenase activity
LOC126477367	deoxyhypusine hydroxylase	P GO:0008612 peptidyl-lysine modification to peptidyl-hypusine
LOC126477383	probable 28S ribosomal protein S23, mitochondrial	C GO:0005840 ribosome
LOC126477383	probable 28S ribosomal protein S23, mitochondrial	F GO:0003735 structural constituent of ribosome
LOC126477383	probable 28S ribosomal protein S23, mitochondrial	P GO:0006412 translation
LOC126418866	uncharacterized protein LOC126418866, partial	C GO:0016020 membrane
LOC126418866	uncharacterized protein LOC126418866, partial	F GO:0004930 G protein-coupled receptor activity
LOC126418866	uncharacterized protein LOC126418866, partial	P GO:0007186 G protein-coupled receptor signaling pathway
LOC126418942	pickpocket protein 19-like	C GO:0016020 membrane
LOC126418942	pickpocket protein 19-like	F GO:0005272 sodium channel activity
LOC126418942	pickpocket protein 19-like	P GO:0006814 sodium ion transport
LOC126477410	mitochondrial intermediate peptidase isoform X2	F GO:0004222 metalloendopeptidase activity
LOC126477410	mitochondrial intermediate peptidase isoform X2	P GO:0006508 proteolysis
LOC126477561	uncharacterized protein LOC126477561	F GO:0003676 nucleic acid binding
LOC126477529	eukaryotic translation initiation factor 3 subunit G-1	F GO:0003743 translation initiation factor activity
LOC126477529	eukaryotic translation initiation factor 3 subunit G-1	F GO:0003723 RNA binding
LOC126477529	eukaryotic translation initiation factor 3 subunit G-1	C GO:0005852 eukaryotic translation initiation factor 3 complex
LOC126477483	calcium homeostasis endoplasmic reticulum protein isoform X4	F GO:0003676 nucleic acid binding
LOC126419029	DNA repair protein RAD51 homolog 4-like	F GO:0003677 DNA binding
LOC126419029	DNA repair protein RAD51 homolog 4-like	F GO:0005524 ATP binding
LOC126419029	DNA repair protein RAD51 homolog 4-like	F GO:0140664 ATP-dependent DNA damage sensor activity
LOC126419029	DNA repair protein RAD51 homolog 4-like	P GO:0006281 DNA repair
LOC126477588	helicase domino isoform X1	C GO:0043229 intracellular organelle
LOC126477588	helicase domino isoform X1	F GO:0004386 helicase activity
LOC126477588	helicase domino isoform X1	F GO:0005524 ATP binding
LOC126477588	helicase domino isoform X1	F GO:0140658 ATP-dependent chromatin remodeler activity
LOC126477588	helicase domino isoform X1	P GO:0006338 chromatin remodeling
LOC126477701	uncharacterized protein LOC126477701	P GO:0016192 vesicle-mediated transport
LOC126477717	cullin-4A	F GO:0031625 ubiquitin protein ligase binding
LOC126477717	cullin-4A	P GO:0006511 ubiquitin-dependent protein catabolic process
LOC126477733	splicing factor 3A subunit 3	F GO:0008270 zinc ion binding
LOC126477733	splicing factor 3A subunit 3	F GO:0003723 RNA binding
LOC126477733	splicing factor 3A subunit 3	C GO:0005681 spliceosomal complex
LOC126477733	splicing factor 3A subunit 3	P GO:0000398 mRNA splicing, via spliceosome
LOC126477750	charged multivesicular body protein 7	P GO:0007034 vacuolar transport
LOC126477766	hypothetical protein O0L34_g6307	F GO:0004594 pantothenate kinase activity
LOC126477766	hypothetical protein O0L34_g6307	F GO:0005524 ATP binding
LOC126477766	hypothetical protein O0L34_g6307	P GO:0015937 coenzyme A biosynthetic process
LOC126477843	leucine-rich repeat-containing protein 4-like, partial	F GO:0005515 protein binding
LOC126477956	GPI mannosyltransferase 4	F GO:0016757 glycosyltransferase activity
LOC126419359	LOW QUALITY PROTEIN: uncharacterized protein LOC126419359	F GO:0003676 nucleic acid binding
LOC126419359	LOW QUALITY PROTEIN: uncharacterized protein LOC126419359	F GO:0016787 hydrolase activity
LOC126419359	LOW QUALITY PROTEIN: uncharacterized protein LOC126419359	F GO:0046872 metal ion binding
LOC126478065	aldo-keto reductase family 1 member B1-like	F GO:0016491 oxidoreductase activity
LOC126478153	density-regulated protein homolog isoform X1	F GO:0003743 translation initiation factor activity
LOC126478153	density-regulated protein homolog isoform X1	P GO:0006413 translational initiation
LOC126478179	DNA-directed RNA polymerase III subunit RPC9	F GO:0000166 nucleotide binding
LOC126478179	DNA-directed RNA polymerase III subunit RPC9	C GO:0030880 RNA polymerase complex
LOC126478179	DNA-directed RNA polymerase III subunit RPC9	P GO:0006352 DNA-templated transcription initiation
LOC126478137	serine/threonine-protein kinase unc-51	F GO:0004672 protein kinase activity
LOC126478137	serine/threonine-protein kinase unc-51	F GO:0005524 ATP binding
LOC126478137	serine/threonine-protein kinase unc-51	P GO:0006468 protein phosphorylation
LOC126478195	kelch domain-containing protein 10	F GO:0005515 protein binding
LOC126478254	uncharacterized protein LOC126478254	F GO:0003676 nucleic acid binding
LOC126478254	uncharacterized protein LOC126478254	F GO:0016787 hydrolase activity
LOC126478254	uncharacterized protein LOC126478254	F GO:0046872 metal ion binding
LOC126478212	unnamed protein product	C GO:0016020 membrane
LOC126478212	unnamed protein product	F GO:0005524 ATP binding
LOC126478212	unnamed protein product	F GO:0140359 ABC-type transporter activity
LOC126478212	unnamed protein product	P GO:0055085 transmembrane transport
LOC126478238	EH domain-containing protein 3-like	F GO:0005509 calcium ion binding
LOC126478238	EH domain-containing protein 3-like	F GO:0005515 protein binding
LOC126478238	EH domain-containing protein 3-like	F GO:0005525 GTP binding
LOC126478296	RNA binding protein fox-1 homolog 3-like isoform X4	F GO:0003723 RNA binding
LOC126419573	ankyrin repeat domain-containing protein 65-like	F GO:0005515 protein binding
LOC126419675	otoferlin-like	C GO:0016020 membrane
LOC126457958	ATP-sensitive inward rectifier potassium channel 12-like	C GO:0016020 membrane
LOC126457958	ATP-sensitive inward rectifier potassium channel 12-like	F GO:0005242 inward rectifier potassium channel activity
LOC126457958	ATP-sensitive inward rectifier potassium channel 12-like	P GO:0006813 potassium ion transport
LOC126478532	protein bric-a-brac 1-like isoform X4	F GO:0005515 protein binding
LOC126419775	nephrin-like, partial	F GO:0005515 protein binding
LOC126478644	spermine oxidase isoform X1	F GO:0016491 oxidoreductase activity
LOC126419837	glycine receptor subunit alpha-4-like	F GO:0004888 transmembrane signaling receptor activity
LOC126419837	glycine receptor subunit alpha-4-like	P GO:0034220 monoatomic ion transmembrane transport
LOC126419837	glycine receptor subunit alpha-4-like	C GO:0016020 membrane
LOC126419837	glycine receptor subunit alpha-4-like	F GO:0005230 extracellular ligand-gated monoatomic ion channel activity
LOC126457960	GTP-binding protein drn-1-like	F GO:0003924 GTPase activity
LOC126457960	GTP-binding protein drn-1-like	F GO:0005525 GTP binding
LOC126457979	GTP-binding protein Rhes-like isoform X1	F GO:0003924 GTPase activity
LOC126457979	GTP-binding protein Rhes-like isoform X1	F GO:0005525 GTP binding
LOC126478724	LOW QUALITY PROTEIN: multiple inositol polyphosphate phosphatase 1	F GO:0016791 phosphatase activity
LOC126478751	zinc metalloproteinase nas-14-like	P GO:0006508 proteolysis
LOC126478751	zinc metalloproteinase nas-14-like	F GO:0004222 metalloendopeptidase activity
LOC126458001	DNA repair protein RAD51 homolog 1	F GO:0005524 ATP binding
LOC126458001	DNA repair protein RAD51 homolog 1	F GO:0000150 DNA strand exchange activity
LOC126458001	DNA repair protein RAD51 homolog 1	P GO:1990426 mitotic recombination-dependent replication fork processing
LOC126458001	DNA repair protein RAD51 homolog 1	F GO:0003690 double-stranded DNA binding
LOC126458001	DNA repair protein RAD51 homolog 1	P GO:0000724 double-strand break repair via homologous recombination
LOC126458001	DNA repair protein RAD51 homolog 1	F GO:0140664 ATP-dependent DNA damage sensor activity
LOC126458001	DNA repair protein RAD51 homolog 1	F GO:0003697 single-stranded DNA binding
LOC126478830	RRP15-like protein	P GO:0006364 rRNA processing
LOC126478846	DE-cadherin	C GO:0016020 membrane
LOC126478846	DE-cadherin	F GO:0005509 calcium ion binding
LOC126478846	DE-cadherin	P GO:0007156 homophilic cell adhesion via plasma membrane adhesion molecules
LOC126479017	toll-like receptor 4	F GO:0005515 protein binding
LOC126479017	toll-like receptor 4	P GO:0007165 signal transduction
LOC126479123	ubiquitin domain-containing protein 1	F GO:0005515 protein binding
LOC126479107	arrestin homolog	P GO:0007165 signal transduction
LOC126479065	pre-mRNA-splicing factor CWC22 homolog isoform X1	F GO:0003723 RNA binding
LOC126479065	pre-mRNA-splicing factor CWC22 homolog isoform X1	F GO:0005515 protein binding
LOC126479139	hypothetical protein	F GO:0003924 GTPase activity
LOC126479139	hypothetical protein	F GO:0005525 GTP binding
LOC126479258	LOW QUALITY PROTEIN: leukocyte tyrosine kinase receptor-like	C GO:0016020 membrane
LOC126479258	LOW QUALITY PROTEIN: leukocyte tyrosine kinase receptor-like	F GO:0004672 protein kinase activity
LOC126479258	LOW QUALITY PROTEIN: leukocyte tyrosine kinase receptor-like	F GO:0005515 protein binding
LOC126479258	LOW QUALITY PROTEIN: leukocyte tyrosine kinase receptor-like	F GO:0005524 ATP binding
LOC126479258	LOW QUALITY PROTEIN: leukocyte tyrosine kinase receptor-like	P GO:0006468 protein phosphorylation
LOC126479274	HECT-domain (ubiquitin-transferase) domain-containing protein	F GO:0004842 ubiquitin-protein transferase activity
LOC126479301	proclotting enzyme-like	F GO:0004252 serine-type endopeptidase activity
LOC126479301	proclotting enzyme-like	P GO:0006508 proteolysis
LOC126420708	tubulin alpha-3 chain-like	C GO:0005874 microtubule
LOC126420708	tubulin alpha-3 chain-like	F GO:0005200 structural constituent of cytoskeleton
LOC126420708	tubulin alpha-3 chain-like	F GO:0005525 GTP binding
LOC126420708	tubulin alpha-3 chain-like	P GO:0007017 microtubule-based process
LOC126420874	zinc finger protein 585A-like	C GO:0005634 nucleus
LOC126420874	zinc finger protein 585A-like	F GO:0008270 zinc ion binding
LOC126479333	cyclin-dependent kinase 20-like isoform X1	F GO:0004672 protein kinase activity
LOC126479333	cyclin-dependent kinase 20-like isoform X1	F GO:0005524 ATP binding
LOC126479333	cyclin-dependent kinase 20-like isoform X1	P GO:0006468 protein phosphorylation
LOC126479379	calpain-A-like isoform X2	F GO:0004198 calcium-dependent cysteine-type endopeptidase activity
LOC126479379	calpain-A-like isoform X2	P GO:0006508 proteolysis
LOC126421539	calpain-12-like	F GO:0004198 calcium-dependent cysteine-type endopeptidase activity
LOC126421539	calpain-12-like	P GO:0006508 proteolysis
LOC126479405	calpain-A isoform X2	F GO:0004198 calcium-dependent cysteine-type endopeptidase activity
LOC126479405	calpain-A isoform X2	P GO:0006508 proteolysis
LOC126479451	hypothetical protein B5X24_HaOG215637	C GO:0016020 membrane
LOC126479488	uncharacterized protein LOC126479488	C GO:0032299 ribonuclease H2 complex
LOC126479488	uncharacterized protein LOC126479488	P GO:0006401 RNA catabolic process
LOC126479545	cleft lip and palate transmembrane protein 1-like protein	C GO:0016020 membrane
LOC126479561	DNA polymerase epsilon subunit 2 isoform X2	F GO:0003677 DNA binding
LOC126479561	DNA polymerase epsilon subunit 2 isoform X2	P GO:0006260 DNA replication
LOC126479634	N-alpha-acetyltransferase 80 isoform X1	F GO:0016747 acyltransferase activity, transferring groups other than amino-acyl groups
LOC126479773	presenilin homolog	C GO:0016020 membrane
LOC126479773	presenilin homolog	F GO:0042500 aspartic endopeptidase activity, intramembrane cleaving
LOC126479773	presenilin homolog	P GO:0016485 protein processing
LOC126479789	5'-3' exoribonuclease 2 homolog	F GO:0003676 nucleic acid binding
LOC126479789	5'-3' exoribonuclease 2 homolog	F GO:0004534 5'-3' RNA exonuclease activity
LOC126479789	5'-3' exoribonuclease 2 homolog	C GO:0005634 nucleus
LOC126479789	5'-3' exoribonuclease 2 homolog	P GO:0006139 nucleobase-containing compound metabolic process
LOC126421705	thyroid transcription factor 1-like	F GO:0003677 DNA binding
LOC126479805	uncharacterized protein LOC124625792	C GO:0005634 nucleus
LOC126479805	uncharacterized protein LOC124625792	F GO:0008270 zinc ion binding
LOC126421871	chitotriosidase-1-like	P GO:0005975 carbohydrate metabolic process
LOC126422037	sodium/calcium exchanger 3-like	C GO:0016020 membrane
LOC126422037	sodium/calcium exchanger 3-like	F GO:0005432 calcium:sodium antiporter activity
LOC126422037	sodium/calcium exchanger 3-like	P GO:0006816 calcium ion transport
LOC126422037	sodium/calcium exchanger 3-like	P GO:0007154 cell communication
LOC126422037	sodium/calcium exchanger 3-like	P GO:0055085 transmembrane transport
LOC126422203	sodium/calcium exchanger 1-like	C GO:0016020 membrane
LOC126422203	sodium/calcium exchanger 1-like	F GO:0005432 calcium:sodium antiporter activity
LOC126422203	sodium/calcium exchanger 1-like	P GO:0006816 calcium ion transport
LOC126422203	sodium/calcium exchanger 1-like	P GO:0055085 transmembrane transport
LOC126479909	unnamed protein product	F GO:0046872 metal ion binding
LOC126479936	exosome complex exonuclease RRP44	F GO:0003723 RNA binding
LOC126479936	exosome complex exonuclease RRP44	F GO:0004540 RNA nuclease activity
LOC126479952	ARF GTPase-activating protein GIT1 isoform X2	F GO:0005096 GTPase activator activity
LOC126423035	atherin-like	C GO:0016020 membrane
LOC126423035	atherin-like	F GO:0004930 G protein-coupled receptor activity
LOC126423035	atherin-like	P GO:0007186 G protein-coupled receptor signaling pathway
LOC126480077	MAP kinase-interacting serine/threonine-protein kinase 1	F GO:0004672 protein kinase activity
LOC126480077	MAP kinase-interacting serine/threonine-protein kinase 1	F GO:0005524 ATP binding
LOC126480077	MAP kinase-interacting serine/threonine-protein kinase 1	P GO:0006468 protein phosphorylation
LOC126480110	E3 ubiquitin-protein ligase TRIM23-like	F GO:0003924 GTPase activity
LOC126480110	E3 ubiquitin-protein ligase TRIM23-like	F GO:0005525 GTP binding
LOC126480110	E3 ubiquitin-protein ligase TRIM23-like	F GO:0008270 zinc ion binding
LOC126480094	choline transporter-like 1	F GO:0022857 transmembrane transporter activity
LOC126480094	choline transporter-like 1	P GO:0055085 transmembrane transport
LOC126423201	retinoid-inducible serine carboxypeptidase-like	F GO:0004185 serine-type carboxypeptidase activity
LOC126423201	retinoid-inducible serine carboxypeptidase-like	P GO:0006508 proteolysis
LOC126423367	retinoid-inducible serine carboxypeptidase-like	F GO:0004185 serine-type carboxypeptidase activity
LOC126423367	retinoid-inducible serine carboxypeptidase-like	P GO:0006508 proteolysis
LOC126480126	ionotropic receptor 25a	C GO:0016020 membrane
LOC126480126	ionotropic receptor 25a	F GO:0015276 ligand-gated monoatomic ion channel activity
LOC126480152	unnamed protein product	F GO:0003676 nucleic acid binding
LOC126480152	unnamed protein product	C GO:0000172 ribonuclease MRP complex
LOC126480152	unnamed protein product	P GO:0001682 tRNA 5'-leader removal
LOC126480152	unnamed protein product	C GO:0005655 nucleolar ribonuclease P complex
LOC126480178	legumain-like	F GO:0008233 peptidase activity
LOC126480178	legumain-like	P GO:0006508 proteolysis
LOC126480194	polyribonucleotide nucleotidyltransferase 1, mitochondrial	F GO:0003723 RNA binding
