"DEG_context","gene_id","seqid","start","end","midpoint","strand","seq_start","seq_end","chromosome","region_name","genome","chromosome_class","position_mb"
"Infection within diets","LOC126282021","NC_064926.1",515473357,515483649,515478503,"+",1,574732873,"7","7","chromosome","Named chromosome",515.478503
"Infection within diets","LOC126282030","NC_064920.1",1090950605,1091038555,NA,"+",1,1209568729,"1","1","chromosome","Named chromosome",NA
"Infection within diets","LOC126282034","NC_064926.1",426254320,426584103,426419211.5,"+",1,574732873,"7","7","chromosome","Named chromosome",426.4192115
"Infection within diets","LOC126282035","NC_064926.1",426004341,426239029,426121685,"+",1,574732873,"7","7","chromosome","Named chromosome",426.121685
"Infection within diets","LOC126282043","NC_064920.1",1091167140,1091293624,NA,"+",1,1209568729,"1","1","chromosome","Named chromosome",NA
"Infection within diets","LOC126282072","NC_064926.1",42171913,42191197,42181555,"-",1,574732873,"7","7","chromosome","Named chromosome",42.181555
"Infection within diets","LOC126282073","NC_064926.1",62955059,63386401,63170730,"-",1,574732873,"7","7","chromosome","Named chromosome",63.17073
"Infection within diets","LOC126282077","NC_064926.1",63456094,63648078,63552086,"-",1,574732873,"7","7","chromosome","Named chromosome",63.552086
"Infection within diets","LOC126282100","NC_064926.1",310233012,310421338,310327175,"-",1,574732873,"7","7","chromosome","Named chromosome",310.327175
"Infection within diets","LOC126282167","NC_064926.1",263329658,263362804,263346231,"-",1,574732873,"7","7","chromosome","Named chromosome",263.346231
"Infection within diets","LOC126282181","NC_064926.1",95273631,95433547,95353589,"-",1,574732873,"7","7","chromosome","Named chromosome",95.353589
"Infection within diets","LOC126282193","NC_064926.1",141123355,141443003,141283179,"+",1,574732873,"7","7","chromosome","Named chromosome",141.283179
"Infection within diets","LOC126282207","NC_064926.1",119417932,119732680,119575306,"+",1,574732873,"7","7","chromosome","Named chromosome",119.575306
"Infection within diets","LOC126282257","NC_064926.1",478569964,479905513,479237738.5,"+",1,574732873,"7","7","chromosome","Named chromosome",479.2377385
"Infection within diets","LOC126282259","NC_064926.1",479946060,480214230,480080145,"-",1,574732873,"7","7","chromosome","Named chromosome",480.080145
"Infection within diets","LOC126282271","NC_064920.1",1097802419,1097805681,NA,"-",1,1209568729,"1","1","chromosome","Named chromosome",NA
"Infection within diets","LOC126282322","NC_064926.1",130420195,130485810,130453002.5,"-",1,574732873,"7","7","chromosome","Named chromosome",130.4530025
"Infection within diets","LOC126282335","NC_064926.1",145422502,146059106,145740804,"+",1,574732873,"7","7","chromosome","Named chromosome",145.740804
"Infection within diets","LOC126282375","NC_064926.1",307136298,307215513,307175905.5,"-",1,574732873,"7","7","chromosome","Named chromosome",307.1759055
"Infection within diets","LOC126282396","NC_064926.1",346116849,346160629,346138739,"-",1,574732873,"7","7","chromosome","Named chromosome",346.138739
"Infection within diets","LOC126282431","NC_064926.1",461915943,462021655,461968799,"-",1,574732873,"7","7","chromosome","Named chromosome",461.968799
"Infection within diets","LOC126282434","NC_064926.1",468894789,469244068,469069428.5,"-",1,574732873,"7","7","chromosome","Named chromosome",469.0694285
"Infection within diets","LOC126282517","NC_064926.1",262678284,263041204,262859744,"+",1,574732873,"7","7","chromosome","Named chromosome",262.859744
"Infection within diets","LOC126282528","NC_064926.1",258602954,258615189,258609071.5,"-",1,574732873,"7","7","chromosome","Named chromosome",258.6090715
"Infection within diets","LOC126282679","NC_064920.1",973288180,973322453,973305316.5,"+",1,1209568729,"1","1","chromosome","Named chromosome",973.3053165
"Infection within diets","LOC126282995","NC_064920.1",973949392,974071998,974010695,"+",1,1209568729,"1","1","chromosome","Named chromosome",974.010695
"Infection within diets","LOC126283383","NC_064920.1",1109751806,1110007362,NA,"-",1,1209568729,"1","1","chromosome","Named chromosome",NA
"Infection within diets","LOC126283409","NC_064920.1",1109924729,1110189508,NA,"+",1,1209568729,"1","1","chromosome","Named chromosome",NA
"Infection within diets","LOC126283952","NC_064927.1",196984938,197021288,197003113,"+",1,510884443,"8","8","chromosome","Named chromosome",197.003113
"Infection within diets","LOC126283954","NC_064927.1",197495302,197502179,197498740.5,"-",1,510884443,"8","8","chromosome","Named chromosome",197.4987405
"Infection within diets","LOC126283957","NC_064927.1",157385882,157417444,157401663,"+",1,510884443,"8","8","chromosome","Named chromosome",157.401663
"Infection within diets","LOC126283960","NC_064927.1",156940438,156984281,156962359.5,"+",1,510884443,"8","8","chromosome","Named chromosome",156.9623595
"Infection within diets","LOC126283961","NC_064927.1",181630771,181809368,181720069.5,"+",1,510884443,"8","8","chromosome","Named chromosome",181.7200695
"Infection within diets","LOC126283962","NC_064927.1",181877691,182266618,182072154.5,"-",1,510884443,"8","8","chromosome","Named chromosome",182.0721545
"Infection within diets","LOC126283972","NC_064927.1",507442918,507556176,507499547,"-",1,510884443,"8","8","chromosome","Named chromosome",507.499547
"Infection within diets","LOC126283976","NC_064920.1",1129909170,1129934883,NA,"+",1,1209568729,"1","1","chromosome","Named chromosome",NA
"Infection within diets","LOC126283982","NC_064927.1",244734049,244782751,244758400,"-",1,510884443,"8","8","chromosome","Named chromosome",244.7584
"Infection within diets","LOC126283987","NC_064927.1",237332026,237391565,237361795.5,"-",1,510884443,"8","8","chromosome","Named chromosome",237.3617955
"Infection within diets","LOC126283989","NC_064920.1",1130396944,1130796477,NA,"+",1,1209568729,"1","1","chromosome","Named chromosome",NA
"Infection within diets","LOC126284002","NC_064927.1",61438086,61441132,61439609,"+",1,510884443,"8","8","chromosome","Named chromosome",61.439609
"Infection within diets","LOC126284006","NC_064927.1",410300209,410500527,410400368,"+",1,510884443,"8","8","chromosome","Named chromosome",410.400368
"Infection within diets","LOC126284030","NC_064927.1",60973223,61000955,60987089,"-",1,510884443,"8","8","chromosome","Named chromosome",60.987089
"Infection within diets","LOC126284033","NC_064920.1",1143340426,1143452005,NA,"-",1,1209568729,"1","1","chromosome","Named chromosome",NA
"Infection within diets","LOC126284041","NC_064927.1",78561855,79657069,79109462,"-",1,510884443,"8","8","chromosome","Named chromosome",79.109462
"Infection within diets","LOC126284043","NC_064920.1",1143481452,1143624741,NA,"-",1,1209568729,"1","1","chromosome","Named chromosome",NA
"Infection within diets","LOC126284088","NC_064927.1",287742025,287757618,287749821.5,"+",1,510884443,"8","8","chromosome","Named chromosome",287.7498215
"Infection within diets","LOC126284105","NC_064927.1",477020276,477025622,477022949,"+",1,510884443,"8","8","chromosome","Named chromosome",477.022949
"Infection within diets","LOC126284106","NC_064927.1",476989098,476997183,476993140.5,"+",1,510884443,"8","8","chromosome","Named chromosome",476.9931405
"Infection within diets","LOC126284198","NC_064927.1",356731851,357732287,357232069,"+",1,510884443,"8","8","chromosome","Named chromosome",357.232069
"Infection within diets","LOC126284216","NC_064927.1",454185243,454413837,454299540,"+",1,510884443,"8","8","chromosome","Named chromosome",454.29954
"Infection within diets","LOC126284231","NC_064927.1",233956197,234007600,233981898.5,"-",1,510884443,"8","8","chromosome","Named chromosome",233.9818985
"Infection within diets","LOC126284269","NC_064927.1",167672239,167692618,167682428.5,"+",1,510884443,"8","8","chromosome","Named chromosome",167.6824285
"Infection within diets","LOC126284272","NC_064927.1",261008619,261129827,261069223,"-",1,510884443,"8","8","chromosome","Named chromosome",261.069223
"Infection within diets","LOC126284276","NC_064927.1",215221877,215223961,215222919,"+",1,510884443,"8","8","chromosome","Named chromosome",215.222919
"Infection within diets","LOC126284296","NC_064927.1",400581814,400736618,400659216,"+",1,510884443,"8","8","chromosome","Named chromosome",400.659216
"Infection within diets","LOC126284300","NC_064927.1",427007738,427041760,427024749,"+",1,510884443,"8","8","chromosome","Named chromosome",427.024749
"Infection within diets","LOC126284305","NC_064927.1",438295457,438308642,438302049.5,"-",1,510884443,"8","8","chromosome","Named chromosome",438.3020495
"Infection within diets","LOC126284312","NC_064927.1",477811414,477888310,477849862,"-",1,510884443,"8","8","chromosome","Named chromosome",477.849862
"Infection within diets","LOC126284323","NC_064927.1",324691772,324804388,324748080,"+",1,510884443,"8","8","chromosome","Named chromosome",324.74808
"Infection within diets","LOC126284333","NC_064927.1",165288336,165468590,165378463,"+",1,510884443,"8","8","chromosome","Named chromosome",165.378463
"Infection within diets","LOC126284367","NC_064927.1",439474404,439533388,439503896,"-",1,510884443,"8","8","chromosome","Named chromosome",439.503896
"Infection within diets","LOC126284371","NC_064927.1",152669961,152760903,152715432,"-",1,510884443,"8","8","chromosome","Named chromosome",152.715432
"Infection within diets","LOC126284383","NC_064927.1",325041192,325136936,325089064,"-",1,510884443,"8","8","chromosome","Named chromosome",325.089064
"Infection within diets","LOC126284425","NC_064927.1",289631540,289675991,289653765.5,"+",1,510884443,"8","8","chromosome","Named chromosome",289.6537655
"Infection within diets","LOC126284453","NC_064927.1",478753023,478824391,478788707,"+",1,510884443,"8","8","chromosome","Named chromosome",478.788707
"Infection within diets","LOC126284462","NC_064927.1",493656442,493722529,493689485.5,"+",1,510884443,"8","8","chromosome","Named chromosome",493.6894855
"Infection within diets","LOC126284491","NC_064927.1",285768198,285783772,285775985,"+",1,510884443,"8","8","chromosome","Named chromosome",285.775985
"Infection within diets","LOC126284500","NC_064927.1",373404932,373482072,373443502,"-",1,510884443,"8","8","chromosome","Named chromosome",373.443502
"Infection within diets","LOC126284548","NC_064927.1",207951205,207972827,207962016,"+",1,510884443,"8","8","chromosome","Named chromosome",207.962016
"Infection within diets","LOC126284556","NC_064927.1",359522763,359917948,359720355.5,"-",1,510884443,"8","8","chromosome","Named chromosome",359.7203555
"Infection within diets","LOC126284566","NC_064927.1",332502857,332923305,332713081,"-",1,510884443,"8","8","chromosome","Named chromosome",332.713081
"Infection within diets","LOC126284573","NC_064927.1",420347639,420365308,420356473.5,"-",1,510884443,"8","8","chromosome","Named chromosome",420.3564735
"Infection within diets","LOC126284577","NC_064927.1",286705637,286733326,286719481.5,"+",1,510884443,"8","8","chromosome","Named chromosome",286.7194815
"Infection within diets","LOC126284584","NC_064927.1",347091161,347540948,347316054.5,"-",1,510884443,"8","8","chromosome","Named chromosome",347.3160545
"Infection within diets","LOC126284609","NC_064927.1",476473875,476563462,476518668.5,"-",1,510884443,"8","8","chromosome","Named chromosome",476.5186685
"Infection within diets","LOC126284626","NC_064927.1",168043164,168056543,168049853.5,"-",1,510884443,"8","8","chromosome","Named chromosome",168.0498535
"Infection within diets","LOC126284629","NC_064927.1",390783099,390821985,390802542,"+",1,510884443,"8","8","chromosome","Named chromosome",390.802542
"Infection within diets","LOC126284639","NC_064927.1",357806976,357812370,357809673,"-",1,510884443,"8","8","chromosome","Named chromosome",357.809673
"Infection within diets","LOC126284640","NC_064927.1",60349482,60470294,60409888,"-",1,510884443,"8","8","chromosome","Named chromosome",60.409888
"Infection within diets","LOC126284649","NC_064927.1",53917913,54007517,53962715,"-",1,510884443,"8","8","chromosome","Named chromosome",53.962715
"Infection within diets","LOC126284651","NC_064927.1",55453075,55818677,55635876,"+",1,510884443,"8","8","chromosome","Named chromosome",55.635876
"Infection within diets","LOC126284663","NC_064927.1",324987412,325017879,325002645.5,"+",1,510884443,"8","8","chromosome","Named chromosome",325.0026455
"Infection within diets","LOC126284686","NC_064927.1",60543059,60664075,60603567,"-",1,510884443,"8","8","chromosome","Named chromosome",60.603567
"Infection within diets","LOC126284697","NC_064927.1",358943414,359118903,359031158.5,"-",1,510884443,"8","8","chromosome","Named chromosome",359.0311585
"Infection within diets","LOC126284705","NC_064927.1",349220508,349341536,349281022,"+",1,510884443,"8","8","chromosome","Named chromosome",349.281022
"Infection within diets","LOC126284712","NC_064927.1",362547237,362551511,362549374,"-",1,510884443,"8","8","chromosome","Named chromosome",362.549374
"Infection within diets","LOC126284726","NC_064927.1",379452194,379539351,379495772.5,"-",1,510884443,"8","8","chromosome","Named chromosome",379.4957725
"Infection within diets","LOC126284739","NC_064927.1",274298257,274328443,274313350,"-",1,510884443,"8","8","chromosome","Named chromosome",274.31335
"Infection within diets","LOC126284742","NC_064927.1",77027457,77115490,77071473.5,"+",1,510884443,"8","8","chromosome","Named chromosome",77.0714735
"Infection within diets","LOC126284747","NC_064927.1",458335649,458380387,458358018,"-",1,510884443,"8","8","chromosome","Named chromosome",458.358018
"Infection within diets","LOC126284752","NC_064927.1",146352060,146362252,146357156,"+",1,510884443,"8","8","chromosome","Named chromosome",146.357156
"Infection within diets","LOC126284768","NC_064927.1",279078948,279165993,279122470.5,"-",1,510884443,"8","8","chromosome","Named chromosome",279.1224705
"Infection within diets","LOC126284786","NC_064920.1",1203192776,1203204841,NA,"+",1,1209568729,"1","1","chromosome","Named chromosome",NA
"Infection within diets","LOC126284801","NC_064927.1",456091640,456094522,456093081,"+",1,510884443,"8","8","chromosome","Named chromosome",456.093081
"Infection within diets","LOC126284812","NC_064927.1",209866047,210038301,209952174,"-",1,510884443,"8","8","chromosome","Named chromosome",209.952174
"Infection within diets","LOC126284817","NC_064927.1",456064379,456066651,456065515,"+",1,510884443,"8","8","chromosome","Named chromosome",456.065515
"Infection within diets","LOC126284845","NC_064927.1",289016584,289051704,289034144,"+",1,510884443,"8","8","chromosome","Named chromosome",289.034144
"Infection within diets","LOC126284857","NC_064927.1",496553143,496684361,496618752,"+",1,510884443,"8","8","chromosome","Named chromosome",496.618752
"Infection within diets","LOC126284858","NC_064927.1",496821156,496931912,496876534,"+",1,510884443,"8","8","chromosome","Named chromosome",496.876534
"Infection within diets","LOC126284863","NC_064927.1",426731320,426752302,426741811,"-",1,510884443,"8","8","chromosome","Named chromosome",426.741811
"Infection within diets","LOC126284880","NC_064927.1",81793317,82007057,81900187,"-",1,510884443,"8","8","chromosome","Named chromosome",81.900187
"Infection within diets","LOC126284898","NC_064927.1",504419857,504493594,504456725.5,"-",1,510884443,"8","8","chromosome","Named chromosome",504.4567255
"Infection within diets","LOC126284901","NC_064927.1",431486967,431500676,431493821.5,"+",1,510884443,"8","8","chromosome","Named chromosome",431.4938215
"Infection within diets","LOC126284902","NC_064927.1",431425710,431441101,431433405.5,"+",1,510884443,"8","8","chromosome","Named chromosome",431.4334055
"Infection within diets","LOC126284908","NC_064927.1",161644715,161817589,161731152,"-",1,510884443,"8","8","chromosome","Named chromosome",161.731152
"Infection within diets","LOC126284914","NC_064927.1",219784238,219788577,219786407.5,"+",1,510884443,"8","8","chromosome","Named chromosome",219.7864075
"Infection within diets","LOC126284936","NC_064927.1",439650619,439682823,439666721,"+",1,510884443,"8","8","chromosome","Named chromosome",439.666721
"Infection within diets","LOC126284941","NC_064927.1",455497925,455572475,455535200,"+",1,510884443,"8","8","chromosome","Named chromosome",455.5352
"Infection within diets","LOC126284942","NC_064927.1",455614895,455616769,455615832,"+",1,510884443,"8","8","chromosome","Named chromosome",455.615832
"Infection within diets","LOC126284948","NC_064927.1",124277041,124303070,124290055.5,"+",1,510884443,"8","8","chromosome","Named chromosome",124.2900555
"Infection within diets","LOC126285239","NC_064927.1",452477283,452519082,452498182.5,"-",1,510884443,"8","8","chromosome","Named chromosome",452.4981825
"Infection within diets","LOC126285253","NC_064927.1",476926696,476929767,476928231.5,"+",1,510884443,"8","8","chromosome","Named chromosome",476.9282315
"Infection within diets","LOC126285254","NC_064927.1",476947674,476953748,476950711,"+",1,510884443,"8","8","chromosome","Named chromosome",476.950711
"Infection within diets","LOC126285286","NC_064927.1",82797867,82957193,82877530,"-",1,510884443,"8","8","chromosome","Named chromosome",82.87753
"Infection within diets","LOC126285335","NC_064927.1",384034118,384146617,384090367.5,"+",1,510884443,"8","8","chromosome","Named chromosome",384.0903675
"Infection within diets","LOC126285375","NC_064927.1",163375722,163512581,163444151.5,"+",1,510884443,"8","8","chromosome","Named chromosome",163.4441515
"Infection within diets","LOC126285386","NC_064927.1",224676432,224862027,224769229.5,"-",1,510884443,"8","8","chromosome","Named chromosome",224.7692295
"Infection within diets","LOC126285411","NC_064927.1",224215323,224367645,224291484,"+",1,510884443,"8","8","chromosome","Named chromosome",224.291484
"Infection within diets","LOC126285413","NC_064927.1",267936951,268167884,268052417.5,"-",1,510884443,"8","8","chromosome","Named chromosome",268.0524175
"Infection within diets","LOC126285438","NC_064927.1",256735808,257139253,256937530.5,"-",1,510884443,"8","8","chromosome","Named chromosome",256.9375305
"Infection within diets","LOC126285457","NC_064927.1",494822201,495197557,495009879,"+",1,510884443,"8","8","chromosome","Named chromosome",495.009879
"Infection within diets","LOC126285462","NC_064927.1",495384660,495586388,495485524,"-",1,510884443,"8","8","chromosome","Named chromosome",495.485524
"Infection within diets","LOC126291424","NC_064928.1",71105143,71179106,71142124.5,"-",1,263615207,"9","9","chromosome","Named chromosome",71.1421245
"Infection within diets","LOC126291516","NC_064920.1",1103779615,1104411796,NA,"+",1,1209568729,"1","1","chromosome","Named chromosome",NA
"Infection within diets","LOC126291582","NC_064928.1",176120153,176297972,176209062.5,"+",1,263615207,"9","9","chromosome","Named chromosome",176.2090625
"Infection within diets","LOC126291591","NC_064928.1",32236196,32320599,32278397.5,"+",1,263615207,"9","9","chromosome","Named chromosome",32.2783975
"Infection within diets","LOC126291645","NC_064928.1",238226981,238336139,238281560,"+",1,263615207,"9","9","chromosome","Named chromosome",238.28156
"Infection within diets","LOC126291743","NC_064928.1",179396309,179439089,179417699,"+",1,263615207,"9","9","chromosome","Named chromosome",179.417699
"Infection within diets","LOC126291783","NC_064928.1",186150614,186403108,186276861,"-",1,263615207,"9","9","chromosome","Named chromosome",186.276861
"Infection within diets","LOC126291795","NC_064928.1",188609996,188707392,188658694,"-",1,263615207,"9","9","chromosome","Named chromosome",188.658694
"Infection within diets","LOC126291805","NC_064928.1",96413336,96499680,96456508,"-",1,263615207,"9","9","chromosome","Named chromosome",96.456508
"Infection within diets","LOC126291873","NC_064928.1",122109497,122343670,122226583.5,"-",1,263615207,"9","9","chromosome","Named chromosome",122.2265835
"Infection within diets","LOC126291885","NC_064928.1",116859333,116886799,116873066,"-",1,263615207,"9","9","chromosome","Named chromosome",116.873066
"Infection within diets","LOC126291886","NC_064928.1",116916990,116989000,116952995,"+",1,263615207,"9","9","chromosome","Named chromosome",116.952995
"Infection within diets","LOC126291919","NC_064928.1",150041429,150076094,150058761.5,"+",1,263615207,"9","9","chromosome","Named chromosome",150.0587615
"Infection within diets","LOC126291948","NC_064928.1",161048120,161090462,161069291,"-",1,263615207,"9","9","chromosome","Named chromosome",161.069291
"Infection within diets","LOC126291949","NC_064928.1",162130394,162136142,162133268,"+",1,263615207,"9","9","chromosome","Named chromosome",162.133268
"Infection within diets","LOC126291950","NC_064928.1",161517888,161761751,161639819.5,"+",1,263615207,"9","9","chromosome","Named chromosome",161.6398195
"Infection within diets","LOC126291956","NC_064928.1",161939488,161948460,161943974,"+",1,263615207,"9","9","chromosome","Named chromosome",161.943974
"Infection within diets","LOC126291966","NC_064928.1",160446264,160538126,160492195,"+",1,263615207,"9","9","chromosome","Named chromosome",160.492195
"Infection within diets","LOC126292011","NC_064928.1",220463885,220510488,220487186.5,"-",1,263615207,"9","9","chromosome","Named chromosome",220.4871865
"Infection within diets","LOC126292020","NC_064928.1",165818085,166348749,166083417,"-",1,263615207,"9","9","chromosome","Named chromosome",166.083417
"Infection within diets","LOC126292024","NC_064928.1",207584593,207593853,207589223,"-",1,263615207,"9","9","chromosome","Named chromosome",207.589223
"Infection within diets","LOC126292039","NC_064928.1",199656093,199729409,199692751,"-",1,263615207,"9","9","chromosome","Named chromosome",199.692751
"Infection within diets","LOC126292043","NC_064928.1",199526365,199559677,199543021,"-",1,263615207,"9","9","chromosome","Named chromosome",199.543021
"Infection within diets","LOC126292044","NC_064928.1",199785985,199827676,199806830.5,"-",1,263615207,"9","9","chromosome","Named chromosome",199.8068305
"Infection within diets","LOC126292045","NC_064928.1",200062144,200112560,200087352,"-",1,263615207,"9","9","chromosome","Named chromosome",200.087352
"Infection within diets","LOC126292051","NC_064928.1",199405323,199456237,199430780,"-",1,263615207,"9","9","chromosome","Named chromosome",199.43078
"Infection within diets","LOC126292108","NC_064928.1",188483240,188559585,188521412.5,"-",1,263615207,"9","9","chromosome","Named chromosome",188.5214125
"Infection within diets","LOC126292129","NC_064928.1",116010947,116143305,116077126,"+",1,263615207,"9","9","chromosome","Named chromosome",116.077126
"Infection within diets","LOC126292134","NC_064928.1",158581415,158692269,158636842,"+",1,263615207,"9","9","chromosome","Named chromosome",158.636842
"Infection within diets","LOC126292163","NC_064928.1",216841314,216946939,216894126.5,"+",1,263615207,"9","9","chromosome","Named chromosome",216.8941265
"Infection within diets","LOC126292192","NC_064928.1",120147520,120166432,120156976,"-",1,263615207,"9","9","chromosome","Named chromosome",120.156976
"Infection within diets","LOC126292201","NC_064928.1",129763108,129845852,129804480,"+",1,263615207,"9","9","chromosome","Named chromosome",129.80448
"Infection within diets","LOC126292206","NC_064928.1",130168892,130262566,130215729,"-",1,263615207,"9","9","chromosome","Named chromosome",130.215729
"Infection within diets","LOC126292237","NC_064928.1",97737663,98015297,97876480,"-",1,263615207,"9","9","chromosome","Named chromosome",97.87648
"Infection within diets","LOC126292248","NC_064928.1",236281717,236459369,236370543,"-",1,263615207,"9","9","chromosome","Named chromosome",236.370543
"Infection within diets","LOC126292317","NC_064928.1",93538994,93633330,93586162,"-",1,263615207,"9","9","chromosome","Named chromosome",93.586162
"Infection within diets","LOC126293178","NC_064929.1",205895097,206045469,205970283,"-",1,224719788,"10","10","chromosome","Named chromosome",205.970283
"Infection within diets","LOC126293180","NC_064929.1",206367814,206595145,206481479.5,"+",1,224719788,"10","10","chromosome","Named chromosome",206.4814795
"Infection within diets","LOC126293181","NC_064929.1",206267087,206290654,206278870.5,"+",1,224719788,"10","10","chromosome","Named chromosome",206.2788705
"Infection within diets","LOC126293188","NC_064929.1",130189918,130304461,130247189.5,"+",1,224719788,"10","10","chromosome","Named chromosome",130.2471895
"Infection within diets","LOC126293200","NC_064929.1",140597775,141236293,140917034,"+",1,224719788,"10","10","chromosome","Named chromosome",140.917034
"Infection within diets","LOC126293270","NC_064929.1",66550354,66672053,66611203.5,"+",1,224719788,"10","10","chromosome","Named chromosome",66.6112035
"Infection within diets","LOC126293286","NC_064929.1",127720600,127967452,127844026,"-",1,224719788,"10","10","chromosome","Named chromosome",127.844026
"Infection within diets","LOC126293287","NC_064929.1",211623761,211750637,211687199,"+",1,224719788,"10","10","chromosome","Named chromosome",211.687199
"Infection within diets","LOC126293292","NC_064929.1",64478120,64522445,64500282.5,"-",1,224719788,"10","10","chromosome","Named chromosome",64.5002825
"Infection within diets","LOC126293297","NC_064929.1",193043789,193148026,193095907.5,"+",1,224719788,"10","10","chromosome","Named chromosome",193.0959075
"Infection within diets","LOC126293368","NC_064929.1",198899942,199020711,198960326.5,"+",1,224719788,"10","10","chromosome","Named chromosome",198.9603265
"Infection within diets","LOC126293387","NC_064929.1",77591383,77754295,77672839,"+",1,224719788,"10","10","chromosome","Named chromosome",77.672839
"Infection within diets","LOC126293467","NC_064929.1",122361797,122565181,122463489,"-",1,224719788,"10","10","chromosome","Named chromosome",122.463489
"Infection within diets","LOC126293478","NC_064929.1",120752519,120870999,120811759,"-",1,224719788,"10","10","chromosome","Named chromosome",120.811759
"Infection within diets","LOC126293483","NC_064929.1",208024829,208085382,208055105.5,"+",1,224719788,"10","10","chromosome","Named chromosome",208.0551055
"Infection within diets","LOC126293502","NC_064929.1",65883976,65985748,65934862,"+",1,224719788,"10","10","chromosome","Named chromosome",65.934862
"Infection within diets","LOC126293526","NC_064929.1",90382131,90529305,90455718,"-",1,224719788,"10","10","chromosome","Named chromosome",90.455718
"Infection within diets","LOC126293542","NC_064929.1",142915076,142936250,142925663,"+",1,224719788,"10","10","chromosome","Named chromosome",142.925663
"Infection within diets","LOC126293557","NC_064929.1",223036338,223647077,223341707.5,"-",1,224719788,"10","10","chromosome","Named chromosome",223.3417075
"Infection within diets","LOC126293577","NC_064929.1",160127920,160274846,160201383,"-",1,224719788,"10","10","chromosome","Named chromosome",160.201383
"Infection within diets","LOC126293578","NC_064929.1",115456053,115497643,115476848,"-",1,224719788,"10","10","chromosome","Named chromosome",115.476848
"Infection within diets","LOC126293579","NC_064929.1",115764465,115806615,115785540,"-",1,224719788,"10","10","chromosome","Named chromosome",115.78554
"Infection within diets","LOC126293587","NC_064929.1",67708693,67752918,67730805.5,"-",1,224719788,"10","10","chromosome","Named chromosome",67.7308055
"Infection within diets","LOC126293666","NC_064929.1",159934204,159969009,159951606.5,"+",1,224719788,"10","10","chromosome","Named chromosome",159.9516065
"Infection within diets","LOC126293672","NC_064929.1",141431807,141477248,141454527.5,"-",1,224719788,"10","10","chromosome","Named chromosome",141.4545275
"Infection within diets","LOC126293679","NC_064929.1",212928382,213006646,212967514,"-",1,224719788,"10","10","chromosome","Named chromosome",212.967514
"Infection within diets","LOC126293732","NC_064929.1",92145112,92853808,92499460,"-",1,224719788,"10","10","chromosome","Named chromosome",92.49946
"Infection within diets","LOC126293737","NC_064929.1",186888529,186985279,186936904,"-",1,224719788,"10","10","chromosome","Named chromosome",186.936904
"Infection within diets","LOC126294948","NC_064930.1",91258319,91350684,91304501.5,"+",1,157018166,"11","11","chromosome","Named chromosome",91.3045015
"Infection within diets","LOC126294949","NC_064930.1",91546182,91583287,91564734.5,"-",1,157018166,"11","11","chromosome","Named chromosome",91.5647345
"Infection within diets","LOC126294950","NC_064930.1",91626460,91798648,91712554,"+",1,157018166,"11","11","chromosome","Named chromosome",91.712554
"Infection within diets","LOC126294955","NC_064930.1",92280892,92346719,92313805.5,"+",1,157018166,"11","11","chromosome","Named chromosome",92.3138055
"Infection within diets","LOC126294995","NC_064930.1",136608665,136620524,136614594.5,"+",1,157018166,"11","11","chromosome","Named chromosome",136.6145945
"Infection within diets","LOC126295040","NC_064930.1",92080359,92143032,92111695.5,"+",1,157018166,"11","11","chromosome","Named chromosome",92.1116955
"Infection within diets","LOC126295041","NC_064930.1",92143198,92256927,92200062.5,"-",1,157018166,"11","11","chromosome","Named chromosome",92.2000625
"Infection within diets","LOC126295053","NC_064930.1",112853138,112943803,112898470.5,"+",1,157018166,"11","11","chromosome","Named chromosome",112.8984705
"Infection within diets","LOC126295063","NC_064930.1",141684616,142127852,141906234,"+",1,157018166,"11","11","chromosome","Named chromosome",141.906234
"Infection within diets","LOC126295065","NC_064930.1",142139303,142207307,142173305,"+",1,157018166,"11","11","chromosome","Named chromosome",142.173305
"Infection within diets","LOC126295163","NC_064930.1",110454812,110519250,110487031,"+",1,157018166,"11","11","chromosome","Named chromosome",110.487031
"Infection within diets","LOC126295285","NC_064920.1",342070911,342092800,342081855.5,"-",1,1209568729,"1","1","chromosome","Named chromosome",342.0818555
"Infection within diets","LOC126295329","NC_064930.1",81969423,82053706,82011564.5,"+",1,157018166,"11","11","chromosome","Named chromosome",82.0115645
"Infection within diets","LOC126295330","NC_064930.1",82316069,82366973,82341521,"-",1,157018166,"11","11","chromosome","Named chromosome",82.341521
"Infection within diets","LOC126295425","NC_064930.1",24762732,24855962,24809347,"-",1,157018166,"11","11","chromosome","Named chromosome",24.809347
"Infection within diets","LOC126295441","NC_064930.1",104981416,105079098,105030257,"-",1,157018166,"11","11","chromosome","Named chromosome",105.030257
"Infection within diets","LOC126295442","NC_064930.1",104830776,104913278,104872027,"-",1,157018166,"11","11","chromosome","Named chromosome",104.872027
"Infection within diets","LOC126295444","NC_064930.1",105092688,105159787,105126237.5,"+",1,157018166,"11","11","chromosome","Named chromosome",105.1262375
"Infection within diets","LOC126295468","NC_064930.1",63604889,63639659,63622274,"-",1,157018166,"11","11","chromosome","Named chromosome",63.622274
"Infection within diets","LOC126295494","NC_064930.1",150749588,150849476,150799532,"+",1,157018166,"11","11","chromosome","Named chromosome",150.799532
"Infection within diets","LOC126297379","NC_064931.1",402234408,402319563,402276985.5,"+",1,874623940,"X","X","chromosome","Named chromosome",402.2769855
