"DEG_family","gene_id","Description","gene_biotype","eggNOG_Description","eggNOG_name","GOs","KEGG_ko","KEGG_Pathway","PFAMs","annotation_text","base_physiology_theme","phase_related","phase_reference_source","physiology_theme"
"Infection within diets","LOC126354197","ATP-dependent RNA helicase glh-2-like","protein_coding",NA,NA,NA,NA,NA,NA,"ATP-dependent RNA helicase glh-2-like | NA | NA | NA | NA","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126354198","uncharacterized LOC126354198","protein_coding",NA,NA,NA,NA,NA,NA,"uncharacterized LOC126354198 | NA | NA | NA | NA","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126354226","ankyrin repeat and zinc finger domain-containing protein 1-like","protein_coding","ankyrin repeats","","","","","","ankyrin repeat and zinc finger domain-containing protein 1-like | ankyrin repeats | | |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126354241","sialin-like","protein_coding","It is involved in the biological process described with transmembrane transport","","GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0044425,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071944","ko:K12301","ko04142,map04142","MFS_1","sialin-like | It is involved in the biological process described with transmembrane transport | | MFS_1 | ko04142,map04142","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126354254","alkaline phosphatase-like","protein_coding","phosphatase activity. It is involved in the biological process described with metabolic process","","","","","","alkaline phosphatase-like | phosphatase activity. It is involved in the biological process described with metabolic process | | |","Other / unannotated genes",FALSE,"Thorax phase DEG","Other / unannotated genes"
"Infection within diets","LOC126354256","beta-1,3-glucan-binding protein-like","protein_coding","Glycosyl hydrolases family 16","","","","","Glyco_hydro_16","beta-1,3-glucan-binding protein-like | Glycosyl hydrolases family 16 | | Glyco_hydro_16 |","Immune-related",FALSE,"Not phase-related","Immune-related"
"Infection within diets","LOC126354272","uncharacterized LOC126354272","protein_coding","","","","","","","uncharacterized LOC126354272 | | | |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126354282","UDP-glucosyltransferase 2-like","protein_coding","Belongs to the UDP-glycosyltransferase family","","","","","","UDP-glucosyltransferase 2-like | Belongs to the UDP-glycosyltransferase family | | |","Other / unannotated genes",FALSE,"Thorax phase DEG","Other / unannotated genes"
"Infection within diets","LOC126354283","UDP-glucosyltransferase 2-like","protein_coding","Belongs to the UDP-glycosyltransferase family","","","","","","UDP-glucosyltransferase 2-like | Belongs to the UDP-glycosyltransferase family | | |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126354284","UDP-glucosyltransferase 2-like","protein_coding","Belongs to the UDP-glycosyltransferase family","","","","","","UDP-glucosyltransferase 2-like | Belongs to the UDP-glycosyltransferase family | | |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126354299","uncharacterized LOC126354299","lncRNA",NA,NA,NA,NA,NA,NA,"uncharacterized LOC126354299 | NA | NA | NA | NA","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126354322","uncharacterized LOC126354322","protein_coding","zinc finger","","","","","","uncharacterized LOC126354322 | zinc finger | | |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126354344","monocarboxylate transporter 7-like","protein_coding","It is involved in the biological process described with transmembrane transport","","GO:0003008,GO:0003014,GO:0003674,GO:0005215,GO:0005342,GO:0005575,GO:0006810,GO:0006811,GO:0006820,GO:0008028,GO:0008150,GO:0008509,GO:0008514,GO:0009636,GO:0015075,GO:0015318,GO:0015711,GO:0015718,GO:0015849,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0032501,GO:0034220,GO:0042221,GO:0044425,GO:0046903,GO:0046942,GO:0046943,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0097254,GO:0098656,GO:1903825,GO:1905039","","","MFS_1","monocarboxylate transporter 7-like | It is involved in the biological process described with transmembrane transport | | MFS_1 |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126354407","juvenile hormone esterase-like","protein_coding","Belongs to the type-B carboxylesterase lipase family","","","","","","juvenile hormone esterase-like | Belongs to the type-B carboxylesterase lipase family | | |","Lipid synthesis / metabolism",FALSE,"Not phase-related","Lipid synthesis / metabolism"
"Infection within diets","LOC126354418","uncharacterized LOC126354418","lncRNA",NA,NA,NA,NA,NA,NA,"uncharacterized LOC126354418 | NA | NA | NA | NA","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126354460","15-hydroxyprostaglandin dehydrogenase [NAD(+)]-like","protein_coding","Belongs to the short-chain dehydrogenases reductases (SDR) family","","","ko:K00069","ko05202,map05202","adh_short","15-hydroxyprostaglandin dehydrogenase [NAD(+)]-like | Belongs to the short-chain dehydrogenases reductases (SDR) family | | adh_short | ko05202,map05202","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126354501","condensin complex subunit 1-like","protein_coding","Regulatory subunit of the condensin complex, a complex required for conversion of interphase chromatin into mitotic-like condense chromosomes. The condensin complex probably introduces positive supercoils into relaxed DNA in the presence of type I topoisomerases and converts nicked DNA into positive knotted forms in the presence of type II topoisomerases","","GO:0000003,GO:0000070,GO:0000228,GO:0000278,GO:0000280,GO:0000785,GO:0000793,GO:0000794,GO:0000796,GO:0000799,GO:0000819,GO:0003674,GO:0003682,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005737,GO:0006323,GO:0006996,GO:0007049,GO:0007059,GO:0007076,GO:0008150,GO:0009987,GO:0010032,GO:0016043,GO:0022402,GO:0022414,GO:0030261,GO:0031974,GO:0031981,GO:0032991,GO:0042393,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044454,GO:0044464,GO:0044815,GO:0048285,GO:0051276,GO:0051304,GO:0051321,GO:0070013,GO:0070192,GO:0071103,GO:0071840,GO:0098813,GO:0140014,GO:1903046,GO:1903047","ko:K06677","ko04111,map04111","Cnd1,Cnd1_N","condensin complex subunit 1-like | Regulatory subunit of the condensin complex, a complex required for conversion of interphase chromatin into mitotic-like condense chromosomes. The condensin complex probably introduces positive supercoils into relaxed DNA in the presence of type I topoisomerases and converts nicked DNA into positive knotted forms in the presence of type II topoisomerases | | Cnd1,Cnd1_N | ko04111,map04111","Other / unannotated genes",TRUE,"Head + thorax phase DEG","Phase-related changes"
"Infection within diets","LOC126354504","NADH-ubiquinone oxidoreductase chain 5-like","protein_coding","Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) that is believed to belong to the minimal assembly required for catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone","ND5","","ko:K03883","ko00190,ko01100,ko04714,ko04723,ko05012,map00190,map01100,map04714,map04723,map05012","NADH5_C,Proton_antipo_M,Proton_antipo_N","NADH-ubiquinone oxidoreductase chain 5-like | Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) that is believed to belong to the minimal assembly required for catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone | ND5 | NADH5_C,Proton_antipo_M,Proton_antipo_N | ko00190,ko01100,ko04714,ko04723,ko05012,map00190,map01100,map04714,map04723,map05012","Detoxification / stress",FALSE,"Not phase-related","Detoxification / stress"
"Infection within diets","LOC126354521","cuticle protein 18.6-like","protein_coding",NA,NA,NA,NA,NA,NA,"cuticle protein 18.6-like | NA | NA | NA | NA","Other / unannotated genes",TRUE,"Head + thorax phase DEG","Phase-related changes"
"Infection within diets","LOC126354542","testis-expressed protein 47-like","protein_coding","","","","","","","testis-expressed protein 47-like | | | |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126354547","cuticle protein 16.5-like","protein_coding",NA,NA,NA,NA,NA,NA,"cuticle protein 16.5-like | NA | NA | NA | NA","Other / unannotated genes",TRUE,"Head + thorax phase DEG","Phase-related changes"
"Infection within diets","LOC126354550","cuticle protein 16.5-like","protein_coding",NA,NA,NA,NA,NA,NA,"cuticle protein 16.5-like | NA | NA | NA | NA","Other / unannotated genes",TRUE,"Head + thorax phase DEG","Phase-related changes"
"Infection within diets","LOC126354561","uncharacterized LOC126354561","protein_coding","","","","","","","uncharacterized LOC126354561 | | | |","Other / unannotated genes",FALSE,"Thorax phase DEG","Other / unannotated genes"
"Infection within diets","LOC126354567","uncharacterized LOC126354567","protein_coding","helix loop helix domain","","","ko:K09067","","HLH","uncharacterized LOC126354567 | helix loop helix domain | | HLH |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126354579","facilitated trehalose transporter Tret1","protein_coding","Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family","","","ko:K08145","","Sugar_tr","facilitated trehalose transporter Tret1 | Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family | | Sugar_tr |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126354583","syntaxin-like","protein_coding","Belongs to the syntaxin family","Syx1A","GO:0000149,GO:0000278,GO:0000281,GO:0000910,GO:0001505,GO:0003674,GO:0005484,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006810,GO:0006836,GO:0006886,GO:0006887,GO:0006904,GO:0006906,GO:0006996,GO:0007049,GO:0007154,GO:0007267,GO:0007268,GO:0007269,GO:0007274,GO:0007275,GO:0007317,GO:0007349,GO:0007444,GO:0007482,GO:0008021,GO:0008104,GO:0008150,GO:0009653,GO:0009888,GO:0009987,GO:0012505,GO:0015031,GO:0015833,GO:0016020,GO:0016021,GO:0016043,GO:0016050,GO:0016079,GO:0016081,GO:0016192,GO:0017156,GO:0022402,GO:0022406,GO:0023052,GO:0023061,GO:0030133,GO:0030424,GO:0031201,GO:0031224,GO:0031410,GO:0031629,GO:0031982,GO:0032501,GO:0032502,GO:0032879,GO:0032940,GO:0032991,GO:0033036,GO:0033267,GO:0034613,GO:0035216,GO:0035295,GO:0042886,GO:0042995,GO:0043005,GO:0043195,GO:0043226,GO:0043227,GO:0043229,GO:0043679,GO:0043900,GO:0044087,GO:0044306,GO:0044424,GO:0044425,GO:0044444,GO:0044456,GO:0044463,GO:0044464,GO:0045026,GO:0045055,GO:0045184,GO:0045202,GO:0045595,GO:0045995,GO:0046903,GO:0046907,GO:0048278,GO:0048284,GO:0048489,GO:0048513,GO:0048646,GO:0048731,GO:0048736,GO:0048737,GO:0048856,GO:0050789,GO:0050793,GO:0050794,GO:0051128,GO:0051179,GO:0051234,GO:0051239,GO:0051301,GO:0051640,GO:0051641,GO:0051648,GO:0051649,GO:0051650,GO:0051656,GO:0060281,GO:0060284,GO:0060341,GO:0060429,GO:0061024,GO:0061025,GO:0061640,GO:0065007,GO:0065008,GO:0070382,GO:0070727,GO:0071702,GO:0071705,GO:0071840,GO:0071944,GO:0090174,GO:0097458,GO:0097479,GO:0097480,GO:0097708,GO:0098793,GO:0098796,GO:0098916,GO:0099003,GO:0099500,GO:0099503,GO:0099504,GO:0099536,GO:0099537,GO:0099643,GO:0120025,GO:0120038,GO:0140029,GO:0140056,GO:0150034,GO:1902875,GO:1903047,GO:1903429,GO:1904580,GO:1905879,GO:2000026,GO:2000241","ko:K04560","ko04130,ko04721,ko04911,ko05031,map04130,map04721,map04911,map05031","SNARE,Syntaxin","syntaxin-like | Belongs to the syntaxin family | Syx1A | SNARE,Syntaxin | ko04130,ko04721,ko04911,ko05031,map04130,map04721,map04911,map05031","Other / unannotated genes",FALSE,"Head phase DEG","Other / unannotated genes"
"Infection within diets","LOC126354588","ribonucleoside-diphosphate reductase subunit M2 B-like","protein_coding","Oxidoreductase activity. It is involved in the biological process described with","RnrS","GO:0003674,GO:0003824,GO:0004748,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005971,GO:0006139,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006919,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009165,GO:0009262,GO:0009263,GO:0009893,GO:0009987,GO:0010604,GO:0010941,GO:0010942,GO:0010950,GO:0010952,GO:0016491,GO:0016725,GO:0016728,GO:0018130,GO:0019222,GO:0019438,GO:0019637,GO:0030162,GO:0031323,GO:0031325,GO:0032268,GO:0032270,GO:0032991,GO:0034641,GO:0034654,GO:0042981,GO:0043065,GO:0043067,GO:0043068,GO:0043085,GO:0043280,GO:0043281,GO:0044093,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0045862,GO:0046483,GO:0048518,GO:0048522,GO:0050789,GO:0050790,GO:0050794,GO:0051171,GO:0051173,GO:0051246,GO:0051247,GO:0051336,GO:0051345,GO:0052547,GO:0052548,GO:0055086,GO:0055114,GO:0060255,GO:0061731,GO:0065007,GO:0065009,GO:0071704,GO:0080090,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901576,GO:1902494,GO:1990204,GO:2000116,GO:2001056","ko:K10808","ko00230,ko00240,ko00480,ko00983,ko01100,ko04115,map00230,map00240,map00480,map00983,map01100,map04115","Ribonuc_red_sm","ribonucleoside-diphosphate reductase subunit M2 B-like | Oxidoreductase activity. It is involved in the biological process described with | RnrS | Ribonuc_red_sm | ko00230,ko00240,ko00480,ko00983,ko01100,ko04115,map00230,map00240,map00480,map00983,map01100,map04115","Detoxification / stress",TRUE,"Head + thorax phase DEG","Detoxification / stress"
"Infection within diets","LOC126354594","protein hairy","protein_coding","Hairy Orange","","","ko:K09090","","HLH,Hairy_orange","protein hairy | Hairy Orange | | HLH,Hairy_orange |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126354620","putative fatty acyl-CoA reductase CG5065","protein_coding","Catalyzes the reduction of fatty acyl-CoA to fatty alcohols","","GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005777,GO:0005778,GO:0005779,GO:0006139,GO:0006163,GO:0006637,GO:0006725,GO:0006732,GO:0006753,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009150,GO:0009259,GO:0009987,GO:0010025,GO:0010166,GO:0016020,GO:0016021,GO:0016491,GO:0016620,GO:0016903,GO:0019637,GO:0019693,GO:0031090,GO:0031224,GO:0031231,GO:0031300,GO:0031301,GO:0031903,GO:0033865,GO:0033875,GO:0034032,GO:0034641,GO:0035336,GO:0035337,GO:0035383,GO:0042579,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043603,GO:0044237,GO:0044238,GO:0044281,GO:0044422,GO:0044424,GO:0044425,GO:0044438,GO:0044439,GO:0044444,GO:0044446,GO:0044464,GO:0046483,GO:0050062,GO:0051186,GO:0055086,GO:0055114,GO:0071704,GO:0072521,GO:0080019,GO:0098588,GO:0098805,GO:1901135,GO:1901360,GO:1901564,GO:1901568,GO:1901570,GO:1901576","ko:K13356","ko00073,ko04146,ko04212,map00073,map04146,map04212","NAD_binding_4,Sterile","putative fatty acyl-CoA reductase CG5065 | Catalyzes the reduction of fatty acyl-CoA to fatty alcohols | | NAD_binding_4,Sterile | ko00073,ko04146,ko04212,map00073,map04146,map04212","Lipid synthesis / metabolism",FALSE,"Thorax phase DEG","Lipid synthesis / metabolism"
"Infection within diets","LOC126354633","UDP-glycosyltransferase UGT5-like","protein_coding","Belongs to the UDP-glycosyltransferase family","","","","","","UDP-glycosyltransferase UGT5-like | Belongs to the UDP-glycosyltransferase family | | |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126354649","UDP-glucosyltransferase 2-like","protein_coding","Belongs to the UDP-glycosyltransferase family","","","ko:K00699","ko00040,ko00053,ko00140,ko00830,ko00860,ko00980,ko00982,ko00983,ko01100,ko01110,ko05204,map00040,map00053,map00140,map00830,map00860,map00980,map00982,map00983,map01100,map01110,map05204","UDPGT","UDP-glucosyltransferase 2-like | Belongs to the UDP-glycosyltransferase family | | UDPGT | ko00040,ko00053,ko00140,ko00830,ko00860,ko00980,ko00982,ko00983,ko01100,ko01110,ko05204,map00040,map00053,map00140,map00830,map00860,map00980,map00982,map00983,map01100,map01110,map05204","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126354656","inter-alpha-trypsin inhibitor heavy chain H4-like","protein_coding","Vault protein inter-alpha-trypsin domain","","","","","","inter-alpha-trypsin inhibitor heavy chain H4-like | Vault protein inter-alpha-trypsin domain | | |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126354658","WD repeat-containing protein 54-like","protein_coding","WD40 repeats","","","","","WD40","WD repeat-containing protein 54-like | WD40 repeats | | WD40 |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126354672","F-box only protein 32","protein_coding","F-box only protein","","GO:0000151,GO:0005575,GO:0005622,GO:0005623,GO:0006508,GO:0006511,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0010498,GO:0019005,GO:0019538,GO:0019941,GO:0030163,GO:0031146,GO:0031461,GO:0032991,GO:0043161,GO:0043170,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044424,GO:0044464,GO:0051603,GO:0071704,GO:1901564,GO:1901565,GO:1901575,GO:1902494,GO:1990234","ko:K10305","ko04068,map04068","","F-box only protein 32 | F-box only protein | | | ko04068,map04068","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126354677","inter-alpha-trypsin inhibitor heavy chain H4-like","protein_coding","Vault protein inter-alpha-trypsin domain","","","","","","inter-alpha-trypsin inhibitor heavy chain H4-like | Vault protein inter-alpha-trypsin domain | | |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126354689","uncharacterized LOC126354689","protein_coding",NA,NA,NA,NA,NA,NA,"uncharacterized LOC126354689 | NA | NA | NA | NA","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126354701","venom carboxylesterase-6-like","protein_coding","Belongs to the type-B carboxylesterase lipase family","","","","","","venom carboxylesterase-6-like | Belongs to the type-B carboxylesterase lipase family | | |","Lipid synthesis / metabolism",FALSE,"Not phase-related","Lipid synthesis / metabolism"
"Infection within diets","LOC126354702","juvenile hormone esterase-like","protein_coding","Belongs to the type-B carboxylesterase lipase family","","","","","","juvenile hormone esterase-like | Belongs to the type-B carboxylesterase lipase family | | |","Lipid synthesis / metabolism",FALSE,"Not phase-related","Lipid synthesis / metabolism"
"Infection within diets","LOC126354707","esterase FE4-like","protein_coding","Belongs to the type-B carboxylesterase lipase family","","","","","","esterase FE4-like | Belongs to the type-B carboxylesterase lipase family | | |","Lipid synthesis / metabolism",FALSE,"Head phase DEG","Lipid synthesis / metabolism"
"Infection within diets","LOC126354710","rap guanine nucleotide exchange factor 4","protein_coding","cAMP-dependent protein kinase regulator activity. It is involved in the biological process described with","","GO:0008150,GO:0009966,GO:0010646,GO:0023051,GO:0032487,GO:0046578,GO:0048583,GO:0050789,GO:0050794,GO:0051056,GO:0065007,GO:1902531","ko:K04351","ko04015,ko04024,ko04072,ko04261,ko04670,ko04911,map04015,map04024,map04072,map04261,map04670,map04911","DEP,RasGEF,RasGEF_N,cNMP_binding","rap guanine nucleotide exchange factor 4 | cAMP-dependent protein kinase regulator activity. It is involved in the biological process described with | | DEP,RasGEF,RasGEF_N,cNMP_binding | ko04015,ko04024,ko04072,ko04261,ko04670,ko04911,map04015,map04024,map04072,map04261,map04670,map04911","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126354750","proton-coupled amino acid transporter-like protein CG1139","protein_coding","amino acid transporter","","GO:0003333,GO:0003674,GO:0005215,GO:0005342,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005774,GO:0006810,GO:0006811,GO:0006820,GO:0006865,GO:0008150,GO:0008509,GO:0008514,GO:0015075,GO:0015171,GO:0015318,GO:0015711,GO:0015849,GO:0016020,GO:0022857,GO:0031090,GO:0034220,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0046942,GO:0046943,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0098588,GO:0098656,GO:0098805,GO:1903825,GO:1905039","ko:K14209","ko04138,map04138","Aa_trans","proton-coupled amino acid transporter-like protein CG1139 | amino acid transporter | | Aa_trans | ko04138,map04138","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126354788","proton-coupled amino acid transporter-like protein pathetic","protein_coding","amino acid transporter","","GO:0003333,GO:0003674,GO:0005215,GO:0005342,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005774,GO:0006810,GO:0006811,GO:0006820,GO:0006865,GO:0008150,GO:0008509,GO:0008514,GO:0015075,GO:0015171,GO:0015318,GO:0015711,GO:0015849,GO:0016020,GO:0022857,GO:0031090,GO:0034220,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0046942,GO:0046943,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0098588,GO:0098656,GO:0098805,GO:1903825,GO:1905039","ko:K14209","ko04138,map04138","Aa_trans","proton-coupled amino acid transporter-like protein pathetic | amino acid transporter | | Aa_trans | ko04138,map04138","Other / unannotated genes",FALSE,"Thorax phase DEG","Other / unannotated genes"
"Infection within diets","LOC126354826","monocarboxylate transporter 9-like","protein_coding","Major Facilitator Superfamily","","","","","MFS_1","monocarboxylate transporter 9-like | Major Facilitator Superfamily | | MFS_1 |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126354828","monocarboxylate transporter 13-like","protein_coding","It is involved in the biological process described with transmembrane transport","","","","","","monocarboxylate transporter 13-like | It is involved in the biological process described with transmembrane transport | | |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126354870","patched domain-containing protein 3","protein_coding","Hedgehog receptor activity","Ptr","GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0012506,GO:0016020,GO:0030659,GO:0031090,GO:0031410,GO:0031982,GO:0043226,GO:0043227,GO:0043229,GO:0044422,GO:0044424,GO:0044433,GO:0044444,GO:0044446,GO:0044464,GO:0071944,GO:0097708","","","Patched","patched domain-containing protein 3 | Hedgehog receptor activity | Ptr | Patched |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126354913","uncharacterized LOC126354913","lncRNA",NA,NA,NA,NA,NA,NA,"uncharacterized LOC126354913 | NA | NA | NA | NA","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126354914","death-associated inhibitor of apoptosis 2-like","protein_coding","Baculoviral inhibition of apoptosis protein repeat","","GO:0000003,GO:0000209,GO:0001667,GO:0002009,GO:0002020,GO:0002064,GO:0002065,GO:0002066,GO:0002165,GO:0003006,GO:0003674,GO:0003824,GO:0004842,GO:0004857,GO:0004866,GO:0004869,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006464,GO:0006508,GO:0006511,GO:0006807,GO:0006915,GO:0006928,GO:0006996,GO:0006997,GO:0007275,GO:0007276,GO:0007281,GO:0007283,GO:0007286,GO:0007289,GO:0007292,GO:0007297,GO:0007298,GO:0007423,GO:0007444,GO:0007455,GO:0007469,GO:0007552,GO:0007560,GO:0008150,GO:0008152,GO:0008219,GO:0008270,GO:0008354,GO:0008356,GO:0009056,GO:0009057,GO:0009653,GO:0009791,GO:0009886,GO:0009887,GO:0009888,GO:0009892,GO:0009893,GO:0009966,GO:0009967,GO:0009987,GO:0010466,GO:0010468,GO:0010604,GO:0010605,GO:0010629,GO:0010631,GO:0010646,GO:0010647,GO:0010721,GO:0010941,GO:0010951,GO:0010955,GO:0012501,GO:0016043,GO:0016477,GO:0016567,GO:0016740,GO:0019222,GO:0019538,GO:0019787,GO:0019788,GO:0019899,GO:0019941,GO:0019953,GO:0022412,GO:0022414,GO:0022416,GO:0022603,GO:0023051,GO:0023056,GO:0030111,GO:0030154,GO:0030162,GO:0030163,GO:0030177,GO:0030234,GO:0030414,GO:0030707,GO:0030855,GO:0031323,GO:0031324,GO:0031325,GO:0031396,GO:0031398,GO:0031399,GO:0031401,GO:0031624,GO:0031625,GO:0032268,GO:0032269,GO:0032270,GO:0032446,GO:0032501,GO:0032502,GO:0032504,GO:0035107,GO:0035114,GO:0035214,GO:0035239,GO:0035295,GO:0036211,GO:0040011,GO:0042981,GO:0043027,GO:0043028,GO:0043066,GO:0043067,GO:0043069,GO:0043086,GO:0043154,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043281,GO:0043412,GO:0043632,GO:0044092,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044389,GO:0044390,GO:0044424,GO:0044464,GO:0044703,GO:0045035,GO:0045116,GO:0045595,GO:0045596,GO:0045861,GO:0046668,GO:0046669,GO:0046671,GO:0046673,GO:0046872,GO:0046914,GO:0048232,GO:0048468,GO:0048477,GO:0048513,GO:0048515,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048563,GO:0048569,GO:0048583,GO:0048584,GO:0048609,GO:0048707,GO:0048729,GO:0048731,GO:0048736,GO:0048737,GO:0048800,GO:0048856,GO:0048869,GO:0048870,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0051093,GO:0051171,GO:0051172,GO:0051173,GO:0051179,GO:0051239,GO:0051241,GO:0051246,GO:0051247,GO:0051248,GO:0051301,GO:0051336,GO:0051346,GO:0051603,GO:0051674,GO:0051704,GO:0051865,GO:0052547,GO:0052548,GO:0060255,GO:0060284,GO:0060429,GO:0060548,GO:0060562,GO:0060828,GO:0061134,GO:0061135,GO:0061630,GO:0061659,GO:0061663,GO:0065007,GO:0065009,GO:0070613,GO:0070647,GO:0070936,GO:0071704,GO:0071840,GO:0080090,GO:0089720,GO:0090130,GO:0090132,GO:0090263,GO:0097340,GO:0097341,GO:0098772,GO:0140096,GO:1900117,GO:1900118,GO:1901564,GO:1901565,GO:1901575,GO:1903317,GO:1903318,GO:1903320,GO:1903322,GO:1990001,GO:1990381,GO:2000026,GO:2000027,GO:2000116,GO:2000117,GO:2001270,GO:2001271","ko:K16061","ko04120,ko04215,ko05145,ko05200,ko05222,map04120,map04215,map05145,map05200,map05222","BIR,zf-C3HC4_3","death-associated inhibitor of apoptosis 2-like | Baculoviral inhibition of apoptosis protein repeat | | BIR,zf-C3HC4_3 | ko04120,ko04215,ko05145,ko05200,ko05222,map04120,map04215,map05145,map05200,map05222","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
