method	qseqid	gene_id	seqid	qlen	sseqid	taxid	scientific_name	broad_group	lineage	pident	length	qcovhsp	evalue	bitscore	stitle
DIAMOND nr_cluster_seq	XP_049847876.1	LOC126304744	NW_026061732.1	826	KAM9972031.1	44689	Dictyostelium discoideum	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Dictyosteliales;Dictyosteliaceae;Dictyostelium;Dictyostelium discoideum	23.3	764	88.0	1.05e-41	178	KAM9972031.1 hypothetical protein ACTFIW_012021 [Dictyostelium discoideum]
DIAMOND nr_cluster_seq	XP_049847877.1	LOC126304744	NW_026061732.1	689	KAJ5077829.1	1746090	Anaeramoeba ignava	Other Eukaryota	root;cellular organisms;Eukaryota;Metamonada;Anaeramoebidae;Anaeramoeba;Anaeramoeba ignava	23.6	677	94.9	1.02e-44	184	KAJ5077829.1 esophageal cancer associated protein [Anaeramoeba ignava]
DIAMOND nr_cluster_seq	XP_049847878.1	LOC126304744	NW_026061732.1	826	KAJ5077829.1	1746090	Anaeramoeba ignava	Other Eukaryota	root;cellular organisms;Eukaryota;Metamonada;Anaeramoebidae;Anaeramoeba;Anaeramoeba ignava	22.8	740	84.5	2.55e-44	185	KAJ5077829.1 esophageal cancer associated protein [Anaeramoeba ignava]
DIAMOND nr_cluster_seq	XP_049847878.1	LOC126304744	NW_026061732.1	826	KAM9957391.1	44689	Dictyostelium discoideum	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Dictyosteliales;Dictyosteliaceae;Dictyostelium;Dictyostelium discoideum	23.3	764	88.0	4.50e-42	178	KAM9957391.1 hypothetical protein ACTFIR_009496 [Dictyostelium discoideum]
DIAMOND nr_cluster_seq	XP_049847878.1	LOC126304744	NW_026061732.1	826	KAM9997525.1	3454433	Dictyostelium cf. discoideum	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Dictyosteliales;Dictyosteliaceae;Dictyostelium;Dictyostelium cf. discoideum	23.4	764	88.0	4.56e-42	179	KAM9997525.1 hypothetical protein ACTFIZ_011012 [Dictyostelium cf. discoideum]
DIAMOND nr_cluster_seq	XP_049847878.1	LOC126304744	NW_026061732.1	826	PRP82774.1	1890364	Planoprotostelium fungivorum	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Evosea;Variosea;Cavosteliida;Cavosteliaceae;Planoprotostelium;Planoprotostelium fungivorum	22.0	750	88.7	4.57e-42	178	PRP82774.1 hypothetical protein PROFUN_09859 [Planoprotostelium fungivorum]
DIAMOND nr_cluster_seq	XP_049847878.1	LOC126304744	NW_026061732.1	826	XP_644589.1	352472	Dictyostelium discoideum AX4	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Dictyosteliales;Dictyosteliaceae;Dictyostelium;Dictyostelium discoideum;Dictyostelium discoideum AX4	23.3	764	88.0	5.95e-42	178	XP_644589.1 hypothetical protein DDB_G0273473 [Dictyostelium discoideum AX4]
DIAMOND nr_cluster_seq	XP_049847878.1	LOC126304744	NW_026061732.1	826	KAM9972031.1	44689	Dictyostelium discoideum	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Dictyosteliales;Dictyosteliaceae;Dictyostelium;Dictyostelium discoideum	23.3	764	88.0	1.05e-41	178	KAM9972031.1 hypothetical protein ACTFIW_012021 [Dictyostelium discoideum]
DIAMOND nr_cluster_seq	XP_049847879.1	LOC126304744	NW_026061732.1	689	KAJ5077829.1	1746090	Anaeramoeba ignava	Other Eukaryota	root;cellular organisms;Eukaryota;Metamonada;Anaeramoebidae;Anaeramoeba;Anaeramoeba ignava	23.6	677	94.9	1.02e-44	184	KAJ5077829.1 esophageal cancer associated protein [Anaeramoeba ignava]
DIAMOND nr_cluster_seq	XP_049847880.1	LOC126304744	NW_026061732.1	865	KAJ5077829.1	1746090	Anaeramoeba ignava	Other Eukaryota	root;cellular organisms;Eukaryota;Metamonada;Anaeramoebidae;Anaeramoeba;Anaeramoeba ignava	22.8	740	80.7	3.49e-44	185	KAJ5077829.1 esophageal cancer associated protein [Anaeramoeba ignava]
DIAMOND nr_cluster_seq	XP_049847880.1	LOC126304744	NW_026061732.1	865	KAM9957391.1	44689	Dictyostelium discoideum	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Dictyosteliales;Dictyosteliaceae;Dictyostelium;Dictyostelium discoideum	23.3	764	84.0	5.98e-42	178	KAM9957391.1 hypothetical protein ACTFIR_009496 [Dictyostelium discoideum]
DIAMOND nr_cluster_seq	XP_049847880.1	LOC126304744	NW_026061732.1	865	PRP82774.1	1890364	Planoprotostelium fungivorum	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Evosea;Variosea;Cavosteliida;Cavosteliaceae;Planoprotostelium;Planoprotostelium fungivorum	22.0	750	84.7	6.07e-42	178	PRP82774.1 hypothetical protein PROFUN_09859 [Planoprotostelium fungivorum]
DIAMOND nr_cluster_seq	XP_049847880.1	LOC126304744	NW_026061732.1	865	KAM9997525.1	3454433	Dictyostelium cf. discoideum	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Dictyosteliales;Dictyosteliaceae;Dictyostelium;Dictyostelium cf. discoideum	23.4	764	84.0	6.41e-42	179	KAM9997525.1 hypothetical protein ACTFIZ_011012 [Dictyostelium cf. discoideum]
DIAMOND nr_cluster_seq	XP_049847880.1	LOC126304744	NW_026061732.1	865	XP_644589.1	352472	Dictyostelium discoideum AX4	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Dictyosteliales;Dictyosteliaceae;Dictyostelium;Dictyostelium discoideum;Dictyostelium discoideum AX4	23.3	764	84.0	7.89e-42	178	XP_644589.1 hypothetical protein DDB_G0273473 [Dictyostelium discoideum AX4]
DIAMOND nr_cluster_seq	XP_049847880.1	LOC126304744	NW_026061732.1	865	KAM9972031.1	44689	Dictyostelium discoideum	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Dictyosteliales;Dictyosteliaceae;Dictyostelium;Dictyostelium discoideum	23.3	764	84.0	1.46e-41	178	KAM9972031.1 hypothetical protein ACTFIW_012021 [Dictyostelium discoideum]
DIAMOND nr_cluster_seq	XP_049847881.1	LOC126304744	NW_026061732.1	187	KAJ3320293.1	2724214	Blyttiomyces sp. JEL0837	Fungi	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;chytridiomyceta;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;Chytridiomycetes incertae sedis;Blyttiomyces;unclassified Blyttiomyces;Blyttiomyces sp. JEL0837	59.5	190	98.9	3.22e-68	216	KAJ3320293.1 Ras- protein Rap-1A [Blyttiomyces sp. JEL0837]
DIAMOND nr_cluster_seq	XP_049847881.1	LOC126304744	NW_026061732.1	187	MDP2437245.1	1906665	archaeon	Archaea	root;cellular organisms;Archaea;unclassified Archaea;archaeon	62.6	174	93.0	4.58e-68	216	MDP2437245.1 Ras-related Rap1 family protein [archaeon]
DIAMOND nr_cluster_seq	XP_049847881.1	LOC126304744	NW_026061732.1	187	XP_065066892.1	499914	Rhopilema esculentum	Other Metazoa	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Cnidaria;Scyphozoa;Rhizostomeae;Rhizostomatidae;Rhopilema;Rhopilema esculentum	61.2	188	98.9	1.22e-67	214	XP_065066892.1 ras-related protein Rap-1A-like [Rhopilema esculentum]
DIAMOND nr_cluster_seq	XP_049847881.1	LOC126304744	NW_026061732.1	187	KAK6482357.1	61971	Huso huso	Other Metazoa	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Chondrostei;Acipenseriformes;Acipenseroidei;Acipenseridae;Husinae;Huso;Huso huso	60.7	183	97.9	2.21e-67	215	KAK6482357.1 ras-related protein Rap-1b [Huso huso]
DIAMOND nr_cluster_seq	XP_049847881.1	LOC126304744	NW_026061732.1	187	EPZ31827.1	988480	Rozella allomycis CSF55	Fungi	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Rozellomycota;Rozellomycota incertae sedis;Rozella;Rozella allomycis;Rozella allomycis CSF55	59.6	188	98.9	2.47e-67	214	EPZ31827.1 Ras-related protein Rap-1A [Rozella allomycis CSF55]
DIAMOND nr_cluster_seq	XP_049847881.1	LOC126304744	NW_026061732.1	187	NP_001297935.1	8010	Esox lucius	Other Metazoa	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Protacanthopterygii;Esociformes;Esocidae;Esox;Esox lucius	60.8	181	96.8	2.55e-67	214	NP_001297935.1 ras-related protein Rap-1b [Esox lucius]
DIAMOND nr_cluster_seq	XP_049847881.1	LOC126304744	NW_026061732.1	187	KAJ8398858.1	143900	Aldrovandia affinis	Other Metazoa	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Elopocephalai;Elopocephala;Elopomorpha;Notacanthiformes;Halosauridae;Aldrovandia;Aldrovandia affinis	61.3	181	96.8	2.59e-67	214	KAJ8398858.1 hypothetical protein AAFF_G00417660 [Aldrovandia affinis]
DIAMOND nr_cluster_seq	XP_049847881.1	LOC126304744	NW_026061732.1	187	NP_001002152.1	7955	Danio rerio	Other Metazoa	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Ostariophysi;Otophysi;Cypriniphysae;Cypriniformes;Cyprinoidei;Danionidae;Danioninae;Danio;Danio rerio	57.9	190	98.9	3.73e-67	213	NP_001002152.1 RAP1A, member of RAS oncogene family a [Danio rerio]
DIAMOND nr_cluster_seq	XP_049847881.1	LOC126304744	NW_026061732.1	187	KAF2074681.1	133409	Polysphondylium violaceum	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Dictyosteliales;Dictyosteliaceae;Polysphondylium;Polysphondylium violaceum	58.1	191	98.9	4.12e-67	213	KAF2074681.1 hypothetical protein CYY_004031 [Polysphondylium violaceum]
DIAMOND nr_cluster_seq	XP_049847881.1	LOC126304744	NW_026061732.1	187	AAB58345.1	5791	Badhamia polycephala	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Myxogastria;Myxogastromycetidae;Physariida;Physaraceae;Badhamia;Badhamia polycephala	60.0	190	98.4	1.03e-66	212	AAB58345.1 Pprap1 protein, partial [Badhamia polycephala]
DIAMOND nr_cluster_seq	XP_049847881.1	LOC126304744	NW_026061732.1	187	XP_012753652.1	1410327	Acytostelium subglobosum LB1	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Acytosteliales;Acytosteliaceae;Acytostelium;Acytostelium subglobosum;Acytostelium subglobosum LB1	61.1	185	97.9	1.05e-66	214	XP_012753652.1 hypothetical protein SAMD00019534_063780 [Acytostelium subglobosum LB1]
DIAMOND nr_cluster_seq	XP_049847881.1	LOC126304744	NW_026061732.1	187	XP_020431599.1	670386	Heterostelium album PN500	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Acytosteliales;Acytosteliaceae;Heterostelium;Heterostelium album;Heterostelium album PN500	59.6	188	98.4	1.24e-66	214	XP_020431599.1 Ras-related Rap1 family protein [Heterostelium album PN500]
DIAMOND nr_cluster_seq	XP_049847881.1	LOC126304744	NW_026061732.1	187	KAI9022210.1	269771	Phycomyces nitens	Fungi	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Phycomycetaceae;Phycomyces;Phycomyces nitens	58.0	188	98.9	1.42e-66	212	KAI9022210.1 ras related protein 1b [Phycomyces nitens]
DIAMOND nr_cluster_seq	XP_049847881.1	LOC126304744	NW_026061732.1	187	KAG4095474.1	2767002	Neocallimastix lanati (nom. inval.)	Fungi	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;chytridiomyceta;Neocallimastigomycota;Neocallimastigomycetes;Neocallimastigales;Neocallimastigaceae;Neocallimastix;unclassified Neocallimastix;Neocallimastix lanati (nom. inval.)	57.9	190	98.9	1.53e-66	212	KAG4095474.1 small GTPase superfamily [Neocallimastix lanati (nom. inval.)]
DIAMOND nr_cluster_seq	XP_049847881.1	LOC126304744	NW_026061732.1	187	XP_057296331.1	13093	Hydractinia symbiolongicarpus	Other Metazoa	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Cnidaria;Hydrozoa;Hydroidolina;Anthoathecata;Filifera;Hydractiniidae;Hydractinia;Hydractinia symbiolongicarpus	58.4	190	98.9	2.15e-66	211	XP_057296331.1 ras-related protein Rap-1b isoform X3 [Hydractinia symbiolongicarpus]
DIAMOND nr_cluster_seq	XP_049847881.1	LOC126304744	NW_026061732.1	187	XP_065312805.1	3053472	Gordionus sp. m RMFG-2023	Other Metazoa	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematomorpha;Gordioida;Chordodea;Chordodoidea;Parachordodidae;Gordionus;unclassified Gordionus;Gordionus sp. m RMFG-2023	59.7	181	96.8	2.22e-66	211	XP_065312805.1 ras-related protein Rap-1b [Gordionus sp. m RMFG-2023]
DIAMOND nr_cluster_seq	XP_049847881.1	LOC126304744	NW_026061732.1	187	KAO0414150.1	66527	Balamuthia mandrillaris	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Discosea;Longamoebia;Centramoebida;Balamuthiidae;Balamuthia;Balamuthia mandrillaris	62.2	172	92.0	2.45e-66	211	KAO0414150.1 Ras-related protein Rap1 [Balamuthia mandrillaris]
DIAMOND nr_cluster_seq	XP_049847881.1	LOC126304744	NW_026061732.1	187	XP_076362244.1	6853	Tachypleus tridentatus	Other Arthropoda	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Merostomata;Xiphosura;Limulidae;Tachypleus;Tachypleus tridentatus	58.4	190	98.9	2.49e-66	213	XP_076362244.1 ras-related protein Rap-1b-like isoform X1 [Tachypleus tridentatus]
DIAMOND nr_cluster_seq	XP_049847881.1	LOC126304744	NW_026061732.1	187	XP_046192198.1	8017	Oncorhynchus gorbuscha	Other Metazoa	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Protacanthopterygii;Salmoniformes;Salmonidae;Salmoninae;Oncorhynchus;Oncorhynchus gorbuscha	60.2	181	96.8	2.64e-66	212	XP_046192198.1 ras-related protein Rap-1b-like [Oncorhynchus gorbuscha]
DIAMOND nr_cluster_seq	XP_049847881.1	LOC126304744	NW_026061732.1	187	XP_064400444.1	6063	Halichondria panicea	Other Metazoa	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Porifera;Demospongiae;Heteroscleromorpha;Suberitida;Halichondriidae;Halichondria;Halichondria;Halichondria panicea	58.7	189	98.9	2.95e-66	211	XP_064400444.1 ras-related protein Rap-1b [Halichondria panicea]
DIAMOND nr_cluster_seq	XP_049847881.1	LOC126304744	NW_026061732.1	187	KAJ3112825.1	1352834	Phlyctochytrium bullatum	Fungi	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;chytridiomyceta;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;Chytridiales;Chytridiaceae;Phlyctochytrium;Phlyctochytrium bullatum	58.4	190	98.9	3.05e-66	211	KAJ3112825.1 Ras- protein Rap-1b [Phlyctochytrium bullatum]
DIAMOND nr_cluster_seq	XP_049847881.1	LOC126304744	NW_026061732.1	187	XP_002111397.1	10228	Trichoplax adhaerens	Other Metazoa	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Placozoa;Uniplacotomia;Trichoplacea;Trichoplacidae;Trichoplax;Trichoplax adhaerens	58.6	191	98.9	3.15e-66	211	XP_002111397.1 uncharacterized protein TRIADDRAFT_55369 [Trichoplax adhaerens]
DIAMOND nr_cluster_seq	XP_049847881.1	LOC126304744	NW_026061732.1	187	CAH8443408.1	1163369	Schistosoma turkestanicum	Other Metazoa	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Rhabditophora;Neodermata;Trematoda;Digenea;Strigeidida;Schistosomatoidea;Schistosomatidae;Schistosoma;Schistosoma turkestanicum	57.4	190	98.9	4.19e-66	211	CAH8443408.1 unnamed protein product [Schistosoma turkestanicum]
DIAMOND nr_cluster_seq	XP_049847881.1	LOC126304744	NW_026061732.1	187	KAL6072122.1	66527	Balamuthia mandrillaris	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Discosea;Longamoebia;Centramoebida;Balamuthiidae;Balamuthia;Balamuthia mandrillaris	61.0	172	92.0	4.61e-66	211	KAL6072122.1 DNA-binding transcription factor rap1 [Balamuthia mandrillaris]
DIAMOND nr_cluster_seq	XP_049847881.1	LOC126304744	NW_026061732.1	187	KAJ8381396.1	118154	Synaphobranchus kaupii	Other Metazoa	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Elopocephalai;Elopocephala;Elopomorpha;Anguilliformes;Synaphobranchidae;Synaphobranchinae;Synaphobranchus;Synaphobranchus kaupii	61.7	175	93.6	5.32e-66	211	KAJ8381396.1 hypothetical protein SKAU_G00021740 [Synaphobranchus kaupii]
DIAMOND nr_cluster_seq	XP_049847882.1	LOC126304744	NW_026061732.1	187	KAJ3320293.1	2724214	Blyttiomyces sp. JEL0837	Fungi	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;chytridiomyceta;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;Chytridiomycetes incertae sedis;Blyttiomyces;unclassified Blyttiomyces;Blyttiomyces sp. JEL0837	59.5	190	98.9	3.22e-68	216	KAJ3320293.1 Ras- protein Rap-1A [Blyttiomyces sp. JEL0837]
DIAMOND nr_cluster_seq	XP_049847882.1	LOC126304744	NW_026061732.1	187	MDP2437245.1	1906665	archaeon	Archaea	root;cellular organisms;Archaea;unclassified Archaea;archaeon	62.6	174	93.0	4.58e-68	216	MDP2437245.1 Ras-related Rap1 family protein [archaeon]
DIAMOND nr_cluster_seq	XP_049847882.1	LOC126304744	NW_026061732.1	187	XP_065066892.1	499914	Rhopilema esculentum	Other Metazoa	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Cnidaria;Scyphozoa;Rhizostomeae;Rhizostomatidae;Rhopilema;Rhopilema esculentum	61.2	188	98.9	1.22e-67	214	XP_065066892.1 ras-related protein Rap-1A-like [Rhopilema esculentum]
DIAMOND nr_cluster_seq	XP_049847882.1	LOC126304744	NW_026061732.1	187	KAK6482357.1	61971	Huso huso	Other Metazoa	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Chondrostei;Acipenseriformes;Acipenseroidei;Acipenseridae;Husinae;Huso;Huso huso	60.7	183	97.9	2.21e-67	215	KAK6482357.1 ras-related protein Rap-1b [Huso huso]
DIAMOND nr_cluster_seq	XP_049847882.1	LOC126304744	NW_026061732.1	187	EPZ31827.1	988480	Rozella allomycis CSF55	Fungi	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Rozellomycota;Rozellomycota incertae sedis;Rozella;Rozella allomycis;Rozella allomycis CSF55	59.6	188	98.9	2.47e-67	214	EPZ31827.1 Ras-related protein Rap-1A [Rozella allomycis CSF55]
DIAMOND nr_cluster_seq	XP_049847882.1	LOC126304744	NW_026061732.1	187	NP_001297935.1	8010	Esox lucius	Other Metazoa	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Protacanthopterygii;Esociformes;Esocidae;Esox;Esox lucius	60.8	181	96.8	2.55e-67	214	NP_001297935.1 ras-related protein Rap-1b [Esox lucius]
DIAMOND nr_cluster_seq	XP_049847882.1	LOC126304744	NW_026061732.1	187	KAJ8398858.1	143900	Aldrovandia affinis	Other Metazoa	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Elopocephalai;Elopocephala;Elopomorpha;Notacanthiformes;Halosauridae;Aldrovandia;Aldrovandia affinis	61.3	181	96.8	2.59e-67	214	KAJ8398858.1 hypothetical protein AAFF_G00417660 [Aldrovandia affinis]
DIAMOND nr_cluster_seq	XP_049847882.1	LOC126304744	NW_026061732.1	187	NP_001002152.1	7955	Danio rerio	Other Metazoa	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Ostariophysi;Otophysi;Cypriniphysae;Cypriniformes;Cyprinoidei;Danionidae;Danioninae;Danio;Danio rerio	57.9	190	98.9	3.73e-67	213	NP_001002152.1 RAP1A, member of RAS oncogene family a [Danio rerio]
DIAMOND nr_cluster_seq	XP_049847882.1	LOC126304744	NW_026061732.1	187	KAF2074681.1	133409	Polysphondylium violaceum	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Dictyosteliales;Dictyosteliaceae;Polysphondylium;Polysphondylium violaceum	58.1	191	98.9	4.12e-67	213	KAF2074681.1 hypothetical protein CYY_004031 [Polysphondylium violaceum]
DIAMOND nr_cluster_seq	XP_049847882.1	LOC126304744	NW_026061732.1	187	AAB58345.1	5791	Badhamia polycephala	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Myxogastria;Myxogastromycetidae;Physariida;Physaraceae;Badhamia;Badhamia polycephala	60.0	190	98.4	1.03e-66	212	AAB58345.1 Pprap1 protein, partial [Badhamia polycephala]
DIAMOND nr_cluster_seq	XP_049847882.1	LOC126304744	NW_026061732.1	187	XP_012753652.1	1410327	Acytostelium subglobosum LB1	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Acytosteliales;Acytosteliaceae;Acytostelium;Acytostelium subglobosum;Acytostelium subglobosum LB1	61.1	185	97.9	1.05e-66	214	XP_012753652.1 hypothetical protein SAMD00019534_063780 [Acytostelium subglobosum LB1]
DIAMOND nr_cluster_seq	XP_049847882.1	LOC126304744	NW_026061732.1	187	XP_020431599.1	670386	Heterostelium album PN500	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Acytosteliales;Acytosteliaceae;Heterostelium;Heterostelium album;Heterostelium album PN500	59.6	188	98.4	1.24e-66	214	XP_020431599.1 Ras-related Rap1 family protein [Heterostelium album PN500]
DIAMOND nr_cluster_seq	XP_049847882.1	LOC126304744	NW_026061732.1	187	KAI9022210.1	269771	Phycomyces nitens	Fungi	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Phycomycetaceae;Phycomyces;Phycomyces nitens	58.0	188	98.9	1.42e-66	212	KAI9022210.1 ras related protein 1b [Phycomyces nitens]
DIAMOND nr_cluster_seq	XP_049847882.1	LOC126304744	NW_026061732.1	187	KAG4095474.1	2767002	Neocallimastix lanati (nom. inval.)	Fungi	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;chytridiomyceta;Neocallimastigomycota;Neocallimastigomycetes;Neocallimastigales;Neocallimastigaceae;Neocallimastix;unclassified Neocallimastix;Neocallimastix lanati (nom. inval.)	57.9	190	98.9	1.53e-66	212	KAG4095474.1 small GTPase superfamily [Neocallimastix lanati (nom. inval.)]
DIAMOND nr_cluster_seq	XP_049847882.1	LOC126304744	NW_026061732.1	187	XP_057296331.1	13093	Hydractinia symbiolongicarpus	Other Metazoa	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Cnidaria;Hydrozoa;Hydroidolina;Anthoathecata;Filifera;Hydractiniidae;Hydractinia;Hydractinia symbiolongicarpus	58.4	190	98.9	2.15e-66	211	XP_057296331.1 ras-related protein Rap-1b isoform X3 [Hydractinia symbiolongicarpus]
DIAMOND nr_cluster_seq	XP_049847882.1	LOC126304744	NW_026061732.1	187	XP_065312805.1	3053472	Gordionus sp. m RMFG-2023	Other Metazoa	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematomorpha;Gordioida;Chordodea;Chordodoidea;Parachordodidae;Gordionus;unclassified Gordionus;Gordionus sp. m RMFG-2023	59.7	181	96.8	2.22e-66	211	XP_065312805.1 ras-related protein Rap-1b [Gordionus sp. m RMFG-2023]
DIAMOND nr_cluster_seq	XP_049847882.1	LOC126304744	NW_026061732.1	187	KAO0414150.1	66527	Balamuthia mandrillaris	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Discosea;Longamoebia;Centramoebida;Balamuthiidae;Balamuthia;Balamuthia mandrillaris	62.2	172	92.0	2.45e-66	211	KAO0414150.1 Ras-related protein Rap1 [Balamuthia mandrillaris]
DIAMOND nr_cluster_seq	XP_049847882.1	LOC126304744	NW_026061732.1	187	XP_076362244.1	6853	Tachypleus tridentatus	Other Arthropoda	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Merostomata;Xiphosura;Limulidae;Tachypleus;Tachypleus tridentatus	58.4	190	98.9	2.49e-66	213	XP_076362244.1 ras-related protein Rap-1b-like isoform X1 [Tachypleus tridentatus]
