gene_id	seqid	description_official	gene_biotype	DEG_context	comparisons	directions	focused_origin_audit	mapping_support	competitive_host_retained_fraction	integrated_evidence	nucleotide_support_corrected	nucleotide_groups	nucleotide_taxa	nucleotide_max_identity	nucleotide_max_query_coverage	protein_support	fresh_significant_contrasts	fresh_higher_in	fresh_max_abs_log2FC	fresh_min_padj
LOC126323264	NW_026062217.1	uncharacterized LOC126323264	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	No informative external evidence	No informative external hit					No informative hit	infected_diet33_vs50; infected_diet83_vs33; infection_diet33	Control diet 33; Infected diet 50; Infected diet 83	7.595501541812241	0.003196078031558555
LOC126314419	NW_026061953.1	uncharacterized LOC126314419	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.845613688867207	0.003250074413490508
LOC126320385	NW_026062097.1	uncharacterized LOC126320385	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Other-metazoan protein support only	No informative external hit					Other metazoan support	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.188460198737137	0.0032883702518449816
LOC126315252	NW_026061960.1	uncharacterized LOC126315252	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	No informative external evidence	No informative external hit					No informative hit	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.538233157923713	0.0033475361739867563
LOC126324054	NW_026062244.1	serine/threonine-protein kinase WNK4-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.959460258602563	0.0033475361739867563
LOC126325840	NW_026062299.1	uncharacterized LOC126325840	protein_coding	Infection + diet	Diet 33: infected vs control; Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Concordant non-metazoan nucleotide and protein hits	Non-metazoan only	Plants	Juglans microcarpa x Juglans regia;Juglans regia	69.01	20	Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.054024537132883	0.0033809511486730223
LOC126311186	NW_026061838.1	dynamin-like protein A	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.282257864080731	0.003402345087765743
LOC126319930	NW_026062071.1	uncharacterized LOC126319930	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.5038493633710575	0.0034266525375993787
LOC126318224	NW_026062043.1	uncharacterized LOC126318224	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.619703104838836	0.003437002512370827
LOC126304767	NW_026061732.1	uncharacterized LOC126304767	lncRNA	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	No informative external evidence	No informative external hit						infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.881246146635577	0.0037235960251360244
LOC126326206	NW_026062331.1	uncharacterized LOC126326206	protein_coding	Infection + diet	Diet 33: infected vs control; Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	No informative external evidence	No informative external hit					No informative hit	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.241076214848313	0.0037239649263661077
LOC126328228	NW_026062445.1	trimethyllysine dioxygenase, mitochondrial-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous;Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.534012436851281	0.0037666916827370253
LOC126322607	NW_026062185.1	uncharacterized LOC126322607	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	No informative external evidence	No informative external hit					No informative hit	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.379503669653282	0.003808683217502558
LOC126320354	NW_026062094.1	uncharacterized LOC126320354	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.67107911844469	0.003879458888407492
LOC126317441	NW_026062018.1	leucine--tRNA ligase-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.08169353379925	0.0038928688365633185
LOC126319853	NW_026062071.1	uncharacterized LOC126319853	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.519057084716595	0.0038928688365633185
LOC126323927	NW_026062236.1	uncharacterized LOC126323927	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.513988381142337	0.0038928688365633185
LOC126319988	NW_026062071.1	charged multivesicular body protein 2a homolog 2-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infected_diet83_vs33; infection_diet33	Control diet 33; Infected diet 50; Infected diet 83	7.264810406226152	0.003932590251277714
LOC126318273	NW_026062048.1	uncharacterized LOC126318273	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.9917646232917035	0.0040501184858543985
LOC126318275	NW_026062048.1	uncharacterized LOC126318275	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.6853942012395295	0.0040501184858543985
LOC126320477	NW_026062097.1	abnormal spindle-like microcephaly-associated protein homolog	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Other-metazoan protein support only	No informative external hit					Other metazoan support	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.695675774741341	0.004108605793644792
LOC126332394	NW_026062747.1	uncharacterized LOC126332394	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.602576771633734	0.004108605793644792
LOC126326588	NW_026062344.1	probable arginine--tRNA ligase, cytoplasmic	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Concordant non-metazoan nucleotide and protein hits	Non-metazoan only	Fungi	Mycotypha africana	65.479	30	Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.731583149344776	0.0041137940574869905
LOC126320753	NW_026062120.1	insulin-degrading enzyme-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.874413783476801	0.004534779492675667
LOC126329921	NW_026062549.1	ATPase ASNA1 homolog	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.462720418065567	0.004622361843810212
LOC126322528	NW_026062185.1	uncharacterized LOC126322528	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.367395817936663	0.004949047256370609
LOC126304666	NW_026061732.1	uncharacterized LOC126304666	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Conflicting nucleotide and protein evidence	Non-metazoan only	Other Eukaryota	Dictyostelium discoideum AX4	65.5	23	Mixed/ambiguous	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.578408356592103	0.005063055350509649
LOC126323922	NW_026062236.1	60S ribosomal protein L7a-like	protein_coding	Infection + diet	Diet 33: infected vs control; Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.116942680150938	0.005156675981720053
LOC126329586	NW_026062521.1	uncharacterized LOC126329586	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Other-metazoan protein support only	No informative external hit					Other metazoan support	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.300488564953637	0.005173630544863428
LOC126315403	NW_026061960.1	uncharacterized LOC126315403	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.403235942873956	0.005282930968569605
LOC126318197	NW_026062043.1	uncharacterized LOC126318197	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	6.7815577499029835	0.005282930968569605
LOC126316991	NW_026062003.1	uncharacterized LOC126316991	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Other-metazoan protein support only	No informative external hit					Other metazoan support	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.517769188549718	0.005286933997529869
LOC126319923	NW_026062071.1	uncharacterized LOC126319923	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	No informative external evidence	No informative external hit					No informative hit	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.554223815125547	0.005286933997529869
LOC126304759	NW_026061732.1	eukaryotic peptide chain release factor subunit 1-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed external nucleotide evidence	Mixed metazoan/non-metazoan	Other Metazoa;Plants	Lampetra fluviatilis;Lampetra planeri;Lethenteron reissneri;Petromyzon marinus;Volvox carteri f. nagariensis	73.711	31	Mixed/ambiguous	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.93066035128039	0.005334925320141646
LOC126323273	NW_026062217.1	uncharacterized LOC126323273	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	No informative external evidence	No informative external hit					No informative hit	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.027192012345992	0.005334925320141646
LOC126315337	NW_026061960.1	probable lysosomal cobalamin transporter	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.334676245727601	0.005376550254635552
LOC126315308	NW_026061960.1	uncharacterized LOC126315308	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	External nucleotide support from Orthoptera/Arthropoda	Other arthropod	Other Arthropoda;Other Metazoa	Colletes latitarsis;Schistosoma haematobium	77.962	93	Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.429803159137568	0.005405997119489773
LOC126323739	NW_026062229.1	splicing factor U2AF 50 kDa subunit-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.1850400595144635	0.005405997119489773
LOC126328070	NW_026062425.1	uncharacterized LOC126328070	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.769254012961997	0.005405997119489773
LOC126326599	NW_026062344.1	uncharacterized LOC126326599	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.94440255703916	0.005546538490550895
LOC126319933	NW_026062071.1	uncharacterized LOC126319933	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.975780590354449	0.005563500479217134
LOC126332782	NW_026062803.1	peroxisomal targeting signal 2 receptor-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.928041599434457	0.005563500479217134
LOC126317014	NW_026062003.1	ras guanine nucleotide exchange factor K-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.633789613215538	0.005644510779848743
LOC126318698	NW_026062059.1	uncharacterized LOC126318698	lncRNA	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	No informative external evidence	No informative external hit						infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.1526730463550985	0.005684927246837613
LOC126319985	NW_026062071.1	uncharacterized LOC126319985	lncRNA	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	No informative external evidence	No informative external hit						infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.197767364970856	0.005684927246837613
LOC126325544	NW_026062282.1	uncharacterized LOC126325544	lncRNA	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	External nucleotide support from Orthoptera/Arthropoda	Other arthropod	Other Arthropoda;Other Metazoa	Caligus clemensi;Ciona intestinalis;Corythoichthys intestinalis;Eriocheir sinensis;Syngnathoides biaculeatus	71.713	31		infected_diet33_vs50; infection_average_all_diets; infection_diet33	Average control; Control diet 33; Infected diet 50	7.830132445937636	0.005684927246837613
LOC126331440	NW_026062676.1	ELMO domain-containing protein A-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.641672738660429	0.005684927246837613
LOC126317117	NW_026062009.1	putative rho GDP-dissociation inhibitor 1	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	7.203160381003367	0.00568558723773946
LOC126314441	NW_026061953.1	ras guanine nucleotide exchange factor A-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.484098460348637	0.005702067647262423
LOC126315341	NW_026061960.1	uncharacterized LOC126315341	protein_coding	Infection + diet	Diet 33: infected vs control; Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Concordant non-metazoan nucleotide and protein hits	Non-metazoan only	Plants	Curcuma longa;Zingiber officinale	71.479	41	Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.778847554213289	0.005702067647262423
LOC126315376	NW_026061960.1	RING-box protein 1-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.513326127237957	0.005702067647262423
LOC126316667	NW_026061985.1	uncharacterized LOC126316667	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.162132266300458	0.005702067647262423
LOC126316701	NW_026061988.1	dynamin-A-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.1764456655637945	0.005702067647262423
LOC126316947	NW_026062003.1	elongator complex protein 4-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Non-metazoan candidate;Other metazoan support	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.229217506139861	0.005702067647262423
LOC126316966	NW_026062003.1	uncharacterized LOC126316966	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.54890629226327	0.005702067647262423
LOC126317467	NW_026062018.1	small nuclear ribonucleoprotein-associated protein B-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.770160415249353	0.005702067647262423
LOC126317490	NW_026062018.1	uncharacterized LOC126317490	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	No informative external evidence	No informative external hit					No informative hit	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.918823604183323	0.005702067647262423
LOC126318300	NW_026062048.1	uncharacterized LOC126318300	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Arthropod/orthopteran protein support only	No informative external hit					Broader arthropod support	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.439689464541574	0.005702067647262423
LOC126318597	NW_026062056.1	uncharacterized LOC126318597	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.106493980846205	0.005702067647262423
LOC126318641	NW_026062056.1	uncharacterized LOC126318641	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.910874411209677	0.005702067647262423
LOC126319906	NW_026062071.1	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.1663913319453245	0.005702067647262423
LOC126319996	NW_026062071.1	U4/U6.U5 tri-snRNP-associated protein 1-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Arthropod/orthopteran protein support only	No informative external hit					Broader arthropod support	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.562747084197377	0.005702067647262423
LOC126320431	NW_026062097.1	signal recognition particle subunit SRP68-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous;Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.226097293378921	0.005702067647262423
LOC126320571	NW_026062105.1	uncharacterized LOC126320571	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.062814373515908	0.005702067647262423
LOC126322392	NW_026062176.1	nuclear pore glycoprotein p62-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.201799706465359	0.005702067647262423
LOC126322405	NW_026062176.1	uncharacterized LOC126322405	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed external nucleotide evidence	Mixed metazoan/non-metazoan	Bacteria;Fungi;Other Arthropoda;Other Metazoa;Plants	Bartonella sp. JB15;Bartonella sp. JB63;Bombus terrestris;Cyphomyrmex costatus;Emydura macquarii macquarii;Oryza brachyantha;Ostrea edulis;Pneumocystis carinii B80;Rousettus aegyptiacus;Schizosaccharomyces octosporus yFS286	71.238	37	Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.783826962871383	0.005702067647262423
LOC126322570	NW_026062185.1	uncharacterized LOC126322570	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.044068058747845	0.005702067647262423
LOC126322583	NW_026062185.1	uncharacterized LOC126322583	lncRNA	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	No informative external evidence	No informative external hit						infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.842944211394006	0.005702067647262423
LOC126323902	NW_026062236.1	uncharacterized LOC126323902	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	No informative external evidence	No informative external hit					No informative hit	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.315785543516616	0.005702067647262423
LOC126325915	NW_026062302.1	anaphase-promoting complex subunit cdc20-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	External nucleotide support from Orthoptera/Arthropoda	Other arthropod	Other Arthropoda	Linepithema humile;Monomorium pharaonis;Prenolepis imparis	67.611	26	Mixed/ambiguous	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.797988213047563	0.005702067647262423
LOC126326045	NW_026062315.1	protein SEY1 homolog	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.794006205877008	0.005702067647262423
LOC126329076	NW_026062491.1	integrator complex subunit 11-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	External nucleotide support from other Metazoa	Other metazoan	Other Metazoa	Balaenoptera borealis;Balaenoptera physalus;Balaenoptera ricei;Gorilla gorilla gorilla;Homo sapiens;Hyperoodon ampullatus;Mesoplodon bidens;Mesoplodon densirostris;Mesoplodon mirus;Myotis myotis;Nomascus leucogenys;Pan paniscus;Pan troglodytes;Plecotus auritus;Sorex araneus;Suncus etruscus;Symphalangus syndactylus	71.688	29	Mixed/ambiguous	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.101819641931567	0.005702067647262423
LOC126329985	NW_026062553.1	phosphatidylinositol-3-phosphatase SAC1-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	6.928428352207383	0.005702067647262423
