gene_id	seqid	description_official	gene_biotype	DEG_context	comparisons	directions	focused_origin_audit	mapping_support	competitive_host_retained_fraction	integrated_evidence	nucleotide_support_corrected	nucleotide_groups	nucleotide_taxa	nucleotide_max_identity	nucleotide_max_query_coverage	protein_support	fresh_significant_contrasts	fresh_higher_in	fresh_max_abs_log2FC	fresh_min_padj
LOC126304666	NW_026061732.1	uncharacterized LOC126304666	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Conflicting nucleotide and protein evidence	Non-metazoan only	Other Eukaryota	Dictyostelium discoideum AX4	65.5	23	Mixed/ambiguous	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.573281307536212	0.00825770117935027
LOC126314419	NW_026061953.1	uncharacterized LOC126314419	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.526836962850376	0.00825770117935027
LOC126315429	NW_026061960.1	protein pirA-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.95151305860155	0.00825770117935027
LOC126320354	NW_026062094.1	uncharacterized LOC126320354	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.433725381227027	0.00825770117935027
LOC126322607	NW_026062185.1	uncharacterized LOC126322607	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	No informative external evidence	No informative external hit					No informative hit	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.201432987394126	0.00825770117935027
LOC126326588	NW_026062344.1	probable arginine--tRNA ligase, cytoplasmic	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Concordant non-metazoan nucleotide and protein hits	Non-metazoan only	Fungi	Mycotypha africana	65.479	30	Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.637401958293019	0.00825770117935027
LOC126328228	NW_026062445.1	trimethyllysine dioxygenase, mitochondrial-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous;Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.311174808848107	0.008274719196889664
LOC126320385	NW_026062097.1	uncharacterized LOC126320385	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Other-metazoan protein support only	No informative external hit					Other metazoan support	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.865801139578441	0.008615316748658775
LOC126318275	NW_026062048.1	uncharacterized LOC126318275	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.496263074859287	0.008722002473808142
LOC126319988	NW_026062071.1	charged multivesicular body protein 2a homolog 2-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.0325071868575115	0.008722002473808142
LOC126318273	NW_026062048.1	uncharacterized LOC126318273	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.780458595996109	0.008833882456793708
LOC126322528	NW_026062185.1	uncharacterized LOC126322528	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.301244750729188	0.008929059622560848
LOC126317441	NW_026062018.1	leucine--tRNA ligase-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.843187385492662	0.00894666981479293
LOC126313336	NW_026061886.1	uncharacterized LOC126313336	protein_coding	Infection + diet	Diet 33: infected vs control; Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.984681323841492	0.009004158701886266
LOC126322537	NW_026062185.1	CYFIP-related Rac1 interactor homolog	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	7.057217433849595	0.009255371381861052
LOC126323922	NW_026062236.1	60S ribosomal protein L7a-like	protein_coding	Infection + diet	Diet 33: infected vs control; Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.046857110973793	0.009255371381861052
LOC126320753	NW_026062120.1	insulin-degrading enzyme-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.703102207684019	0.009319484447075596
LOC126318698	NW_026062059.1	uncharacterized LOC126318698	lncRNA	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	No informative external evidence	No informative external hit						infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.124644718368985	0.009729916208711196
LOC126304764	NW_026061732.1	trafficking protein particle complex subunit 12-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Other-metazoan protein support only	No informative external hit					Other metazoan support	infected_diet33_vs50	Infected diet 50	7.119520755704613	0.009733390625863609
LOC126315403	NW_026061960.1	uncharacterized LOC126315403	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.270800814702457	0.009758681861333891
LOC126316966	NW_026062003.1	uncharacterized LOC126316966	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.518180807411794	0.009940138276317591
LOC126323739	NW_026062229.1	splicing factor U2AF 50 kDa subunit-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.073576863193205	0.009940138276317591
LOC126325544	NW_026062282.1	uncharacterized LOC126325544	lncRNA	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	External nucleotide support from Orthoptera/Arthropoda	Other arthropod	Other Arthropoda;Other Metazoa	Caligus clemensi;Ciona intestinalis;Corythoichthys intestinalis;Eriocheir sinensis;Syngnathoides biaculeatus	71.713	31		infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.647360188930402	0.009940138276317591
LOC126326045	NW_026062315.1	protein SEY1 homolog	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.770439135156587	0.009940138276317591
LOC126317014	NW_026062003.1	ras guanine nucleotide exchange factor K-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.5570555442405976	0.00995781638009421
LOC126328070	NW_026062425.1	uncharacterized LOC126328070	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.637047743497645	0.009998459052874673
LOC126316991	NW_026062003.1	uncharacterized LOC126316991	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Other-metazoan protein support only	No informative external hit					Other metazoan support	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.374695206835392	0.010060239455026886
LOC126318597	NW_026062056.1	uncharacterized LOC126318597	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.0664860323968295	0.010060239455026886
LOC126319923	NW_026062071.1	uncharacterized LOC126319923	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	No informative external evidence	No informative external hit					No informative hit	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.384092825231966	0.010060239455026886
LOC126315337	NW_026061960.1	probable lysosomal cobalamin transporter	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.175632587124974	0.01017204162564998
LOC126318197	NW_026062043.1	uncharacterized LOC126318197	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	6.564597466399123	0.01017204162564998
LOC126320571	NW_026062105.1	uncharacterized LOC126320571	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.007463542935117	0.01017204162564998
LOC126332792	NW_026062803.1	uncharacterized LOC126332792	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	7.238065796689619	0.010313961696176665
LOC126326599	NW_026062344.1	uncharacterized LOC126326599	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	6.745853374688446	0.010466544518808383
LOC126318300	NW_026062048.1	uncharacterized LOC126318300	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Arthropod/orthopteran protein support only	No informative external hit					Broader arthropod support	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.338512209346098	0.010530662468773487
LOC126319906	NW_026062071.1	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.0738270349394945	0.010632493449528782
LOC126319996	NW_026062071.1	U4/U6.U5 tri-snRNP-associated protein 1-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Arthropod/orthopteran protein support only	No informative external hit					Broader arthropod support	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.405136061028383	0.010632493449528782
LOC126320431	NW_026062097.1	signal recognition particle subunit SRP68-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous;Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.093857139876451	0.01063551830249302
LOC126304759	NW_026061732.1	eukaryotic peptide chain release factor subunit 1-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed external nucleotide evidence	Mixed metazoan/non-metazoan	Other Metazoa;Plants	Lampetra fluviatilis;Lampetra planeri;Lethenteron reissneri;Petromyzon marinus;Volvox carteri f. nagariensis	73.711	31	Mixed/ambiguous	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.6864742972416416	0.010647595098494748
LOC126315308	NW_026061960.1	uncharacterized LOC126315308	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	External nucleotide support from Orthoptera/Arthropoda	Other arthropod	Other Arthropoda;Other Metazoa	Colletes latitarsis;Schistosoma haematobium	77.962	93	Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	6.184511788919645	0.010647595098494748
LOC126315341	NW_026061960.1	uncharacterized LOC126315341	protein_coding	Infection + diet	Diet 33: infected vs control; Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Concordant non-metazoan nucleotide and protein hits	Non-metazoan only	Plants	Curcuma longa;Zingiber officinale	71.479	41	Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.681272906004727	0.010647595098494748
LOC126317467	NW_026062018.1	small nuclear ribonucleoprotein-associated protein B-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.626337523216279	0.010647595098494748
LOC126318362	NW_026062048.1	vegetative catalase-like	protein_coding	Infection + diet	Diet 33: infected vs control; Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	0.9997022036926744	Concordant non-metazoan nucleotide and protein hits	Non-metazoan only	Other Eukaryota	Naegleria gruberi	66.422	25	Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.6826956245503695	0.010647595098494748
LOC126324549	NW_026062249.1	uncharacterized LOC126324549	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.589480540699626	0.010647595098494748
LOC126331440	NW_026062676.1	ELMO domain-containing protein A-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.446891357674558	0.010647595098494748
LOC126316701	NW_026061988.1	dynamin-A-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.057468586067064	0.010665958281471937
LOC126304682	NW_026061732.1	uncharacterized LOC126304682	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	No informative external evidence	No informative external hit					No informative hit	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.121223700035199	0.010671885268375073
LOC126304689	NW_026061732.1	actin, plasmodial isoform-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	0.9995782738311642	Mixed external nucleotide evidence	Mixed metazoan/non-metazoan	Other Arthropoda;Other Eukaryota;Other Metazoa	Acipenser ruthenus;Aedes aegypti;Amoebozoa sp. SZA37;Badhamia polycephala;Bufo bufo;Bursaphelenchus cocophilus;Cavenderia fasciculata;Ctenopharyngodon idella;Drosophila tropicalis;Drosophila willistoni;Engystomops pustulosus;Heterostelium album PN500;Hyla sarda;Leuciscus leuciscus;Uranotaenia lowii	84.258	90	Mixed/ambiguous	infected_diet33_vs50	Infected diet 50	5.204534706211648	0.010671885268375073
LOC126304701	NW_026061732.1	uncharacterized LOC126304701	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous	infected_diet33_vs50	Infected diet 50	6.352987690456744	0.010671885268375073
LOC126304702	NW_026061732.1	60S ribosomal protein L34-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.242967388625993	0.010671885268375073
LOC126304713	NW_026061732.1	general transcription and DNA repair factor IIH helicase subunit XPB-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed external nucleotide evidence	Mixed metazoan/non-metazoan	Fungi;Other Metazoa	Amblyraja radiata;Diadema antillarum;Dichotomopilus funicola;Fimicolochytrium jonesii;Neurospora crassa OR74A;Thermothelomyces heterothallicus CBS 202.75;Thermothelomyces thermophilus ATCC 42464	68.823	47	Mixed/ambiguous	infected_diet33_vs50	Infected diet 50	6.725378406389771	0.010671885268375073
LOC126304746	NW_026061732.1	protein aubergine-like	protein_coding	Infection + diet	Diet 33: infected vs control; Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Arthropod/orthopteran protein support only	No informative external hit					Broader arthropod support	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.420054693305917	0.010671885268375073
LOC126304976	NW_026061743.1	puromycin-sensitive aminopeptidase-like	protein_coding	Infection + diet	Diet 33: infected vs control; Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed external nucleotide evidence	Mixed metazoan/non-metazoan	Bacteria;Other Arthropoda	Anopheles stephensi;uncultured Candidatus Binatia bacterium	68.259	29	Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.200209968782939	0.010671885268375073
LOC126304986	NW_026061743.1	myotubularin-related protein 2-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous	infected_diet33_vs50	Infected diet 50	6.153174949712331	0.010671885268375073
LOC126311186	NW_026061838.1	dynamin-like protein A	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.604987419801571	0.010671885268375073
LOC126311198	NW_026061838.1	tubulin beta chain-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed external nucleotide evidence	Mixed metazoan/non-metazoan	Other Arthropoda;Other Eukaryota;Other Metazoa	Battus philenor;Dreissena polymorpha;Entosiphon sulcatum;Maniola jurtina;Mya arenaria;Pararge aegeria	70.88	51	Mixed/ambiguous	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.8247935998378075	0.010671885268375073
LOC126311215	NW_026061838.1	uncharacterized LOC126311215	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	5.915868472804142	0.010671885268375073
LOC126311241	NW_026061838.1	26S proteasome non-ATPase regulatory subunit 6-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.6131246315077865	0.010671885268375073
LOC126313327	NW_026061886.1	uncharacterized LOC126313327	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.966879218369518	0.010671885268375073
LOC126313363	NW_026061886.1	AP-1 complex subunit beta-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.0168530425894176	0.010671885268375073
LOC126313366	NW_026061886.1	3-hydroxybutyryl-CoA dehydrogenase-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Concordant non-metazoan nucleotide and protein hits	Non-metazoan only	Fungi	Linderina pennispora	72.495	43	Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.987165947565138	0.010671885268375073
LOC126313367	NW_026061886.1	uncharacterized LOC126313367	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.58177883185253	0.010671885268375073
LOC126314426	NW_026061953.1	uncharacterized LOC126314426	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	No informative external evidence	No informative external hit					No informative hit	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.743482539255385	0.010671885268375073
LOC126314430	NW_026061953.1	uncharacterized LOC126314430	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	6.084464851626827	0.010671885268375073
LOC126314440	NW_026061953.1	uncharacterized LOC126314440	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	6.4794985704153385	0.010671885268375073
LOC126314441	NW_026061953.1	ras guanine nucleotide exchange factor A-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	7.320612012259444	0.010671885268375073
LOC126315224	NW_026061960.1	dual specificity protein kinase shkC-like	protein_coding	Infection + diet	Diet 33: infected vs control; Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.1732413202761585	0.010671885268375073
LOC126315227	NW_026061960.1	60S ribosomal protein L11-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	External nucleotide support from other Metazoa	Other metazoan	Other Metazoa	Paramacrobiotus metropolitanus	74.83	25	Mixed/ambiguous	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.946958154501034	0.010671885268375073
LOC126315238	NW_026061960.1	uncharacterized LOC126315238	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.833202737904164	0.010671885268375073
LOC126315275	NW_026061960.1	N-formylmaleamate deformylase-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	6.6289147595577695	0.010671885268375073
LOC126315280	NW_026061960.1	uncharacterized LOC126315280	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	0.9998159057437408	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.526968444767703	0.010671885268375073
LOC126315283	NW_026061960.1	transitional endoplasmic reticulum ATPase-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed external nucleotide evidence	Mixed metazoan/non-metazoan	Fungi;Other Arthropoda	Calcarisporiella thermophila;Toxorhynchites rutilus septentrionalis	72.134	62	Mixed/ambiguous	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.195772161455976	0.010671885268375073
