gene_id,description_gff,source_sheet,umbrella,subcategory,seqid,homology_evidence,evidence_tier,nucleotide_groups,nucleotide_taxa,nucleotide_max_identity,nucleotide_max_query_coverage,protein_support,contrast_label,oriented_log2FC,padj,status,higher_expression_condition
LOC126320365,40S ribosomal protein SA-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062094.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Colletotrichum aenigma;Colletotrichum chrysophilum;Colletotrichum fructicola Nara gc5;Colletotrichum karsti;Colletotrichum siamense;Diaporthe citri,74.233,53,Mixed/ambiguous,Infected: diet 83 vs 33,5.388863276314855,0.08123020689695058,N.S.,Not significant
LOC126320365,40S ribosomal protein SA-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062094.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Colletotrichum aenigma;Colletotrichum chrysophilum;Colletotrichum fructicola Nara gc5;Colletotrichum karsti;Colletotrichum siamense;Diaporthe citri,74.233,53,Mixed/ambiguous,Infected: diet 83 vs 50,-1.1723971898587089,0.9333640444969056,N.S.,Not significant
LOC126320365,40S ribosomal protein SA-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062094.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Colletotrichum aenigma;Colletotrichum chrysophilum;Colletotrichum fructicola Nara gc5;Colletotrichum karsti;Colletotrichum siamense;Diaporthe citri,74.233,53,Mixed/ambiguous,Diet 33: infected vs control,-5.979901390496435,0.04523252533399379,Downregulated,Control diet 33
LOC126320365,40S ribosomal protein SA-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062094.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Colletotrichum aenigma;Colletotrichum chrysophilum;Colletotrichum fructicola Nara gc5;Colletotrichum karsti;Colletotrichum siamense;Diaporthe citri,74.233,53,Mixed/ambiguous,Diet 50: infected vs control,-1.6346173975328795,0.9171120431712186,N.S.,Not significant
LOC126320365,40S ribosomal protein SA-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062094.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Colletotrichum aenigma;Colletotrichum chrysophilum;Colletotrichum fructicola Nara gc5;Colletotrichum karsti;Colletotrichum siamense;Diaporthe citri,74.233,53,Mixed/ambiguous,Diet 83: infected vs control,1.1007939069829102,1,N.S.,Not significant
LOC126323761,60S ribosomal protein L14-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062229.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 50 vs 33,5.359763047277457,0.01468047835859676,Upregulated,Infected diet 50
LOC126323761,60S ribosomal protein L14-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062229.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 33,4.344726625566839,0.08763104210894383,N.S.,Not significant
LOC126323761,60S ribosomal protein L14-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062229.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 50,-1.0150364217106185,0.9333640444969056,N.S.,Not significant
LOC126323761,60S ribosomal protein L14-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062229.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 33: infected vs control,-5.490439552555357,0.04608602100639594,Downregulated,Control diet 33
LOC126323761,60S ribosomal protein L14-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062229.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 50: infected vs control,-2.3329066134104397,0.9171120431712186,N.S.,Not significant
LOC126323761,60S ribosomal protein L14-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062229.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 83: infected vs control,0.883490683068833,1,N.S.,Not significant
LOC126323922,60S ribosomal protein L7a-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062236.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 50 vs 33,7.046857110973793,0.00925537138186105,Upregulated,Infected diet 50
LOC126323922,60S ribosomal protein L7a-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062236.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 33,5.904907957844811,0.08123020689695058,N.S.,Not significant
LOC126323922,60S ribosomal protein L7a-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062236.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 50,-1.1419491531289816,0.9333640444969056,N.S.,Not significant
LOC126323922,60S ribosomal protein L7a-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062236.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 33: infected vs control,-6.660967154687267,0.03208912265676324,Downregulated,Control diet 33
LOC126323922,60S ribosomal protein L7a-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062236.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 50: infected vs control,-2.0243514451240348,0.9171120431712186,N.S.,Not significant
LOC126323922,60S ribosomal protein L7a-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062236.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 83: infected vs control,0.657821643666056,1,N.S.,Not significant
LOC126325806,60S ribosomal protein L6-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062299.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 50 vs 33,22.39609930484526,3.1870559794635726e-26,Upregulated,Infected diet 50
LOC126325806,60S ribosomal protein L6-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062299.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 33,21.031414786636564,1.643050462136203e-18,Upregulated,Infected diet 83
LOC126325806,60S ribosomal protein L6-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062299.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 50,-1.364684518208698,0.9333640444969056,N.S.,Not significant
LOC126325806,60S ribosomal protein L6-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062299.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 33: infected vs control,-22.13317851993906,8.720962106726959e-23,Downregulated,Control diet 33
LOC126325806,60S ribosomal protein L6-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062299.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 50: infected vs control,-2.230625707858045,0.9171120431712186,N.S.,Not significant
LOC126325806,60S ribosomal protein L6-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062299.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 83: infected vs control,-0.22244052276944165,1,N.S.,Not significant
LOC126322623,DNA-directed RNA polymerase III subunit RPC1-like,Protein-Anabolism,Protein Synthesis & Translation,RNA Polymerases & Transcription Machinery,NW_026062185.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Other Eukaryota,Rostrostelium ellipticum,68.728,38,Mixed/ambiguous,Infected: diet 50 vs 33,6.100271462645654,0.01135280715704337,Upregulated,Infected diet 50
LOC126322623,DNA-directed RNA polymerase III subunit RPC1-like,Protein-Anabolism,Protein Synthesis & Translation,RNA Polymerases & Transcription Machinery,NW_026062185.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Other Eukaryota,Rostrostelium ellipticum,68.728,38,Mixed/ambiguous,Infected: diet 83 vs 33,4.969908633039863,0.08123020689695058,N.S.,Not significant
LOC126322623,DNA-directed RNA polymerase III subunit RPC1-like,Protein-Anabolism,Protein Synthesis & Translation,RNA Polymerases & Transcription Machinery,NW_026062185.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Other Eukaryota,Rostrostelium ellipticum,68.728,38,Mixed/ambiguous,Infected: diet 83 vs 50,-1.1303628296057897,0.9333640444969056,N.S.,Not significant
LOC126322623,DNA-directed RNA polymerase III subunit RPC1-like,Protein-Anabolism,Protein Synthesis & Translation,RNA Polymerases & Transcription Machinery,NW_026062185.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Other Eukaryota,Rostrostelium ellipticum,68.728,38,Mixed/ambiguous,Diet 33: infected vs control,-5.280769346783822,0.04827801465831264,Downregulated,Control diet 33
LOC126322623,DNA-directed RNA polymerase III subunit RPC1-like,Protein-Anabolism,Protein Synthesis & Translation,RNA Polymerases & Transcription Machinery,NW_026062185.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Other Eukaryota,Rostrostelium ellipticum,68.728,38,Mixed/ambiguous,Diet 50: infected vs control,-1.664717424496397,0.9171120431712186,N.S.,Not significant
LOC126322623,DNA-directed RNA polymerase III subunit RPC1-like,Protein-Anabolism,Protein Synthesis & Translation,RNA Polymerases & Transcription Machinery,NW_026062185.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Other Eukaryota,Rostrostelium ellipticum,68.728,38,Mixed/ambiguous,Diet 83: infected vs control,0.7362107266632449,1,N.S.,Not significant
LOC126332393,DNA-directed RNA polymerase I subunit rpa1-like,Protein-Anabolism,Protein Synthesis & Translation,RNA Polymerases & Transcription Machinery,NW_026062747.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 50 vs 33,6.003116832753232,0.01135280715704337,Upregulated,Infected diet 50
LOC126332393,DNA-directed RNA polymerase I subunit rpa1-like,Protein-Anabolism,Protein Synthesis & Translation,RNA Polymerases & Transcription Machinery,NW_026062747.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 33,4.85507821664758,0.08123020689695058,N.S.,Not significant
LOC126332393,DNA-directed RNA polymerase I subunit rpa1-like,Protein-Anabolism,Protein Synthesis & Translation,RNA Polymerases & Transcription Machinery,NW_026062747.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 50,-1.1480386161056528,0.9333640444969056,N.S.,Not significant
LOC126332393,DNA-directed RNA polymerase I subunit rpa1-like,Protein-Anabolism,Protein Synthesis & Translation,RNA Polymerases & Transcription Machinery,NW_026062747.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 33: infected vs control,-5.348755262316044,0.04816401739399716,Downregulated,Control diet 33
LOC126332393,DNA-directed RNA polymerase I subunit rpa1-like,Protein-Anabolism,Protein Synthesis & Translation,RNA Polymerases & Transcription Machinery,NW_026062747.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 50: infected vs control,-1.6577653737061442,0.9171120431712186,N.S.,Not significant
LOC126332393,DNA-directed RNA polymerase I subunit rpa1-like,Protein-Anabolism,Protein Synthesis & Translation,RNA Polymerases & Transcription Machinery,NW_026062747.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 83: infected vs control,0.5364785075326441,1,N.S.,Not significant
LOC126318441,elongation factor 1-gamma-A-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062051.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,No informative hit;Non-metazoan candidate,Infected: diet 50 vs 33,5.998840054170719,0.01329047128399392,Upregulated,Infected diet 50
LOC126318441,elongation factor 1-gamma-A-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062051.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,No informative hit;Non-metazoan candidate,Infected: diet 83 vs 33,4.574162503073186,0.09056104939879583,N.S.,Not significant
LOC126318441,elongation factor 1-gamma-A-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062051.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,No informative hit;Non-metazoan candidate,Infected: diet 83 vs 50,-1.4246775510975334,0.9333640444969056,N.S.,Not significant
LOC126318441,elongation factor 1-gamma-A-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062051.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,No informative hit;Non-metazoan candidate,Diet 33: infected vs control,-5.584799814769207,0.04915587676935912,Downregulated,Control diet 33
LOC126318441,elongation factor 1-gamma-A-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062051.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,No informative hit;Non-metazoan candidate,Diet 50: infected vs control,-2.001377688477246,0.9171120431712186,N.S.,Not significant
LOC126318441,elongation factor 1-gamma-A-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062051.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,No informative hit;Non-metazoan candidate,Diet 83: infected vs control,0.2955901199297401,1,N.S.,Not significant
LOC126323753,eukaryotic translation initiation factor 5-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062229.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 50 vs 33,6.910996001087555,0.01067188526837507,Upregulated,Infected diet 50
LOC126323753,eukaryotic translation initiation factor 5-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062229.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 33,5.048402826717484,0.08427591506023405,N.S.,Not significant
LOC126323753,eukaryotic translation initiation factor 5-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062229.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 50,-1.862593174370071,0.9333640444969056,N.S.,Not significant
LOC126323753,eukaryotic translation initiation factor 5-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062229.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 33: infected vs control,-5.975126821889204,0.04816401739399716,Downregulated,Control diet 33
LOC126323753,eukaryotic translation initiation factor 5-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062229.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 50: infected vs control,-1.45054201305336,0.9171120431712186,N.S.,Not significant
LOC126323753,eukaryotic translation initiation factor 5-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062229.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 83: infected vs control,0.759156075246808,1,N.S.,Not significant
LOC126326116,translation initiation factor eIF-2B subunit delta-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062325.1,Concordant non-metazoan nucleotide and protein hits,Concordant nucleotide and protein flag,Other Eukaryota,Saprolegnia diclina VS20,65.394,27,Non-metazoan candidate,Infected: diet 50 vs 33,6.430065096210579,0.01067188526837507,Upregulated,Infected diet 50
LOC126326116,translation initiation factor eIF-2B subunit delta-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062325.1,Concordant non-metazoan nucleotide and protein hits,Concordant nucleotide and protein flag,Other Eukaryota,Saprolegnia diclina VS20,65.394,27,Non-metazoan candidate,Infected: diet 83 vs 33,5.704667254390481,0.08123020689695058,N.S.,Not significant
LOC126326116,translation initiation factor eIF-2B subunit delta-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062325.1,Concordant non-metazoan nucleotide and protein hits,Concordant nucleotide and protein flag,Other Eukaryota,Saprolegnia diclina VS20,65.394,27,Non-metazoan candidate,Infected: diet 83 vs 50,-0.7253978418200985,0.9333640444969056,N.S.,Not significant
LOC126326116,translation initiation factor eIF-2B subunit delta-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062325.1,Concordant non-metazoan nucleotide and protein hits,Concordant nucleotide and protein flag,Other Eukaryota,Saprolegnia diclina VS20,65.394,27,Non-metazoan candidate,Diet 33: infected vs control,-5.217915017460903,0.04915587676935912,Downregulated,Control diet 33
LOC126326116,translation initiation factor eIF-2B subunit delta-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062325.1,Concordant non-metazoan nucleotide and protein hits,Concordant nucleotide and protein flag,Other Eukaryota,Saprolegnia diclina VS20,65.394,27,Non-metazoan candidate,Diet 50: infected vs control,-1.0317091729923256,0.9171120431712186,N.S.,Not significant
LOC126326116,translation initiation factor eIF-2B subunit delta-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062325.1,Concordant non-metazoan nucleotide and protein hits,Concordant nucleotide and protein flag,Other Eukaryota,Saprolegnia diclina VS20,65.394,27,Non-metazoan candidate,Diet 83: infected vs control,1.3871506302112249,1,N.S.,Not significant
LOC126329065,elongation factor 1-alpha-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062491.1,Concordant non-metazoan nucleotide and protein hits,Concordant nucleotide and protein flag,Other Eukaryota,Aphanomyces invadans;Pygsuia biforma;Tetrahymena pyriformis;Tetrahymena thermophila;Tetrahymena thermophila SB210,71.294,74,Non-metazoan candidate,Infected: diet 50 vs 33,6.221126158335682,0.01420350663864392,Upregulated,Infected diet 50
LOC126329065,elongation factor 1-alpha-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062491.1,Concordant non-metazoan nucleotide and protein hits,Concordant nucleotide and protein flag,Other Eukaryota,Aphanomyces invadans;Pygsuia biforma;Tetrahymena pyriformis;Tetrahymena thermophila;Tetrahymena thermophila SB210,71.294,74,Non-metazoan candidate,Infected: diet 83 vs 33,4.738632002855123,0.09381493731576918,N.S.,Not significant
LOC126329065,elongation factor 1-alpha-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062491.1,Concordant non-metazoan nucleotide and protein hits,Concordant nucleotide and protein flag,Other Eukaryota,Aphanomyces invadans;Pygsuia biforma;Tetrahymena pyriformis;Tetrahymena thermophila;Tetrahymena thermophila SB210,71.294,74,Non-metazoan candidate,Infected: diet 83 vs 50,-1.4824941554805593,0.9333640444969056,N.S.,Not significant
LOC126329065,elongation factor 1-alpha-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062491.1,Concordant non-metazoan nucleotide and protein hits,Concordant nucleotide and protein flag,Other Eukaryota,Aphanomyces invadans;Pygsuia biforma;Tetrahymena pyriformis;Tetrahymena thermophila;Tetrahymena thermophila SB210,71.294,74,Non-metazoan candidate,Diet 33: infected vs control,-6.125709000672388,0.04820522619167109,Downregulated,Control diet 33
LOC126329065,elongation factor 1-alpha-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062491.1,Concordant non-metazoan nucleotide and protein hits,Concordant nucleotide and protein flag,Other Eukaryota,Aphanomyces invadans;Pygsuia biforma;Tetrahymena pyriformis;Tetrahymena thermophila;Tetrahymena thermophila SB210,71.294,74,Non-metazoan candidate,Diet 50: infected vs control,-2.3755958333833456,0.9171120431712186,N.S.,Not significant
LOC126329065,elongation factor 1-alpha-like,Protein-Anabolism,Protein Synthesis & Translation,Translation Initiation & Elongation Factors,NW_026062491.1,Concordant non-metazoan nucleotide and protein hits,Concordant nucleotide and protein flag,Other Eukaryota,Aphanomyces invadans;Pygsuia biforma;Tetrahymena pyriformis;Tetrahymena thermophila;Tetrahymena thermophila SB210,71.294,74,Non-metazoan candidate,Diet 83: infected vs control,0.08468069206016192,1,N.S.,Not significant
